"SkinScNew","SkinScNewRC","Mean","Sex","AgeM","Generation","F","Is12Score","dps_SkinScore","altDogID","altSireID","altDamID"
1,1,1,1,139,10.89,0.05,1,1,"R9249","R8126","R8139"
2,2,1,1,139,10.89,0.05,1,7,"R9250","R8126","R8139"
3,3,1,1,139,10.89,0.05,0,7,"R9251","R8126","R8139"
1,1,1,1,138,11.64,0.14,1,1,"R9252","R6825","R7488"
1,1,1,1,138,11.64,0.14,1,1,"R9253","R6825","R7488"
3,3,1,2,138,11.64,0.14,0,7,"R9255","R6825","R7488"
2,2,1,1,138,11.64,0.14,1,7,"R9256","R6825","R7488"
1,1,1,1,138,11.64,0.14,1,1,"R9257","R6825","R7488"
2,2,1,2,138,12.09,0.1,1,7,"R9258","R6825","R7804"
2,2,1,2,138,12.09,0.1,1,7,"R9259","R6825","R7804"
2,2,1,1,138,12.09,0.1,1,7,"R9260","R6825","R7804"
3,3,1,1,138,12.09,0.1,0,7,"R9261","R6825","R7804"
2,2,1,2,138,11.16,0.11,1,7,"R9262","R8489","R5933"
3,3,1,2,138,11.16,0.11,0,7,"R9263","R8489","R5933"
3,3,1,2,138,11.16,0.11,0,7,"R9264","R8489","R5933"
3,3,1,2,138,11.16,0.11,0,7,"R9265","R8489","R5933"
3,3,1,2,138,11.16,0.11,0,7,"R9267","R8489","R5933"
2,2,1,1,138,11.16,0.11,1,7,"R9268","R8489","R5933"
1,1,1,1,138,10.53,0.1,1,1,"R9271","R8279","R8464"
1,1,1,1,138,10.53,0.1,1,1,"R9272","R8279","R8464"
3,3,1,2,138,10.53,0.1,0,7,"R9274","R8279","R8464"
5,4,1,2,138,10.53,0.1,0,15,"R9275","R8279","R8464"
3,3,1,2,138,10.53,0.1,0,7,"R9276","R8279","R8464"
2,2,1,2,138,10.53,0.1,1,7,"R9277","R8279","R8464"
5,4,1,2,138,10.53,0.1,0,7,"R9279","R8279","R8464"
3,3,1,1,138,10.53,0.1,0,7,"R9280","R8279","R8464"
3,3,1,2,138,11.83,0.11,0,7,"R9281","R8489","R7059"
5,4,1,2,138,11.83,0.11,0,11,"R9282","R8489","R7059"
4,4,1,2,138,11.83,0.11,0,11,"R9283","R8489","R7059"
3,3,1,2,138,11.83,0.11,0,7,"R9284","R8489","R7059"
5,4,1,2,138,11.83,0.11,0,15,"R9285","R8489","R7059"
3,3,1,1,138,11.63,0.07,0,7,"R9288","R6720","R7338"
5,4,1,1,138,11.63,0.07,0,15,"R9290","R6720","R7338"
1,1,1,2,138,11.63,0.07,1,1,"R9291","R6720","R7338"
2,2,1,2,138,11.63,0.07,1,5,"R9292","R6720","R7338"
5,4,1,2,138,11.63,0.07,0,15,"R9293","R6720","R7338"
3,3,1,2,138,11.63,0.07,0,7,"R9294","R6720","R7338"
3,3,1,2,138,11.57,0.13,0,7,"R9296","R7741","R5996"
1,1,1,2,138,11.57,0.13,1,1,"R9297","R7741","R5996"
2,2,1,2,138,11.57,0.13,1,7,"R9298","R7741","R5996"
5,4,1,2,138,11.57,0.13,0,15,"R9299","R7741","R5996"
2,2,1,2,138,11.57,0.13,1,7,"R9300","R7741","R5996"
2,2,1,1,138,11.57,0.13,1,7,"R9301","R7741","R5996"
1,1,1,1,138,11.57,0.13,1,1,"R9302","R7741","R5996"
3,3,1,1,138,11.57,0.13,0,7,"R9303","R7741","R5996"
2,2,1,1,138,11.57,0.13,1,7,"R9304","R7741","R5996"
3,3,1,1,137,7.73,1e-09,0,7,"R9306","R15857","R7186"
5,4,1,2,137,7.73,1e-09,0,15,"R9307","R15857","R7186"
1,1,1,1,137,7.73,1e-09,1,1,"R9308","R15857","R7186"
5,4,1,1,137,7.73,1e-09,0,15,"R9309","R15857","R7186"
2,2,1,2,137,7.73,1e-09,1,7,"R9310","R15857","R7186"
2,2,1,2,137,7.73,1e-09,1,7,"R9311","R15857","R7186"
3,3,1,2,137,7.73,1e-09,0,7,"R9312","R15857","R7186"
2,2,1,2,137,7.73,1e-09,1,7,"R9313","R15857","R7186"
2,2,1,2,137,7.73,1e-09,1,7,"R9314","R15857","R7186"
2,2,1,2,137,6.98,1e-09,1,5,"R9315","R6720","R6655"
3,3,1,1,137,6.98,1e-09,0,7,"R9316","R6720","R6655"
3,3,1,2,137,6.98,1e-09,0,7,"R9318","R6720","R6655"
2,2,1,2,137,10.14,0.05,1,5,"R9320","R8088","R7647"
2,2,1,1,137,10.14,0.05,1,7,"R9321","R8088","R7647"
1,1,1,1,137,11.7,0.08,1,1,"R9322","R7065","R6845"
2,2,1,1,137,11.7,0.08,1,5,"R9323","R7065","R6845"
5,4,1,2,137,11.7,0.08,0,15,"R9325","R7065","R6845"
5,4,1,1,137,11.7,0.08,0,15,"R9326","R7065","R6845"
3,3,1,2,137,11.62,0.13,0,7,"R16302","R7741","R15946"
3,3,1,1,136,12.27,0.11,0,7,"R9327","R6720","R8052"
2,2,1,2,136,12.27,0.11,1,7,"R9328","R6720","R8052"
3,3,1,2,136,12.27,0.11,0,7,"R9329","R6720","R8052"
5,4,1,1,136,12.27,0.11,0,15,"R9330","R6720","R8052"
3,3,1,1,136,11.98,0.1,0,7,"R9331","R7741","R8485"
1,1,1,1,136,11.98,0.1,1,1,"R9332","R7741","R8485"
3,3,1,2,136,11.98,0.1,0,7,"R9334","R7741","R8485"
3,3,1,2,136,11.98,0.1,0,7,"R9335","R7741","R8485"
3,3,1,1,136,11.98,0.1,0,7,"R9337","R7741","R8485"
2,2,1,1,136,11.98,0.1,1,7,"R9338","R7741","R8485"
2,2,1,2,136,12.32,0.11,1,7,"R9339","R6720","R8326"
2,2,1,2,136,12.32,0.11,1,7,"R9340","R6720","R8326"
3,3,1,1,136,12.32,0.11,0,7,"R9341","R6720","R8326"
5,4,1,1,136,12.32,0.11,0,15,"R9342","R6720","R8326"
5,4,1,1,136,12.32,0.11,0,15,"R9343","R6720","R8326"
3,3,1,1,136,12.32,0.11,0,7,"R9344","R6720","R8326"
2,2,1,1,136,12.32,0.11,1,7,"R9345","R6720","R8326"
2,2,1,2,136,12.32,0.11,1,7,"R9346","R6720","R8326"
3,3,1,2,136,12.32,0.11,0,7,"R9347","R6720","R8326"
5,4,1,1,136,11.72,0.1,0,7,"R9349","R8205","R5736"
1,1,1,1,136,11.72,0.1,1,1,"R9350","R8205","R5736"
5,4,1,2,136,11.72,0.1,0,15,"R9352","R8205","R5736"
2,2,1,2,136,11.72,0.1,1,7,"R9354","R8205","R5736"
3,3,1,1,136,11.72,0.1,0,7,"R9355","R8205","R5736"
5,4,1,1,136,12.46,0.12,0,15,"R9356","R7741","R8482"
3,3,1,2,136,12.46,0.12,0,7,"R9357","R7741","R8482"
5,4,1,1,136,12.46,0.12,0,11,"R9358","R7741","R8482"
2,2,1,1,136,12.46,0.12,1,7,"R9359","R7741","R8482"
2,2,1,2,136,12.46,0.12,1,7,"R9360","R7741","R8482"
3,3,1,1,136,12.46,0.12,0,7,"R9361","R7741","R8482"
5,4,1,2,136,12.46,0.12,0,15,"R9362","R7741","R8482"
3,3,1,2,136,12.46,0.12,0,5,"R9363","R7741","R8482"
5,4,1,2,136,12.46,0.12,0,15,"R9364","R7741","R8482"
3,3,1,2,136,12.46,0.12,0,7,"R9365","R7741","R8482"
2,2,1,1,135,12.11,0.11,1,7,"R9366","R7741","R7436"
1,1,1,1,135,12.11,0.11,1,1,"R9367","R7741","R7436"
2,2,1,1,135,12.11,0.11,1,7,"R9368","R7741","R7436"
2,2,1,1,135,12.11,0.11,1,7,"R9369","R7741","R7436"
2,2,1,2,135,12.11,0.11,1,7,"R9370","R7741","R7436"
3,3,1,1,135,12.11,0.11,0,7,"R9371","R7741","R7436"
5,4,1,2,135,12.11,0.11,0,15,"R9372","R7741","R7436"
3,3,1,2,135,12.11,0.11,0,7,"R9373","R7741","R7436"
2,2,1,1,135,12.3,0.11,1,7,"R9374","R7688","R7632"
2,2,1,2,135,12.3,0.11,1,7,"R9376","R7688","R7632"
3,3,1,2,135,12.3,0.11,0,7,"R9378","R7688","R7632"
2,2,1,1,135,12.3,0.11,1,7,"R9379","R7688","R7632"
3,3,1,2,135,12.3,0.11,0,7,"R9380","R7688","R7632"
2,2,1,2,135,12.3,0.11,1,5,"R9381","R7688","R7632"
3,3,1,1,135,12.3,0.11,0,7,"R9382","R7688","R7632"
5,4,1,1,135,12.3,0.11,0,11,"R9383","R7688","R7632"
2,2,1,1,135,11.9,0.13,1,7,"R9384","R8183","R6887"
3,3,1,1,135,11.9,0.13,0,7,"R9385","R8183","R6887"
1,1,1,1,135,11.9,0.13,1,1,"R9387","R8183","R6887"
2,2,1,1,135,11.9,0.13,1,7,"R9388","R8183","R6887"
1,1,1,2,135,11.9,0.13,1,1,"R9389","R8183","R6887"
3,3,1,2,135,11.9,0.13,0,7,"R9390","R8183","R6887"
3,3,1,2,135,11.9,0.13,0,7,"R9391","R8183","R6887"
2,2,1,2,135,12.22,0.14,1,7,"R9392","R8205","R7768"
1,1,1,2,135,12.22,0.14,1,1,"R9393","R8205","R7768"
2,2,1,1,135,12.22,0.14,1,7,"R9394","R8205","R7768"
2,2,1,1,135,12.22,0.14,1,7,"R9395","R8205","R7768"
3,3,1,1,135,12.22,0.14,0,7,"R9396","R8205","R7768"
5,4,1,1,135,12.22,0.14,0,15,"R9397","R8205","R7768"
5,4,1,2,135,12.22,0.14,0,15,"R9398","R8205","R7768"
2,2,1,2,134,12.24,0.13,1,7,"R9399","R8489","R7918"
2,2,1,2,134,12.24,0.13,1,7,"R9400","R8489","R7918"
5,4,1,2,134,12.24,0.13,0,15,"R9401","R8489","R7918"
5,4,1,1,134,12.24,0.13,0,15,"R9402","R8489","R7918"
3,3,1,1,134,12.24,0.13,0,7,"R9403","R8489","R7918"
2,2,1,1,134,12.24,0.13,1,7,"R9405","R8489","R7918"
5,4,1,2,134,12.24,0.13,0,15,"R9406","R8489","R7918"
2,2,1,1,134,12.24,0.13,1,7,"R9407","R8489","R7918"
1,1,1,1,134,12.38,0.12,1,1,"R9409","R8183","R8272"
1,1,1,1,134,12.38,0.12,1,1,"R9410","R8183","R8272"
5,4,1,1,134,12.38,0.12,0,15,"R9411","R8183","R8272"
2,2,1,1,134,12.38,0.12,1,5,"R9412","R8183","R8272"
1,1,1,2,134,12.38,0.12,1,1,"R9414","R8183","R8272"
4,4,1,1,134,12.38,0.12,0,5,"R9415","R8183","R8272"
3,3,1,1,134,12.77,0.13,0,7,"R9416","R8623","R8476"
2,2,1,2,134,12.77,0.13,1,7,"R9417","R8623","R8476"
2,2,1,2,134,12.77,0.13,1,7,"R9418","R8623","R8476"
2,2,1,1,134,12.77,0.13,1,7,"R9419","R8623","R8476"
5,4,1,2,134,12.77,0.13,0,7,"R9420","R8623","R8476"
5,4,1,1,134,12.77,0.13,0,15,"R9421","R8623","R8476"
2,2,1,1,134,12.77,0.13,1,7,"R9422","R8623","R8476"
3,3,1,1,134,12.77,0.13,0,7,"R9423","R8623","R8476"
1,1,1,1,134,12.77,0.13,1,1,"R9424","R8623","R8476"
3,3,1,1,134,12.91,0.14,0,7,"R9425","R8355","R7910"
2,2,1,1,134,12.91,0.14,1,7,"R9426","R8355","R7910"
5,4,1,2,134,12.91,0.14,0,15,"R9427","R8355","R7910"
2,2,1,2,134,12.91,0.14,1,7,"R9428","R8355","R7910"
5,4,1,2,134,12.91,0.14,0,15,"R9429","R8355","R7910"
1,1,1,2,134,12.91,0.14,1,1,"R9431","R8355","R7910"
5,4,1,1,134,12.91,0.14,0,15,"R9432","R8355","R7910"
3,3,1,2,134,12.91,0.14,0,7,"R9433","R8355","R7910"
5,4,1,1,133,11.71,0.09,0,15,"R9434","R8623","R6059"
5,4,1,2,133,11.71,0.09,0,15,"R9435","R8623","R6059"
3,3,1,2,133,11.71,0.09,0,7,"R9436","R8623","R6059"
5,4,1,1,133,11.71,0.09,0,15,"R9437","R8623","R6059"
3,3,1,2,133,11.04,0.07,0,7,"R9439","R8126","R7378"
5,4,1,2,133,11.04,0.07,0,15,"R9441","R8126","R7378"
5,4,1,2,133,11.04,0.07,0,15,"R9442","R8126","R7378"
2,2,1,2,133,11.04,0.07,1,7,"R9443","R8126","R7378"
2,2,1,2,133,11.04,0.07,1,7,"R9444","R8126","R7378"
2,2,1,2,133,11.04,0.07,1,5,"R9445","R8126","R7378"
5,4,1,2,133,11.04,0.07,0,15,"R9446","R8126","R7378"
1,1,1,1,133,11.04,0.07,1,1,"R9448","R8126","R7378"
3,3,1,1,133,12.28,0.12,0,7,"R9449","R8355","R7290"
3,3,1,1,133,12.28,0.12,0,7,"R9450","R8355","R7290"
4,4,1,2,133,12.28,0.12,0,11,"R9451","R8355","R7290"
5,4,1,2,133,12.28,0.12,0,11,"R9452","R8355","R7290"
3,3,1,1,133,12.28,0.12,0,7,"R9453","R8355","R7290"
5,4,1,2,133,12.28,0.12,0,11,"R9455","R8355","R7290"
3,3,1,2,133,12.55,0.12,0,7,"R9457","R8205","R8323"
3,3,1,2,133,12.55,0.12,0,7,"R9458","R8205","R8323"
2,2,1,2,133,12.55,0.12,1,7,"R9459","R8205","R8323"
3,3,1,2,133,12.55,0.12,0,7,"R9460","R8205","R8323"
5,4,1,1,133,12.55,0.12,0,5,"R9462","R8205","R8323"
5,4,1,2,133,12.55,0.12,0,7,"R9463","R8205","R8323"
5,4,1,1,133,12.06,0.16,0,15,"R9464","R7741","R7119"
2,2,1,1,133,12.06,0.16,1,7,"R9465","R7741","R7119"
5,4,1,2,133,12.06,0.16,0,15,"R9466","R7741","R7119"
5,4,1,1,133,12.06,0.16,0,7,"R9467","R7741","R7119"
2,2,1,2,133,12.06,0.16,1,7,"R9468","R7741","R7119"
2,2,1,1,133,12.06,0.16,1,15,"R9469","R7741","R7119"
3,3,1,1,133,12.06,0.16,0,7,"R9470","R7741","R7119"
3,3,1,1,132,12.15,0.08,0,7,"R9472","R8623","R8139"
3,3,1,2,132,12.15,0.08,0,7,"R9474","R8623","R8139"
5,4,1,2,132,12.15,0.08,0,15,"R9475","R8623","R8139"
3,3,1,2,132,12.15,0.08,0,7,"R9476","R8623","R8139"
3,3,1,2,132,12.15,0.08,0,7,"R9477","R8623","R8139"
2,2,1,1,132,12.15,0.08,1,7,"R9478","R8623","R8139"
2,2,1,1,132,12.15,0.08,1,5,"R9479","R8623","R8139"
3,3,1,2,132,12.15,0.08,0,7,"R9480","R8623","R8139"
2,2,1,1,132,12.15,0.08,1,7,"R9482","R8623","R8139"
1,1,1,2,132,12.5,0.11,1,1,"R9483","R8623","R8124"
3,3,1,1,132,12.5,0.11,0,7,"R9484","R8623","R8124"
2,2,1,1,132,12.5,0.11,1,7,"R9485","R8623","R8124"
2,2,1,2,132,12.5,0.11,1,7,"R9486","R8623","R8124"
5,4,1,1,132,12.5,0.11,0,15,"R9487","R8623","R8124"
3,3,1,2,132,12.51,0.14,0,7,"R9488","R8623","R8254"
2,2,1,2,132,12.51,0.14,1,7,"R9489","R8623","R8254"
2,2,1,2,132,12.51,0.14,1,7,"R9490","R8623","R8254"
2,2,1,2,132,12.51,0.14,1,7,"R9491","R8623","R8254"
2,2,1,1,132,12.51,0.14,1,7,"R9492","R8623","R8254"
5,4,1,1,132,12.51,0.14,0,15,"R9493","R8623","R8254"
3,3,1,2,132,12.65,0.12,0,7,"R9494","R7630","R8113"
5,4,1,2,132,12.65,0.12,0,15,"R9495","R7630","R8113"
2,2,1,2,132,12.65,0.12,1,7,"R9496","R7630","R8113"
3,3,1,1,132,12.65,0.12,0,7,"R9497","R7630","R8113"
3,3,1,1,132,12.65,0.12,0,7,"R9498","R7630","R8113"
2,2,1,1,132,12.65,0.12,1,7,"R9499","R7630","R8113"
3,3,1,2,132,12.65,0.12,0,7,"R9500","R7630","R8113"
5,4,1,1,132,10.91,0.06,0,15,"R9501","R8126","R7927"
2,2,1,1,132,10.91,0.06,1,7,"R9502","R8126","R7927"
3,3,1,1,132,10.91,0.06,0,7,"R9503","R8126","R7927"
1,1,1,1,132,10.91,0.06,1,1,"R9504","R8126","R7927"
5,4,1,2,132,10.91,0.06,0,15,"R9506","R8126","R7927"
3,3,1,1,132,10.91,0.06,0,7,"R9507","R8126","R7927"
2,2,1,2,131,12.47,0.11,1,7,"R9508","R6720","R8599"
2,2,1,1,131,12.47,0.11,1,5,"R9509","R6720","R8599"
2,2,1,1,131,12.47,0.11,1,5,"R9510","R6720","R8599"
5,4,1,2,131,12.47,0.11,0,15,"R9511","R6720","R8599"
1,1,1,1,131,12.47,0.11,1,1,"R9512","R6720","R8599"
5,4,1,1,131,12.47,0.11,0,11,"R9513","R6720","R8599"
3,3,1,2,131,11.33,0.08,0,7,"R9514","R6720","R5612"
2,2,1,2,131,11.33,0.08,1,5,"R9515","R6720","R5612"
3,3,1,1,131,12.61,0.1,0,7,"R9516","R7741","R8464"
5,4,1,2,131,12.61,0.1,0,15,"R9518","R7741","R8464"
2,2,1,2,131,12.61,0.1,1,7,"R9519","R7741","R8464"
5,4,1,2,131,12.61,0.1,0,15,"R9520","R7741","R8464"
5,4,1,1,131,12.61,0.1,0,15,"R9521","R7741","R8464"
2,2,1,1,131,12.61,0.1,1,7,"R9522","R7741","R8464"
3,3,1,2,131,12.61,0.1,0,7,"R9523","R7741","R8464"
3,3,1,2,131,12.61,0.1,0,7,"R9524","R7741","R8464"
2,2,1,1,131,12.03,0.12,1,7,"R9526","R8623","R6942"
1,1,1,1,131,12.03,0.12,1,1,"R9527","R8623","R6942"
2,2,1,1,131,12.03,0.12,1,5,"R9528","R8623","R6942"
5,4,1,2,131,12.03,0.12,0,15,"R9529","R8623","R6942"
2,2,1,2,131,12.03,0.12,1,7,"R9530","R8623","R6942"
5,4,1,2,131,12.03,0.12,0,15,"R9531","R8623","R6942"
3,3,1,2,131,12.03,0.12,0,7,"R9532","R8623","R6942"
5,4,1,2,131,12.03,0.12,0,11,"R9533","R8623","R6942"
5,4,1,2,131,12.03,0.12,0,11,"R9534","R8623","R6942"
5,4,1,1,131,11.25,0.06,0,15,"R9536","R8126","R8256"
2,2,1,1,131,11.25,0.06,1,7,"R9537","R8126","R8256"
3,3,1,2,131,11.25,0.06,0,7,"R9539","R8126","R8256"
1,1,1,2,131,11.25,0.06,1,1,"R9540","R8126","R8256"
1,1,1,2,131,11.69,0.09,1,1,"R9542","R7742","R6168"
5,4,1,2,131,11.69,0.09,0,15,"R9543","R7742","R6168"
1,1,1,1,131,11.69,0.09,1,1,"R9544","R7742","R6168"
2,2,1,2,131,11.69,0.09,1,7,"R9545","R7742","R6168"
1,1,1,1,131,11.69,0.09,1,1,"R9546","R7742","R6168"
5,4,1,1,131,11.69,0.09,0,15,"R9547","R7742","R6168"
3,3,1,2,131,11.69,0.09,0,7,"R9548","R7742","R6168"
5,4,1,2,131,11.69,0.09,0,11,"R9549","R7742","R6168"
3,3,1,1,130,12.13,0.1,0,7,"R9550","R7742","R7058"
3,3,1,2,130,12.13,0.1,0,7,"R9551","R7742","R7058"
5,4,1,2,130,12.13,0.1,0,15,"R9552","R7742","R7058"
3,3,1,1,130,12.13,0.1,0,7,"R9553","R7742","R7058"
2,2,1,1,130,12.13,0.1,1,5,"R9554","R7742","R7058"
1,1,1,1,130,11.3,0.07,1,1,"R9556","R8848","R7647"
5,4,1,1,130,11.3,0.07,0,15,"R9557","R8848","R7647"
2,2,1,1,130,11.3,0.07,1,7,"R9558","R8848","R7647"
5,4,1,2,130,11.3,0.07,0,11,"R9560","R8848","R7647"
1,1,1,2,130,11.3,0.07,1,1,"R9561","R8848","R7647"
2,2,1,2,130,11.3,0.07,1,7,"R9563","R8848","R7647"
2,2,1,1,130,11.3,0.07,1,7,"R9564","R8848","R7647"
1,1,1,1,130,11.3,0.07,1,1,"R9565","R8848","R7647"
3,3,1,2,130,10.92,0.07,0,7,"R9567","R8126","R7488"
1,1,1,2,130,10.92,0.07,1,1,"R9568","R8126","R7488"
1,1,1,2,130,10.92,0.07,1,1,"R9570","R8126","R7488"
2,2,1,2,130,10.92,0.07,1,7,"R9571","R8126","R7488"
2,2,1,1,130,12.29,0.11,1,7,"R9575","R7742","R7731"
2,2,1,1,130,12.29,0.11,1,5,"R9576","R7742","R7731"
5,4,1,2,130,12.29,0.11,0,15,"R9577","R7742","R7731"
5,4,1,2,129,11.98,0.1,0,11,"R9578","R7742","R8485"
2,2,1,2,129,11.98,0.1,1,7,"R9579","R7742","R8485"
3,3,1,2,129,11.98,0.1,0,7,"R9580","R7742","R8485"
3,3,1,2,129,11.98,0.1,0,7,"R9581","R7742","R8485"
1,1,1,2,129,11.98,0.1,1,1,"R9583","R7742","R8485"
3,3,1,1,129,11.98,0.1,0,7,"R9585","R7742","R8485"
2,2,1,1,129,11.98,0.1,1,7,"R9586","R7742","R8485"
5,4,1,2,129,11.81,0.11,0,7,"R9588","R7741","R7186"
3,3,1,2,129,11.81,0.11,0,7,"R9589","R7741","R7186"
5,4,1,1,129,11.81,0.11,0,15,"R9591","R7741","R7186"
2,2,1,1,129,11.81,0.11,1,7,"R9592","R7741","R7186"
5,4,1,1,129,11.81,0.11,0,15,"R9593","R7741","R7186"
2,2,1,1,129,11.81,0.11,1,7,"R9594","R7741","R7186"
1,1,1,1,129,11.81,0.11,1,1,"R9596","R7741","R7186"
5,4,1,1,129,12.7,0.13,0,15,"R9598","R8623","R7957"
2,2,1,1,129,12.7,0.13,1,5,"R9599","R8623","R7957"
2,2,1,2,129,12.7,0.13,1,7,"R9600","R8623","R7957"
5,4,1,2,129,12.7,0.13,0,15,"R9601","R8623","R7957"
2,2,1,2,129,12.7,0.13,1,7,"R9602","R8623","R7957"
1,1,1,2,129,12.7,0.13,1,1,"R9604","R8623","R7957"
2,2,1,1,129,12.7,0.13,1,7,"R9605","R8623","R7957"
1,1,1,2,129,12.7,0.13,1,1,"R9606","R8623","R7957"
1,1,1,2,129,12.7,0.13,1,1,"R9607","R8623","R7957"
2,2,1,2,129,12.73,0.15,1,7,"R9608","R8205","R8555"
1,1,1,2,129,12.73,0.15,1,1,"R9609","R8205","R8555"
3,3,1,2,129,12.73,0.15,0,7,"R9611","R8205","R8555"
1,1,1,2,129,12.73,0.15,1,1,"R9612","R8205","R8555"
2,2,1,2,129,12.73,0.15,1,5,"R9613","R8205","R8555"
2,2,1,1,129,12.73,0.15,1,7,"R9614","R8205","R8555"
2,2,1,1,128,11.94,0.15,1,7,"R9615","R8355","R5996"
2,2,1,1,128,11.94,0.15,1,7,"R9617","R8355","R5996"
3,3,1,2,128,11.94,0.15,0,7,"R9619","R8355","R5996"
3,3,1,1,128,11.94,0.15,0,7,"R9620","R8355","R5996"
2,2,1,1,128,11.94,0.15,1,7,"R9621","R8355","R5996"
2,2,1,1,128,12.7,0.13,1,7,"R9622","R8623","R7960"
2,2,1,1,128,12.7,0.13,1,7,"R9623","R8623","R7960"
5,4,1,1,128,12.7,0.13,0,11,"R9624","R8623","R7960"
3,3,1,1,128,12.7,0.13,0,7,"R9625","R8623","R7960"
2,2,1,2,128,12.7,0.13,1,7,"R9628","R8623","R7960"
3,3,1,1,128,12.48,0.1,0,7,"R9633","R8850","R8079"
5,4,1,2,128,12.48,0.1,0,11,"R9634","R8850","R8079"
2,2,1,1,128,12.48,0.1,1,7,"R9636","R8850","R8079"
5,4,1,1,128,12.48,0.1,0,15,"R9637","R8850","R8079"
5,4,1,1,128,12.16,0.11,0,11,"R9638","R8479","R8484"
1,1,1,2,128,12.16,0.11,1,1,"R9639","R8479","R8484"
2,2,1,1,128,12.16,0.11,1,7,"R9640","R8479","R8484"
2,2,1,2,128,12.16,0.11,1,7,"R9642","R8479","R8484"
5,4,1,1,128,12.16,0.11,0,15,"R9643","R8479","R8484"
2,2,1,1,128,12.16,0.11,1,7,"R9644","R8479","R8484"
5,4,1,2,127,10.67,0.11,0,11,"R9646","R8848","R5933"
2,2,1,1,127,10.67,0.11,1,5,"R9647","R8848","R5933"
2,2,1,2,127,12.62,0.14,1,7,"R9649","R8931","R8482"
3,3,1,1,127,12.14,0.11,0,7,"R9653","R8931","R7376"
3,3,1,2,127,12.14,0.11,0,7,"R9654","R8931","R7376"
5,4,1,1,127,12.14,0.11,0,7,"R9655","R8931","R7376"
1,1,1,2,127,12.14,0.11,1,1,"R9656","R8931","R7376"
3,3,1,1,127,12.14,0.11,0,7,"R9659","R8931","R7376"
2,2,1,1,127,12.92,0.13,1,5,"R9660","R8623","R8866"
2,2,1,2,127,12.92,0.13,1,7,"R9662","R8623","R8866"
5,4,1,2,127,12.92,0.13,0,15,"R9663","R8623","R8866"
2,2,1,1,127,12.92,0.13,1,7,"R9664","R8623","R8866"
2,2,1,1,127,12.92,0.13,1,7,"R9665","R8623","R8866"
5,4,1,2,127,12.92,0.13,0,15,"R9666","R8623","R8866"
5,4,1,1,127,12.65,0.15,0,15,"R9668","R8931","R8326"
2,2,1,1,127,12.65,0.15,1,7,"R9670","R8931","R8326"
5,4,1,2,127,12.65,0.15,0,15,"R9671","R8931","R8326"
2,2,1,1,127,12.65,0.15,1,7,"R9672","R8931","R8326"
5,4,1,1,127,12.65,0.15,0,15,"R9673","R8931","R8326"
5,4,1,2,127,12.65,0.15,0,15,"R9674","R8931","R8326"
5,4,1,2,127,12.65,0.15,0,15,"R9675","R8931","R8326"
5,4,1,1,127,12.65,0.15,0,7,"R9676","R8931","R8326"
1,1,1,2,127,12.65,0.15,1,1,"R9677","R8931","R8326"
2,2,1,1,127,12.65,0.15,1,5,"R9678","R8931","R8326"
5,4,1,1,127,12.65,0.15,0,7,"R9679","R8931","R8326"
3,3,1,2,127,10.94,0.07,0,7,"R9680","R8623","R8225"
1,1,1,1,127,10.94,0.07,1,1,"R9682","R8623","R8225"
5,4,1,1,127,10.94,0.07,0,15,"R9683","R8623","R8225"
3,3,1,1,127,10.94,0.07,0,7,"R9684","R8623","R8225"
3,3,1,1,127,10.94,0.07,0,7,"R9685","R8623","R8225"
3,3,1,2,127,10.94,0.07,0,7,"R9686","R8623","R8225"
4,4,1,2,126,12.86,0.14,0,11,"R9687","R8932","R8851"
2,2,1,2,126,12.86,0.14,1,7,"R9688","R8932","R8851"
5,4,1,1,126,12.86,0.14,0,15,"R9690","R8932","R8851"
5,4,1,1,126,12.86,0.14,0,15,"R9691","R8932","R8851"
3,3,1,2,126,12.86,0.14,0,7,"R9692","R8932","R8851"
1,1,1,1,126,12.86,0.16,1,1,"R9693","R8898","R8323"
1,1,1,1,126,12.86,0.16,1,1,"R9694","R8898","R8323"
5,4,1,2,126,12.86,0.16,0,15,"R9695","R8898","R8323"
2,2,1,2,126,12.86,0.16,1,7,"R9696","R8898","R8323"
1,1,1,1,126,12.86,0.16,1,1,"R9697","R8898","R8323"
5,4,1,1,126,12.86,0.16,0,15,"R9699","R8898","R8323"
1,1,1,2,126,12.86,0.16,1,1,"R9700","R8898","R8323"
2,2,1,1,126,12.86,0.16,1,7,"R9701","R8898","R8323"
2,2,1,2,126,12.98,0.16,1,7,"R9703","R8898","R7992"
3,3,1,2,126,12.98,0.16,0,7,"R9704","R8898","R7992"
2,2,1,1,126,12.98,0.16,1,7,"R9705","R8898","R7992"
3,3,1,1,126,12.98,0.16,0,7,"R9706","R8898","R7992"
2,2,1,1,126,12.98,0.16,1,7,"R9709","R8898","R7992"
3,3,1,1,126,12.19,0.09,0,5,"R9710","R7741","R8124"
2,2,1,1,126,12.19,0.09,1,7,"R9711","R7741","R8124"
5,4,1,2,126,12.19,0.09,0,15,"R9712","R7741","R8124"
3,3,1,2,126,12.19,0.09,0,7,"R9713","R7741","R8124"
5,4,1,2,126,12.19,0.09,0,15,"R9714","R7741","R8124"
3,3,1,2,126,12.19,0.09,0,7,"R9715","R7741","R8124"
2,2,1,2,126,12.19,0.09,1,5,"R9716","R7741","R8124"
