"altDogID","altSireID","altDamID"
"R4245","R3148","R2799"
"R3507","R2059","R2197"
"R966","R238","R162"
"R601","R14655","R223"
"R4246","R3148","R2799"
"R602","R14655","R223"
"R2289","R799","R1409"
"R3567","R1738","R2395"
"R14751","R14608","R612"
"R4962","R2534","R3638"
"R4687","R3148","R2359"
"R1736","R14608","R612"
"R276","R181","R189"
"R277","R181","R189"
"R1391","R14695","R244"
"R692","R179","R240"
"R2290","R799","R1409"
"R967","R238","R162"
"R603","R14655","R223"
"R1868","R1068","R498"
"R3985","R3109","R1536"
"R14752","R14711","R14602"
"R2999","R14587","R1498"
"R5108","R2534","R2488"
"R14753","R14551","R14571"
"R3256","R14681","R1466"
"R5189","R2534","R3831"
"R2556","R497","R1425"
"R4963","R2534","R3638"
"R1869","R1068","R498"
"R5109","R2534","R2488"
"R4688","R3148","R2359"
"R3508","R2059","R2197"
"R2291","R799","R1409"
"R1254","R539","R432"
"R2156","R14702","R1378"
"R1592","R14608","R222"
"R4689","R3148","R2359"
"R1737","R14608","R612"
"R2599","R1702","R184"
"R3986","R3109","R1536"
"R2557","R497","R1425"
"R1870","R1068","R498"
"R3847","R2474","R1467"
"R14754","R1594","R14602"
"R14755","R14551","R14551"
"R278","R181","R189"
"R3568","R1738","R2395"
"R2292","R799","R1409"
"R4247","R3148","R2799"
"R5110","R2534","R2488"
"R604","R14655","R223"
"R4248","R3148","R2799"
"R1550","R14608","R176"
"R14756","R14551","R14551"
"R225","R168","R173"
"R2393","R1440","R1545"
"R437","R14683","R133"
"R5111","R2534","R2488"
"R5112","R2534","R2488"
"R5336","R2534","R3607"
"R3987","R3109","R1536"
"R968","R238","R162"
"R3000","R14587","R1498"
"R1871","R1068","R498"
"R90","R19","R56"
"R20","R10","R11"
"R3120","R2174","R2060"
"R438","R14683","R133"
"R3121","R2174","R2060"
"R4530","R3366","R2588"
"R1255","R539","R432"
"R3569","R1738","R2395"
"R261","R242","R217"
"R849","R258","R206"
"R1256","R622","R223"
"R969","R239","R253"
"R439","R14567","R211"
"R1257","R622","R223"
"R1117","R256","R14551"
"R3257","R1178","R651"
"R970","R239","R253"
"R4531","R2059","R1212"
"R2397","R178","R305"
"R4966","R799","R3667"
"R4693","R1215","R2057"
"R3510","R14648","R623"
"R2157","R1178","R623"
"R5113","R2553","R3639"
"R3991","R2727","R2488"
"R1872","R449","R185"
"R3001","R14681","R1659"
"R1107","R255","R234"
"R3697","R2534","R1696"
"R4967","R799","R3667"
"R280","R14702","R173"
"R4532","R2059","R1212"
"R3258","R1178","R651"
"R14757","R14657","R14704"
"R5114","R2553","R3639"
"R2728","R14587","R260"
"R4694","R1215","R2057"
"R971","R239","R253"
"R281","R14702","R173"
"R2558","R1594","R498"
"R3511","R14648","R623"
"R1597","R799","R624"
"R2559","R1594","R498"
"R4887","R1667","R3391"
"R4828","R2059","R2589"
"R5115","R2553","R3639"
"R440","R14567","R211"
"R2158","R1178","R623"
"R4097","R1702","R2941"
"R3722","R2727","R2552"
"R4968","R799","R3667"
"R1258","R622","R223"
"R1392","R179","R218"
"R1873","R449","R185"
"R441","R14567","R211"
"R2729","R14587","R260"
"R605","R14608","R153"
"R2006","R1214","R184"
"R3259","R1178","R651"
"R2864","R2039","R1431"
"R2730","R14587","R260"
"R606","R14608","R153"
"R4533","R2059","R1212"
"R4695","R1215","R2057"
"R3122","R1831","R184"
"R5116","R2553","R3639"
"R3379","R1377","R984"
"R3992","R2727","R2488"
"R693","R14675","R219"
"R4690","R3148","R2359"
"R1874","R449","R185"
"R3260","R1178","R651"
"R442","R14567","R211"
"R1393","R179","R218"
"R1875","R449","R185"
"R694","R14675","R219"
"R4829","R2059","R2589"
"R3723","R2727","R2552"
"R2398","R178","R305"
"R282","R14702","R173"
"R3123","R1831","R184"
"R5117","R2553","R3639"
"R3512","R14648","R623"
"R3380","R1377","R984"
"R2560","R1594","R498"
"R283","R14702","R173"
"R1394","R179","R218"
"R4534","R2059","R1212"
"R4969","R799","R3667"
"R4098","R1702","R2941"
"R2399","R178","R305"
"R1259","R622","R223"
"R3002","R14681","R1659"
"R41","R14717","R15"
"R3848","R1702","R1444"
"R14758","R14551","R14551"
"R284","R14702","R173"
"R5118","R2553","R3639"
"R5337","R4127","R2058"
"R443","R14567","R211"
"R1876","R449","R185"
"R3571","R14723","R648"
"R4830","R2059","R2589"
"R2731","R14587","R260"
"R3993","R2727","R2488"
"R3124","R1831","R184"
"R3381","R1377","R984"
"R3994","R2727","R2488"
"R3849","R1702","R1444"
"R4970","R799","R3667"
"R1395","R179","R218"
"R3850","R1702","R1444"
"R5119","R2553","R3639"
"R5191","R4073","R2960"
"R4099","R1702","R2941"
"R2298","R1085","R1232"
"R3513","R14648","R623"
"R4831","R2059","R2589"
"R695","R14675","R219"
"R3851","R1702","R1444"
"R3572","R14723","R648"
"R3077","R1943","R224"
"R5192","R4073","R2960"
"R14759","R14551","R14551"
"R4917","R2870","R2476"
"R4100","R1702","R2941"
"R2400","R178","R305"
"R3382","R1377","R984"
"R4832","R2059","R2589"
"R444","R14567","R211"
"R1598","R799","R624"
"R4101","R1702","R2941"
"R4384","R1564","R3147"
"R3514","R14648","R623"
"R124","R83","R50"
"R3573","R14723","R648"
"R445","R14567","R211"
"R3383","R1377","R984"
"R2159","R1178","R623"
"R3261","R1178","R651"
"R972","R239","R253"
"R2401","R178","R305"
"R5193","R4073","R2960"
"R2865","R2039","R1431"
"R1551","R14642","R538"
"R5338","R4127","R2058"
"R4833","R2059","R2589"
"R3078","R1943","R224"
"R696","R14675","R219"
"R4102","R1702","R2941"
"R3574","R14723","R648"
"R3852","R1702","R1444"
"R4385","R1564","R3147"
"R1552","R14642","R538"
"R2561","R1594","R498"
"R3853","R1702","R1444"
"R4389","R3310","R2057"
"R14760","R14657","R14704"
"R3262","R1178","R651"
"R2562","R1594","R498"
"R14761","R3109","R14620"
"R3515","R14648","R623"
"R1260","R622","R223"
"R26","R22","R14613"
"R285","R14702","R173"
"R4535","R2059","R1212"
"R2563","R1594","R498"
"R286","R14702","R173"
"R471","R14675","R187"
"R3125","R1831","R184"
"R697","R14675","R219"
"R3263","R1178","R651"
"R1261","R622","R223"
"R698","R14675","R219"
"R2299","R1085","R1232"
"R5339","R4127","R2058"
"R446","R14567","R211"
"R2300","R1085","R1232"
"R1599","R799","R624"
"R4971","R799","R3667"
"R1262","R622","R223"
"R2732","R14587","R260"
"R1553","R14642","R538"
"R2733","R14587","R260"
"R3995","R2727","R2488"
"R4536","R2059","R1212"
"R3996","R2727","R2488"
"R2866","R2039","R1431"
"R1263","R622","R223"
"R4834","R2059","R2589"
"R5005","R799","R3086"
"R2402","R178","R305"
"R973","R239","R253"
"R3724","R2727","R2552"
"R2564","R1594","R498"
"R3003","R14681","R1659"
"R1600","R799","R624"
"R4386","R1564","R3147"
"R974","R239","R253"
"R5120","R2553","R3639"
"R3516","R14648","R623"
"R5340","R4127","R2058"
"R74","R52","R56"
"R14762","R14551","R14551"
"R3467","R2553","R1441"
"R2565","R1594","R498"
"R975","R239","R253"
"R14763","R14718","R14551"
"R2160","R1178","R623"
"R3575","R14723","R648"
"R3264","R1178","R651"
"R1264","R622","R223"
"R3384","R1377","R984"
"R5121","R2553","R3639"
"R2161","R1178","R623"
"R4537","R2059","R1212"
"R4696","R1215","R2057"
"R699","R14675","R219"
"R5194","R4073","R2960"
"R3576","R14723","R648"
"R2301","R1085","R1232"
"R5195","R4073","R2960"
"R447","R14567","R211"
"R4387","R1564","R3147"
"R3265","R1178","R651"
"R14764","R1178","R623"
"R4103","R1702","R2941"
"R607","R14608","R153"
"R2162","R1178","R623"
"R608","R14608","R153"
"R1877","R449","R185"
"R3577","R14723","R648"
"R976","R239","R253"
"R2566","R1594","R498"
"R850","R258","R206"
"R14765","R1564","R3147"
"R3997","R2727","R2488"
"R2734","R14587","R260"
"R609","R14608","R153"
"R4104","R1702","R2941"
"R14766","R14702","R14699"
"R5341","R4127","R2058"
"R4697","R1215","R2057"
"R1396","R179","R218"
"R2867","R2039","R1431"
"R3854","R1702","R1444"
"R1265","R622","R223"
"R5196","R4073","R2960"
"R2868","R2039","R1431"
"R5342","R4127","R2058"
"R2302","R1085","R1232"
"R1108","R255","R234"
"R4835","R2059","R2589"
"R14767","R14551","R14551"
"R3855","R1702","R1444"
"R1554","R14642","R538"
"R2403","R178","R305"
"R3266","R1178","R651"
"R2404","R178","R305"
"R1109","R255","R234"
"R3856","R1702","R1444"
"R5197","R4073","R2960"
"R287","R14702","R173"
"R2163","R1178","R623"
"R977","R239","R253"
"R1878","R449","R185"
"R851","R258","R206"
"R3126","R1831","R184"
"R4836","R2059","R2589"
"R3267","R1178","R651"
"R2164","R1178","R623"
"R5343","R4127","R2058"
"R5198","R4073","R2960"
"R610","R14608","R153"
"R4388","R1564","R3147"
"R1397","R179","R218"
"R2869","R2039","R1431"
"R3578","R14723","R648"
"R1398","R179","R218"
"R614","R14702","R176"
"R3999","R2553","R1545"
"R289","R14583","R134"
"R4251","R2672","R2933"
"R615","R14702","R176"
"R1739","R449","R800"
"R978","R14568","R237"
"R3727","R14651","R226"
"R1110","R14697","R230"
"R3005","R1377","R217"
"R2871","R14648","R648"
"R2736","R1702","R1216"
"R979","R14568","R237"
"R4252","R2672","R2933"
"R5199","R4174","R3311"
"R3268","R2319","R1701"
"R5200","R4174","R3311"
"R2405","R258","R1612"
"R2007","R196","R1212"
"R4699","R2870","R2940"
"R701","R179","R224"
"R4000","R2553","R1545"
"R1111","R14697","R230"
"R2165","R14711","R1458"
"R3132","R449","R244"
"R5201","R4174","R3311"
"R1879","R14642","R228"
"R2567","R1368","R1595"
"R2303","R258","R538"
"R1399","R14672","R479"
"R4001","R2553","R1545"
"R14768","R14728","R14607"
"R1400","R14672","R479"
"R2568","R1368","R1595"
"R5344","R2534","R1444"
"R3728","R14651","R226"
"R1740","R449","R800"
"R5202","R4174","R3311"
"R5122","R4073","R2080"
"R2600","R238","R1696"
"R702","R179","R224"
"R1741","R449","R800"
"R3006","R1377","R217"
"R3385","R2608","R1007"
"R4253","R2672","R2933"
"R1742","R449","R800"
"R2737","R1702","R1216"
"R3392","R165","R648"
"R3386","R2608","R1007"
"R3857","R2079","R2683"
"R3133","R449","R244"
"R980","R14568","R237"
"R3134","R449","R244"
"R2738","R1702","R1216"
"R2569","R1368","R1595"
"R1112","R14697","R230"
"R4837","R3148","R2800"
"R703","R179","R224"
"R1743","R449","R800"
"R4700","R2870","R2940"
"R2008","R196","R1212"
"R3007","R1377","R217"
"R2304","R258","R538"
"R1559","R14608","R201"
"R2872","R14648","R648"
"R3579","R2526","R1959"
"R1880","R14642","R228"
"R3729","R14651","R226"
"R2570","R1368","R1595"
"R5123","R4073","R2080"
"R2873","R14648","R648"
"R14769","R14551","R14551"
"R5345","R2534","R1444"
"R2320","R258","R1002"
"R1601","R799","R211"
"R5203","R4174","R3311"
"R2166","R14711","R1458"
"R3580","R2526","R1959"
"R14770","R1377","R14647"
"R4390","R3310","R2057"
"R4538","R3109","R14679"
"R1560","R14608","R201"
"R1881","R14642","R228"
"R4838","R3148","R2800"
"R2601","R238","R1696"
"R704","R179","R224"
"R4539","R3109","R14679"
"R2571","R1368","R1595"
"R2602","R238","R1696"
"R3149","R1377","R2075"
"R960","R179","R224"
"R4391","R3310","R2057"
"R1561","R14608","R201"
"R2167","R14711","R1458"
"R4701","R2870","R2940"
"R1882","R14642","R228"
"R1023","R14702","R176"
"R3135","R449","R244"
"R4702","R2870","R2940"
"R2739","R1702","R1216"
"R1113","R14697","R230"
"R1401","R14672","R479"
"R1883","R14642","R228"
"R4972","R2534","R3775"
"R3387","R2608","R1007"
"R4703","R2870","R2940"
"R3136","R449","R244"
"R2009","R196","R1212"
"R5204","R4174","R3311"
"R4839","R3148","R2800"
"R4704","R2870","R2940"
"R3581","R2526","R1959"
"R3137","R449","R244"
"R3388","R2608","R1007"
"R1114","R14697","R230"
"R3582","R2526","R1959"
"R981","R14568","R237"
"R16","R6","R8"
"R4705","R2870","R2940"
"R4540","R3109","R14679"
"R3517","R2174","R2038"
"R14771","R165","R14707"
"R2603","R238","R1696"
"R1884","R14642","R228"
"R5205","R4174","R3311"
"R4002","R2553","R1545"
"R2010","R196","R1212"
"R3127","R1831","R184"
"R63","R33","R38"
"R3583","R2526","R1959"
"R705","R179","R224"
"R3518","R2174","R2038"
"R3584","R2526","R1959"
"R3585","R2526","R1959"
"R75","R33","R29"
"R4254","R2672","R2933"
"R4706","R2870","R2940"
"R2604","R238","R1696"
"R4392","R3310","R2057"
"R53","R10","R14626"
"R3269","R2319","R1701"
"R3858","R2079","R2683"
"R3008","R1377","R217"
"R4003","R2553","R1545"
"R2740","R1702","R1216"
"R852","R165","R122"
"R3519","R2174","R2038"
"R616","R14702","R176"
"R2168","R14711","R1458"
"R5124","R4073","R2080"
"R2169","R14711","R1458"
"R4393","R3310","R2057"
"R5206","R4174","R3311"
"R4541","R3109","R14679"
"R2011","R196","R1212"
"R617","R14702","R176"
"R3859","R2079","R2683"
"R3860","R2079","R2683"
"R1602","R799","R211"
"R618","R14702","R176"
"R3586","R2526","R1959"
"R4542","R3109","R14679"
"R619","R14702","R176"
"R3270","R2319","R1701"
"R4707","R2870","R2940"
"R4394","R3310","R2057"
"R2741","R1702","R1216"
"R5346","R2534","R1444"
"R2170","R14711","R1458"
"R3888","R190","R1697"
"R982","R14568","R237"
"R3730","R14651","R226"
"R4543","R3109","R14679"
"R983","R14568","R237"
"R4544","R3109","R14679"
"R3389","R2608","R1007"
"R266","R14702","R132"
"R4004","R2553","R1545"
"R2171","R14711","R1458"
"R4708","R2870","R2940"
"R3009","R1377","R217"
"R2840","R1068","R1693"
"R3861","R2079","R2683"
"R2012","R196","R1212"
"R4840","R3148","R2800"
"R3010","R1377","R217"
"R1402","R14672","R479"
"R2013","R196","R1212"
"R3138","R449","R244"
"R2742","R1702","R1216"
"R1403","R14672","R479"
"R3731","R14651","R226"
"R5207","R4174","R3311"
"R4841","R3148","R2800"
"R2572","R1368","R1595"
"R5347","R2534","R1444"
"R1603","R799","R211"
"R3862","R2079","R2683"
"R3011","R1377","R217"
"R2172","R14711","R1458"
"R4842","R3148","R2800"
"R1115","R14697","R230"
"R5125","R4073","R2080"
"R3390","R2608","R1007"
"R4005","R2553","R1545"
"R620","R14702","R176"
"R2605","R238","R1696"
"R14772","R14551","R14551"
"R4843","R3148","R2800"
"R3139","R449","R244"
"R4844","R3148","R2800"
"R1562","R14608","R201"
"R5348","R2534","R1444"
"R3587","R2526","R1959"
"R137","R52","R48"
"R2874","R14648","R648"
"R3588","R2526","R1959"
"R2743","R1702","R1216"
"R92","R68","R47"
"R3863","R2079","R2683"
"R1116","R14697","R230"
"R5126","R4073","R2080"
"R2606","R238","R1696"
"R2406","R258","R1612"
"R2744","R1702","R1216"
"R4395","R3310","R2057"
"R4973","R2534","R3775"
"R4255","R2672","R2933"
"R706","R179","R224"
"R3012","R1377","R217"
"R1563","R14608","R201"
"R3013","R1377","R217"
"R2173","R14711","R1458"
"R4396","R3310","R2057"
"R14773","R14551","R14551"
"R5127","R4073","R2080"
"R1410","R14695","R230"
"R625","R14702","R230"
"R3141","R1215","R1696"
"R2175","R1178","R481"
"R4257","R3228","R2589"
"R1118","R256","R14551"
"R1411","R14695","R230"
"R152","R14696","R117"
"R2407","R1594","R226"
"R3733","R1377","R1700"
"R3393","R165","R648"
"R985","R165","R185"
"R3272","R2174","R228"
"R4106","R1377","R1086"
"R3864","R2870","R1378"
"R4948","R2534","R1944"
"R2293","R1384","R260"
"R3590","R2174","R1694"
"R1274","R258","R14551"
"R1119","R256","R14551"
"R4258","R3228","R2589"
"R3591","R2174","R1694"
"R4545","R3452","R3391"
"R3521","R2526","R1660"
"R1566","R14608","R197"
"R3592","R2174","R1694"
"R4546","R3452","R3391"
"R2609","R1440","R244"
"R4107","R1377","R1086"
"R1605","R539","R700"
"R3273","R2174","R228"
"R4397","R1497","R1595"
"R1606","R539","R700"
"R986","R165","R185"
"R3014","R1215","R480"
"R3865","R2870","R1378"
"R1607","R539","R700"
"R2875","R1831","R1575"
"R1608","R539","R700"
"R2610","R1440","R244"
"R4009","R2672","R2839"
"R1275","R258","R307"
"R2611","R1440","R244"
"R1744","R622","R172"
"R5349","R3773","R3204"
"R5208","R1667","R3638"
"R3274","R2174","R228"
"R3522","R2526","R1660"
"R2408","R1594","R226"
"R4974","R1667","R3247"
"R4108","R1377","R1086"
"R2573","R14564","R1697"
"R4712","R2553","R1595"
"R4010","R2672","R2839"
"R3142","R1215","R1696"
"R4259","R3228","R2589"
"R1567","R14608","R197"
"R3143","R1215","R1696"
"R626","R14702","R230"
"R2612","R1440","R244"
"R3275","R2174","R228"
"R3394","R165","R648"
"R1276","R258","R307"
"R3955","R190","R1216"
"R708","R238","R116"
"R4011","R2672","R2839"
"R1277","R258","R307"
"R4975","R1667","R3247"
"R290","R14568","R187"
"R2176","R1178","R481"
"R3276","R2174","R228"
"R3015","R1215","R480"
"R4260","R3228","R2589"
"R2876","R1831","R1575"
"R3144","R1215","R1696"
"R1278","R258","R307"
"R2877","R1831","R1575"
"R5209","R1667","R3638"
"R4976","R1667","R3247"
"R3734","R1377","R1700"
"R4993","R2534","R2671"
"R4163","R3228","R2038"
"R1568","R14608","R197"
"R2574","R14564","R1697"
"R2409","R1594","R226"
"R1412","R14695","R230"
"R3523","R2526","R1660"
"R3277","R2174","R228"
"R3395","R165","R648"
"R5350","R2534","R1444"
"R3866","R2870","R1378"
"R2878","R1831","R1575"
"R2177","R1178","R481"
"R1279","R258","R307"
"R5210","R1667","R3638"
"R1569","R14608","R197"
"R69","R45","R36"
"R3278","R2174","R228"
"R2294","R1384","R260"
"R987","R165","R185"
"R2613","R1440","R244"
"R1280","R258","R307"
"R3524","R2526","R1660"
"R3867","R2870","R1378"
"R4323","R2870","R1369"
"R4398","R1497","R1595"
"R3525","R2526","R1660"
"R2295","R1384","R260"
"R247","R95","R127"
"R5351","R3773","R3204"
"R2178","R1178","R481"
"R4261","R3228","R2589"
"R2410","R1594","R226"
"R2879","R1831","R1575"
"R627","R14702","R230"
"R5211","R1667","R3638"
"R4109","R1377","R1086"
"R5212","R1667","R3638"
"R3593","R2174","R1694"
"R4977","R1667","R3247"
"R4978","R1667","R3247"
"R4709","R3148","R1536"
"R1281","R258","R307"
"R3396","R165","R648"
"R4110","R1377","R1086"
"R5352","R3773","R3204"
"R3526","R2526","R1660"
"R988","R165","R185"
"R2614","R1440","R244"
"R4012","R2672","R2839"
"R4399","R1497","R1595"
"R3016","R1215","R480"
"R2296","R1384","R260"
"R291","R14568","R187"
"R1282","R258","R14551"
"R4400","R1497","R1595"
"R4547","R3452","R3391"
"R1120","R256","R14551"
"R3868","R2870","R1378"
"R3017","R1215","R480"
"R2411","R1594","R226"
"R4262","R3228","R2589"
"R1413","R14695","R230"
"R3397","R165","R648"
"R1121","R256","R259"
"R3145","R1215","R1696"
"R3279","R2174","R228"
"R2412","R1594","R226"
"R709","R238","R116"
"R5128","R2608","R3732"
"R4548","R3452","R3391"
"R1283","R258","R307"
"R3018","R1215","R480"
"R3735","R1377","R1700"
"R4401","R1497","R1595"
"R989","R165","R185"
"R1570","R14608","R197"
"R3736","R1377","R1700"
"R2297","R1384","R260"
"R1571","R14608","R197"
"R4979","R1667","R3247"
"R628","R14702","R230"
"R2575","R14564","R1697"
"R2880","R1831","R1575"
"R1572","R14608","R197"
"R292","R14568","R187"
"R4111","R1377","R1086"
"R3398","R165","R648"
"R5213","R1667","R3638"
"R1284","R258","R307"
"R5214","R1667","R3638"
"R3019","R1215","R480"
"R2179","R1178","R481"
"R4263","R3228","R2589"
"R1609","R539","R700"
"R4980","R1667","R3247"
"R3527","R2526","R1660"
"R1414","R14695","R230"
"R4264","R3228","R2589"
"R2615","R1440","R244"
"R629","R14702","R230"
"R3737","R1377","R1700"
"R4013","R2672","R2839"
"R5129","R2608","R3732"
"R2014","R258","R213"
"R3594","R2174","R1694"
"R710","R238","R116"
"R4112","R1377","R1086"
"R1573","R14608","R197"
"R2881","R1831","R1575"
"R4402","R1497","R1595"
"R1610","R539","R700"
"R293","R14568","R187"
"R3528","R2526","R1660"
"R294","R14568","R187"
"R1611","R539","R700"
"R4981","R1667","R3247"
"R5353","R3773","R3204"
"R4403","R1497","R1595"
"R2882","R1831","R1575"
"R4404","R1497","R1595"
"R630","R14702","R230"
"R2180","R1178","R481"
"R1101","R255","R177"
"R990","R165","R185"
"R3146","R1215","R1696"
"R295","R14568","R187"
"R5215","R1667","R3638"
"R14774","R3109","R14620"
"R1122","R256","R14551"
"R1123","R256","R259"
"R4405","R1497","R1595"
"R4406","R1497","R1595"
"R1124","R256","R259"
"R2883","R1831","R1575"
"R149","R52","R56"
"R1415","R14695","R230"
"R3529","R2526","R1660"
"R4014","R2672","R2839"
"R1125","R256","R14551"
"R3595","R2174","R1694"
"R5354","R3773","R3204"
"R296","R14568","R187"
"R2413","R1594","R226"
"R1126","R256","R259"
"R3596","R2174","R1694"
"R2616","R14587","R216"
"R4713","R2553","R1595"
"R14775","R2059","R904"
"R5130","R2534","R3640"
"R4983","R2059","R2271"
"R1416","R14648","R481"
"R2617","R14587","R216"
"R1285","R547","R245"
"R2584","R449","R197"
"R711","R14715","R133"
"R5131","R2534","R3640"
"R3530","R2870","R1498"
"R4551","R3148","R1696"
"R2181","R179","R1000"
"R3531","R2870","R1498"
"R14776","R14551","R14551"
"R14777","R14551","R14551"
"R819","R14551","R14551"
"R820","R14551","R14551"
"R450","R118","R219"
"R2305","R1178","R1498"
"R5132","R2534","R3640"
"R14778","R142","R177"
"R4984","R2059","R2271"
"R3598","R1738","R2527"
"R2618","R14587","R216"
"R5216","R1377","R2476"
"R2306","R1178","R1498"
"R1286","R547","R245"
"R991","R239","R193"
"R2745","R165","R1458"
"R3615","R190","R1232"
"R1417","R14648","R481"
"R4407","R190","R3190"
"R2182","R179","R1000"
"R3599","R1738","R2527"
