"Sex","bcl_YM","bcl_YMrc","bcl_Age","TestType","PT_DRA","PT_DRP","PT_OF","PT_N","PT_SM","GenCoeff","InbrdCoeff","altDogID"
1,201509,201509,56,1,5,2,2,3,4,11.39,0.03,"R12241"
2,201509,201509,56,1,4,2,2,3,4,11.39,0.03,"R12242"
2,201509,201509,57,1,5,2,2,4,4,11.39,0.03,"R12243"
1,201509,201509,57,1,5,1,2,4,2,11.39,0.03,"R12244"
2,201509,201509,56,1,4,3,3,4,5,11.39,0.03,"R12245"
1,201509,201509,57,1,5,2,2,3,4,11.39,0.03,"R12246"
2,201509,201509,57,1,5,2,2,3,4,11.39,0.03,"R12247"
1,201508,201508,121,1,5,2,2,3,3,9.16,1e-09,"R16228"
2,201509,201509,59,1,1,4,2,2,2,14.64,0.13,"R12248"
2,201509,201509,58,1,4,3,3,5,4,14.64,0.13,"R12249"
1,201509,201509,59,1,3,4,3,4,4,14.64,0.13,"R12250"
1,201509,201509,59,1,4,3,3,3,5,14.64,0.13,"R12251"
1,201509,201509,58,1,3,2,2,3,4,14.64,0.13,"R12252"
1,201509,201509,58,1,2,5,2,3,4,14.64,0.13,"R12253"
2,201509,201509,59,1,3,3,2,2,4,14.64,0.13,"R12254"
1,201509,201509,58,1,4,4,4,4,5,14.64,0.13,"R12255"
1,201509,201509,58,1,2,5,3,3,4,14.64,0.13,"R12256"
2,201509,201509,55,1,4,3,3,4,4,13.91,0.12,"R12257"
2,201509,201509,54,1,5,3,3,3,5,13.91,0.12,"R12258"
2,201509,201509,54,1,4,2,2,2,4,13.91,0.12,"R12259"
2,201509,201509,55,1,4,2,2,3,4,13.91,0.12,"R12260"
2,201509,201509,55,1,3,1,2,3,3,13.91,0.12,"R12261"
1,201509,201509,55,1,3,3,3,4,4,13.91,0.12,"R12262"
2,201509,201509,54,1,5,2,1,5,2,13.91,0.12,"R12263"
2,201509,201509,55,1,3,2,2,5,4,13.91,0.12,"R12264"
2,201509,201509,54,1,5,3,3,3,5,13.91,0.12,"R12265"
1,201509,201509,54,1,5,2,1,2,2,13.91,0.12,"R12266"
1,201509,201509,55,1,4,2,2,3,4,13.91,0.12,"R12267"
2,201509,201509,54,1,4,3,3,3,5,13.91,0.12,"R12268"
2,201510,201510,61,1,4,2,2,3,3,14.52,0.15,"R12269"
2,201510,201510,61,1,5,3,3,4,5,14.52,0.15,"R12270"
2,201510,201510,61,1,4,4,4,4,5,14.52,0.15,"R12271"
2,201510,201510,61,1,5,3,4,3,4,14.52,0.15,"R12272"
1,201510,201510,61,1,4,3,3,3,4,14.52,0.15,"R12273"
1,201510,201510,61,1,3,2,3,2,4,14.52,0.15,"R12274"
1,201510,201510,58,1,2,4,2,3,3,14.83,0.14,"R12275"
2,201510,201510,54,1,4,3,3,3,5,14.83,0.14,"R12276"
2,201510,201510,55,1,2,4,3,5,3,14.83,0.14,"R12277"
1,201510,201510,55,1,3,3,3,3,4,14.83,0.14,"R12278"
1,201510,201510,58,1,3,4,3,5,4,14.83,0.14,"R12279"
2,201510,201510,55,1,4,3,3,4,5,14.83,0.14,"R12280"
1,201510,201510,55,1,3,3,4,5,5,14.83,0.14,"R12281"
2,201510,201510,54,1,3,2,2,4,4,14.83,0.14,"R12282"
1,201510,201510,54,1,4,1,1,3,2,14.83,0.14,"R12283"
2,201510,201510,54,1,3,4,3,4,5,14.83,0.14,"R12284"
1,201510,201510,54,1,4,2,2,3,3,14.83,0.14,"R12285"
1,201510,201510,54,1,4,2,3,3,4,14.83,0.14,"R12286"
1,201510,201510,56,1,3,3,3,3,4,13.32,0.14,"R12287"
2,201510,201510,56,1,3,4,3,3,3,13.32,0.14,"R12288"
1,201510,201510,56,1,3,1,1,2,1,13.32,0.14,"R12289"
1,201510,201510,56,1,5,2,2,2,4,13.32,0.14,"R12290"
2,201510,201510,56,1,4,2,2,3,4,13.32,0.14,"R12291"
1,201510,201510,56,1,4,4,4,4,5,13.98,0.13,"R12292"
1,201510,201510,57,1,3,3,3,4,4,13.98,0.13,"R12293"
1,201510,201510,57,1,4,4,4,4,5,13.98,0.13,"R12294"
2,201510,201510,57,1,3,4,3,3,4,13.98,0.13,"R12295"
2,201510,201510,56,1,3,3,3,3,5,13.98,0.13,"R12296"
1,201510,201510,56,1,4,2,2,3,4,13.98,0.13,"R12297"
1,201510,201510,56,1,4,3,4,4,5,13.98,0.13,"R12298"
2,201510,201510,56,1,3,4,3,4,4,13.98,0.13,"R12299"
2,201510,201510,56,1,4,2,2,3,3,13.98,0.13,"R12300"
2,201510,201510,57,1,4,2,3,3,5,13.98,0.13,"R12301"
2,201510,201510,56,1,4,4,4,3,5,11.42,0.03,"R12310"
2,201510,201510,56,1,4,2,2,2,3,11.42,0.03,"R12311"
2,201510,201510,56,1,3,2,2,3,3,11.42,0.03,"R12312"
2,201510,201510,56,1,3,4,3,3,4,11.42,0.03,"R12313"
1,201510,201510,56,1,3,3,2,3,3,11.42,0.03,"R12315"
1,201510,201510,57,1,4,3,3,4,5,11.42,0.03,"R12316"
2,201510,201510,57,1,2,4,2,2,3,11.42,0.03,"R12317"
2,201510,201510,57,1,3,4,3,3,5,11.42,0.03,"R12318"
2,201511,201511,54,1,3,3,3,3,4,14.97,0.15,"R12319"
1,201511,201511,54,1,5,2,1,4,3,14.97,0.15,"R12320"
2,201511,201511,54,1,5,5,4,5,5,14.97,0.15,"R12321"
1,201511,201511,54,1,5,3,3,5,5,14.97,0.15,"R12322"
2,201511,201511,55,1,4,5,4,4,4,14.4,0.15,"R12323"
1,201511,201511,55,1,5,5,5,5,5,14.4,0.15,"R12324"
2,201511,201511,55,1,5,5,5,5,5,14.4,0.15,"R12325"
2,201511,201511,55,1,4,3,3,3,5,14.4,0.15,"R12326"
2,201511,201511,55,1,5,4,3,5,5,14.4,0.15,"R12327"
1,201511,201511,55,1,5,3,2,4,5,14.4,0.15,"R12328"
2,201511,201511,55,1,4,4,4,4,5,14.4,0.15,"R12329"
1,201512,201512,74,1,4,2,2,3,4,14.64,0.15,"R12330"
2,201511,201511,62,1,4,2,2,4,4,14.64,0.15,"R12331"
1,201511,201511,62,1,3,3,3,3,4,14.64,0.15,"R12332"
2,201511,201511,62,1,4,4,4,4,5,14.64,0.15,"R12333"
1,201511,201511,54,1,4,2,2,3,3,14.68,0.13,"R12334"
2,201511,201511,54,1,3,4,3,3,4,14.68,0.13,"R12335"
2,201511,201511,55,1,3,4,3,4,5,14.68,0.13,"R12336"
2,201511,201511,54,1,4,4,4,4,5,14.68,0.13,"R12337"
1,201511,201511,55,1,3,3,3,3,4,14.68,0.13,"R12338"
2,201511,201511,54,1,4,3,3,4,5,14.68,0.13,"R12339"
1,201511,201511,55,1,4,4,4,4,5,14.68,0.13,"R12340"
1,201511,201511,54,1,5,2,2,4,4,14.68,0.13,"R12341"
2,201511,201511,55,1,4,2,2,3,4,14.68,0.13,"R12342"
1,201511,201511,60,1,4,2,2,2,4,13.62,0.11,"R12343"
2,201511,201511,60,1,4,3,3,3,4,13.62,0.11,"R12344"
2,201511,201511,60,1,5,3,3,4,5,13.62,0.11,"R12345"
1,201511,201511,61,1,5,3,3,4,5,11.26,0.04,"R12346"
1,201511,201511,61,1,4,3,4,3,4,11.26,0.04,"R12347"
2,201511,201511,61,1,4,2,2,3,4,11.26,0.04,"R12348"
1,201511,201511,61,1,4,2,3,3,5,11.26,0.04,"R12349"
2,201511,201511,61,1,5,2,2,3,4,11.26,0.04,"R12350"
2,201511,201511,61,1,5,2,2,3,4,11.26,0.04,"R12351"
1,201511,201511,61,1,4,3,3,4,5,11.26,0.04,"R12352"
2,201511,201511,61,1,3,4,3,4,4,11.26,0.04,"R12353"
2,201511,201511,61,1,4,3,3,4,5,11.26,0.04,"R12354"
1,201512,201512,72,1,3,1,1,2,1,11.26,0.04,"R12355"
2,201511,201511,61,1,4,3,3,4,5,11.26,0.04,"R12356"
2,201511,201511,54,1,5,4,4,4,5,14.9,0.17,"R12364"
2,201511,201511,54,1,3,4,4,4,5,14.9,0.17,"R12365"
1,201511,201511,54,1,3,3,3,4,4,14.9,0.17,"R12366"
1,201511,201511,54,1,4,2,2,4,4,14.9,0.17,"R12367"
1,201511,201511,54,1,4,3,3,3,4,14.9,0.17,"R12368"
2,201511,201511,54,1,3,4,3,4,4,14.9,0.17,"R12369"
1,201512,201512,58,1,4,2,2,4,4,11.61,0.03,"R12370"
1,201512,201512,58,1,4,2,2,2,3,11.61,0.03,"R12371"
2,201512,201512,58,1,4,3,3,4,5,11.61,0.03,"R12372"
1,201512,201512,58,1,4,2,2,3,3,11.61,0.03,"R12373"
2,201512,201512,58,1,4,2,2,4,4,11.61,0.03,"R12374"
1,201512,201512,55,1,4,3,4,5,4,14.9,0.16,"R12375"
2,201512,201512,55,1,3,4,3,4,5,14.9,0.16,"R12376"
2,201512,201512,55,1,3,4,3,4,4,14.9,0.16,"R12377"
1,201512,201512,56,1,4,3,3,5,4,14.76,0.14,"R12378"
2,201512,201512,56,1,4,2,2,4,3,14.76,0.14,"R12379"
2,201512,201512,57,1,5,2,2,3,3,14.76,0.14,"R12380"
2,201512,201512,57,1,4,3,3,4,4,14.76,0.14,"R12381"
1,201512,201512,56,1,5,4,4,4,5,14.76,0.14,"R12382"
1,201512,201512,56,1,4,3,3,4,4,14.76,0.14,"R12383"
2,201512,201512,56,1,4,3,3,4,4,14.76,0.14,"R12384"
2,201512,201512,56,1,4,2,2,4,4,14.76,0.14,"R12385"
2,201512,201512,56,1,4,3,3,4,4,14.76,0.14,"R12386"
1,201512,201512,56,1,3,3,3,5,4,14.5,0.17,"R12387"
2,201512,201512,57,1,3,4,3,3,4,14.5,0.17,"R12388"
2,201512,201512,56,1,5,3,3,5,5,14.5,0.17,"R12389"
2,201512,201512,57,1,4,4,4,5,5,14.5,0.17,"R12390"
2,201512,201512,57,1,3,4,3,3,4,14.5,0.17,"R12391"
2,201512,201512,57,1,4,2,3,3,4,14.5,0.17,"R12392"
2,201512,201512,57,1,3,5,4,4,5,14.5,0.17,"R12393"
1,201512,201512,56,1,5,1,1,4,2,14.5,0.17,"R12394"
1,201512,201512,56,1,4,2,2,4,4,14.5,0.17,"R12395"
2,201512,201512,57,1,3,1,1,2,2,14.5,0.17,"R12396"
2,201512,201512,54,1,3,3,4,3,3,13.54,0.1,"R12397"
1,201512,201512,54,1,4,3,4,4,5,13.54,0.1,"R12398"
1,201512,201512,54,1,2,4,2,4,3,13.54,0.1,"R12399"
2,201512,201512,54,1,3,3,4,4,4,13.54,0.1,"R12400"
1,201512,201512,54,1,4,3,3,4,4,13.54,0.1,"R12401"
1,201601,201601,57,1,3,2,3,2,3,14.64,0.13,"R12402"
2,201601,201601,58,1,5,2,2,5,3,14.64,0.13,"R12403"
2,201601,201601,58,1,5,4,4,4,5,14.64,0.13,"R12404"
1,201601,201601,58,1,5,2,3,4,4,14.64,0.13,"R12405"
1,201601,201601,57,1,2,4,3,3,4,14.64,0.13,"R12406"
2,201601,201601,58,1,3,4,3,4,4,14.64,0.13,"R12407"
2,201601,201601,57,1,3,5,3,5,4,14.64,0.13,"R12408"
1,201601,201601,57,1,3,3,2,5,4,14.64,0.13,"R12409"
2,201601,201601,55,1,5,4,5,4,5,12.43,0.07,"R12410"
1,201601,201601,55,1,4,4,4,4,5,12.43,0.07,"R12411"
2,201601,201601,55,1,4,4,3,4,5,12.43,0.07,"R12412"
2,201601,201601,55,1,4,3,3,3,5,12.43,0.07,"R12413"
1,201601,201601,55,1,5,5,4,5,5,12.43,0.07,"R12414"
2,201601,201601,55,1,3,2,2,2,4,12.43,0.07,"R12415"
2,201601,201601,53,1,5,3,3,4,5,15.08,0.16,"R12416"
1,201601,201601,53,1,5,2,2,2,3,15.08,0.16,"R12417"
1,201601,201601,52,1,3,4,2,4,4,15.08,0.16,"R12418"
1,201601,201601,53,1,4,3,3,4,4,15.08,0.16,"R12419"
1,201601,201601,52,1,4,2,2,5,4,15.08,0.16,"R12420"
2,201601,201601,52,1,4,3,3,4,5,15.08,0.16,"R12421"
2,201601,201601,52,1,3,4,3,4,4,15.08,0.16,"R12422"
1,201601,201601,53,1,5,4,4,4,5,15.08,0.16,"R12423"
2,201601,201601,52,1,3,2,2,3,4,15.08,0.16,"R12424"
1,201601,201601,53,1,4,3,3,4,4,14.45,0.14,"R12425"
1,201601,201601,53,1,4,5,4,4,5,14.45,0.14,"R12426"
2,201601,201601,53,1,4,3,3,4,4,14.45,0.14,"R12427"
1,201601,201601,53,1,3,2,2,2,3,14.45,0.14,"R12428"
2,201601,201601,53,1,5,3,2,3,5,14.45,0.14,"R12429"
1,201601,201601,53,1,4,3,3,5,4,14.45,0.14,"R12430"
1,201602,201602,57,1,5,4,4,5,5,11.08,0.03,"R12431"
1,201602,201602,57,1,3,3,3,3,4,11.08,0.03,"R12432"
2,201602,201602,58,1,3,3,3,3,4,11.08,0.03,"R12433"
2,201602,201602,57,1,4,3,4,3,4,11.08,0.03,"R12434"
2,201602,201602,58,1,4,3,3,4,4,11.08,0.03,"R12435"
2,201602,201602,58,1,3,4,4,4,5,11.08,0.03,"R12436"
2,201602,201602,57,1,5,3,3,3,4,11.08,0.03,"R12437"
2,201602,201602,65,1,3,4,3,4,4,11.08,0.03,"R12438"
1,201602,201602,57,1,5,1,1,2,2,11.08,0.03,"R12439"
1,201602,201602,57,1,4,3,3,4,5,11.08,0.03,"R12440"
1,201602,201602,58,1,5,2,2,3,4,11.08,0.03,"R12441"
1,201602,201602,55,1,4,2,3,2,3,14.87,0.15,"R12442"
2,201602,201602,54,1,3,1,1,2,2,14.87,0.15,"R12443"
2,201602,201602,54,1,3,1,2,2,3,14.87,0.15,"R12444"
2,201602,201602,54,1,3,3,3,4,4,14.87,0.15,"R12445"
1,201602,201602,55,1,4,3,3,3,5,14.87,0.15,"R12446"
2,201602,201602,54,1,5,2,2,3,4,14.87,0.15,"R12447"
1,201602,201602,55,1,4,3,3,4,4,14.87,0.15,"R12448"
1,201602,201602,55,1,4,2,2,3,4,14.87,0.15,"R12449"
2,201602,201602,54,1,4,3,4,4,5,14.87,0.15,"R12450"
2,201602,201602,55,1,4,3,3,4,5,12.87,0.08,"R12451"
2,201602,201602,55,1,5,3,3,3,4,12.87,0.08,"R12452"
1,201602,201602,54,1,3,3,3,3,4,12.87,0.08,"R12453"
2,201602,201602,54,1,3,4,3,4,4,12.87,0.08,"R12454"
1,201602,201602,55,1,5,2,2,3,4,12.87,0.08,"R12455"
2,201602,201602,55,1,5,2,2,4,4,12.87,0.08,"R12456"
2,201602,201602,54,1,3,4,3,3,4,12.87,0.08,"R12457"
2,201602,201602,54,1,3,4,4,4,5,12.87,0.08,"R12458"
1,201602,201602,53,1,4,4,4,4,5,14.83,0.13,"R12459"
2,201602,201602,53,1,4,3,3,5,4,14.83,0.13,"R12460"
2,201602,201602,53,1,4,4,4,4,5,14.83,0.13,"R12461"
2,201602,201602,53,1,4,2,2,4,3,14.83,0.13,"R12462"
1,201602,201602,53,1,4,4,4,4,5,14.83,0.13,"R12463"
1,201602,201602,53,1,3,2,2,3,5,14.83,0.13,"R12464"
1,201602,201602,55,1,3,4,3,4,5,14.89,0.15,"R12465"
1,201602,201602,55,1,4,2,3,4,4,14.89,0.15,"R12466"
1,201602,201602,55,1,4,3,3,3,4,14.89,0.15,"R12467"
2,201603,201603,52,1,2,4,2,3,3,14.62,0.13,"R12469"
1,201603,201603,53,1,2,3,2,3,3,14.62,0.13,"R12470"
2,201603,201603,52,1,4,4,4,3,5,14.62,0.13,"R12471"
1,201603,201603,53,1,4,5,4,5,5,14.62,0.13,"R12472"
1,201603,201603,52,1,4,2,2,3,4,14.62,0.13,"R12473"
1,201603,201603,52,1,4,3,3,4,5,14.62,0.13,"R12474"
2,201603,201603,53,1,3,4,3,4,5,14.62,0.13,"R12475"
2,201603,201603,53,1,5,2,3,4,4,14.62,0.13,"R12476"
2,201603,201603,53,1,3,5,4,3,4,14.62,0.13,"R12477"
1,201603,201603,57,1,4,1,1,3,1,11.86,0.03,"R12478"
2,201603,201603,57,1,3,4,3,3,5,11.86,0.03,"R12479"
1,201603,201603,57,1,4,3,3,2,4,11.86,0.03,"R12480"
2,201603,201603,57,1,2,4,2,3,3,11.86,0.03,"R12481"
1,201603,201603,51,1,4,1,1,3,2,14.53,0.15,"R12482"
2,201603,201603,51,1,4,3,3,4,5,14.53,0.15,"R12483"
2,201603,201603,51,1,2,4,3,3,3,14.53,0.15,"R12484"
1,201603,201603,51,1,4,3,4,3,5,14.53,0.15,"R12485"
1,201603,201603,51,1,3,4,3,2,4,14.53,0.15,"R12486"
2,201603,201603,52,1,4,3,3,4,4,14.53,0.15,"R12487"
1,201603,201603,52,1,5,2,2,2,2,14.53,0.15,"R12488"
2,201603,201603,52,1,3,4,3,3,4,14.53,0.15,"R12489"
2,201603,201603,61,1,2,3,3,2,3,14.53,0.15,"R12490"
1,201603,201603,52,1,4,4,3,3,5,14.53,0.13,"R12491"
1,201603,201603,52,1,3,4,2,3,4,14.53,0.13,"R12492"
1,201603,201603,52,1,3,4,3,3,5,14.53,0.13,"R12493"
2,201603,201603,52,1,4,5,5,4,5,14.53,0.13,"R12494"
2,201603,201603,55,1,5,2,3,3,3,14.83,0.15,"R12495"
2,201603,201603,55,1,3,5,3,5,4,14.83,0.15,"R12496"
1,201603,201603,54,1,4,2,1,3,3,14.83,0.15,"R12497"
1,201603,201603,54,1,3,3,3,3,4,14.83,0.15,"R12498"
1,201603,201603,55,1,4,1,1,4,2,14.83,0.15,"R12499"
2,201603,201603,54,1,5,3,2,3,4,14.83,0.15,"R12500"
1,201603,201603,54,1,4,2,2,4,3,14.83,0.15,"R12501"
2,201603,201603,54,1,4,4,4,5,5,14.83,0.15,"R12502"
2,201604,201604,50,1,4,3,3,3,4,14.82,0.15,"R12503"
1,201604,201604,50,1,5,2,2,2,3,14.82,0.15,"R12504"
2,201604,201604,50,1,4,3,3,4,4,14.82,0.15,"R12505"
1,201604,201604,50,1,5,3,4,4,5,14.82,0.15,"R12506"
1,201604,201604,50,1,5,2,3,2,4,14.82,0.15,"R12507"
1,201604,201604,50,1,4,2,2,3,3,14.82,0.15,"R12508"
1,201604,201604,55,1,4,4,4,4,5,14.81,0.14,"R12509"
2,201604,201604,55,1,3,4,3,3,5,14.81,0.14,"R12510"
2,201604,201604,59,1,2,4,3,5,3,14.81,0.14,"R12511"
1,201604,201604,55,1,4,3,3,3,4,14.81,0.14,"R12512"
1,201604,201604,55,1,5,3,3,3,4,14.81,0.14,"R12513"
2,201604,201604,55,1,2,4,4,3,3,14.81,0.14,"R12514"
1,201604,201604,55,1,5,3,3,5,4,14.81,0.14,"R12515"
1,201604,201604,54,1,3,4,3,4,5,14.37,0.16,"R12516"
1,201604,201604,54,1,5,2,3,2,4,14.37,0.16,"R12517"
2,201604,201604,54,1,4,2,2,4,3,14.37,0.16,"R12518"
2,201604,201604,54,1,3,4,3,4,4,14.37,0.16,"R12519"
1,201604,201604,54,1,4,3,3,4,5,14.37,0.16,"R12520"
2,201604,201604,54,1,4,2,3,2,4,14.37,0.16,"R12521"
2,201604,201604,54,1,3,4,3,4,4,14.37,0.16,"R12522"
2,201604,201604,55,1,4,3,3,4,4,14.66,0.14,"R12523"
1,201604,201604,55,1,4,2,2,2,3,14.66,0.14,"R12524"
2,201604,201604,61,1,4,3,3,4,4,14.66,0.14,"R12525"
1,201604,201604,55,1,5,3,4,4,4,14.66,0.14,"R12526"
2,201604,201604,55,1,3,4,3,5,3,14.66,0.14,"R12527"
2,201604,201604,61,1,5,2,2,4,4,14.66,0.14,"R12528"
2,201604,201604,57,1,4,2,2,3,3,14.67,0.15,"R12529"
1,201604,201604,56,1,4,2,2,3,4,14.67,0.15,"R12530"
1,201604,201604,56,1,3,2,2,3,4,14.67,0.15,"R12531"
2,201604,201604,57,1,4,4,4,4,5,14.67,0.15,"R12532"
2,201604,201604,57,1,4,3,3,4,4,14.67,0.15,"R12533"
2,201604,201604,56,1,3,4,3,4,5,14.67,0.15,"R12534"
2,201604,201604,56,1,4,2,3,4,4,14.67,0.15,"R12535"
2,201604,201604,57,1,4,3,3,4,5,14.67,0.15,"R12536"
1,201604,201604,51,1,4,2,2,3,4,15.02,0.15,"R12537"
1,201604,201604,51,1,3,4,3,4,4,15.02,0.15,"R12538"
2,201604,201604,51,1,5,2,2,3,3,15.02,0.15,"R12539"
2,201604,201604,51,1,5,3,4,5,5,15.02,0.15,"R12540"
2,201604,201604,51,1,4,3,2,4,4,15.02,0.15,"R12541"
1,201604,201604,48,1,4,3,3,3,4,15.18,0.17,"R12542"
2,201605,201605,57,1,3,4,3,4,4,14.22,0.15,"R12543"
1,201605,201605,57,1,4,4,4,4,5,14.22,0.15,"R12544"
2,201605,201605,56,1,5,3,3,4,4,14.22,0.15,"R12545"
2,201605,201605,56,1,5,2,2,5,3,14.22,0.15,"R12546"
2,201605,201605,56,1,3,4,3,4,5,14.22,0.15,"R12547"
2,201605,201605,57,1,4,2,3,2,3,14.22,0.15,"R12548"
2,201605,201605,56,1,5,3,3,4,4,14.22,0.15,"R12549"
1,201605,201605,57,1,3,3,3,4,4,14.22,0.15,"R12550"
1,201605,201605,56,1,5,5,5,5,5,15.04,0.15,"R12551"
1,201605,201605,56,1,5,4,4,4,5,15.04,0.15,"R12552"
1,201605,201605,58,1,2,3,2,2,3,15.04,0.15,"R12553"
1,201605,201605,56,1,4,1,2,2,1,15.04,0.15,"R12554"
2,201605,201605,56,1,4,1,4,4,2,15.04,0.15,"R12556"
1,201605,201605,58,1,4,4,4,5,4,15.04,0.15,"R12557"
1,201605,201605,58,1,4,2,2,2,3,15.04,0.15,"R12558"
1,201605,201605,58,1,4,3,3,3,4,15.04,0.15,"R12559"
2,201605,201605,56,1,4,4,4,3,5,15.04,0.15,"R12560"
1,201605,201605,58,1,5,2,1,3,3,14.38,0.15,"R12561"
1,201605,201605,58,1,3,4,3,5,4,14.38,0.15,"R12562"
2,201605,201605,59,1,3,2,2,4,3,14.38,0.15,"R12563"
2,201605,201605,58,1,4,3,3,3,4,14.38,0.15,"R12564"
2,201605,201605,59,1,2,4,2,4,3,14.38,0.15,"R12565"
1,201605,201605,59,1,4,3,3,4,5,14.38,0.15,"R12566"
1,201605,201605,59,1,3,4,3,4,4,14.38,0.15,"R12567"
1,201605,201605,58,1,3,4,3,4,5,14.38,0.15,"R12568"
1,201605,201605,58,1,3,4,4,4,4,13.51,0.13,"R12569"
1,201605,201605,58,1,2,2,2,4,2,13.51,0.13,"R12570"
1,201605,201605,58,1,4,2,3,4,4,13.51,0.13,"R12571"
1,201605,201605,58,1,3,4,3,4,4,13.51,0.13,"R12572"
1,201605,201605,58,1,4,4,4,4,5,13.51,0.13,"R12573"
1,201605,201605,58,1,4,1,2,4,3,13.51,0.13,"R12574"
1,201605,201605,58,1,4,4,4,4,4,13.51,0.13,"R12575"
1,201605,201605,58,1,3,3,3,3,4,13.51,0.13,"R12576"
1,201605,201605,62,1,3,3,3,5,4,14.28,0.15,"R12577"
2,201605,201605,62,1,4,3,3,4,4,14.28,0.15,"R12578"
2,201605,201605,62,1,3,3,3,4,4,14.28,0.15,"R12579"
2,201605,201605,62,1,4,2,2,3,4,14.28,0.15,"R12580"
2,201605,201605,62,1,2,1,2,3,2,14.28,0.15,"R12581"
1,201605,201605,54,1,3,5,3,4,5,14.5,0.14,"R12582"
1,201605,201605,54,1,5,4,5,5,5,14.5,0.14,"R12583"
1,201605,201605,54,1,4,4,4,5,5,14.5,0.14,"R12584"
2,201605,201605,54,1,3,4,4,3,4,14.5,0.14,"R12585"
1,201605,201605,54,1,4,5,4,4,5,14.5,0.14,"R12586"
1,201606,201606,55,1,3,4,3,5,5,14.7,0.14,"R12587"
2,201606,201606,55,1,3,4,3,4,3,14.7,0.14,"R12588"
2,201606,201606,55,1,4,3,3,4,4,14.7,0.14,"R12589"
2,201606,201606,55,1,3,4,4,4,4,14.7,0.14,"R12590"
1,201606,201606,55,1,5,3,3,5,4,14.7,0.14,"R12591"
1,201606,201606,55,1,4,3,3,4,5,14.7,0.14,"R12592"
2,201606,201606,55,1,4,3,3,4,4,14.26,0.12,"R12593"
1,201606,201606,55,1,5,3,3,4,5,14.26,0.12,"R12594"
1,201606,201606,55,1,4,1,1,3,2,14.26,0.12,"R12595"
2,201606,201606,55,1,5,3,4,4,5,14.26,0.12,"R12596"
2,201606,201606,55,1,5,2,2,4,2,14.26,0.12,"R12597"
1,201606,201606,55,1,3,3,3,3,4,14.26,0.12,"R12598"
1,201606,201606,55,1,5,2,2,5,3,14.26,0.12,"R12599"
1,201606,201606,55,1,4,2,2,3,4,12.56,0.12,"R12600"
1,201606,201606,55,1,4,4,4,5,5,12.56,0.12,"R12601"
1,201606,201606,55,1,5,2,2,4,3,12.56,0.12,"R12602"
1,201606,201606,55,1,4,3,3,4,5,12.56,0.12,"R12603"
1,201606,201606,55,1,5,2,2,4,4,12.56,0.12,"R12604"
1,201606,201606,55,1,3,2,2,3,2,12.56,0.12,"R12605"
2,201606,201606,57,1,3,4,3,4,4,14.65,0.15,"R12607"
2,201606,201606,57,1,4,3,3,4,4,14.65,0.15,"R12608"
2,201606,201606,57,1,5,2,3,4,4,14.65,0.15,"R12609"
1,201606,201606,57,1,5,1,1,2,1,14.65,0.15,"R12610"
2,201606,201606,57,1,4,3,3,3,4,14.65,0.15,"R12611"
1,201606,201606,57,1,3,2,2,4,3,14.65,0.15,"R12612"
1,201606,201606,58,1,4,3,3,4,5,14.19,0.16,"R12613"
1,201606,201606,59,1,3,2,2,4,3,14.19,0.16,"R12614"
1,201606,201606,59,1,4,3,2,3,4,14.19,0.16,"R12615"
1,201606,201606,59,1,4,4,3,4,4,14.19,0.16,"R12616"
1,201606,201606,58,1,5,3,3,3,4,14.19,0.16,"R12617"
1,201606,201606,58,1,4,2,2,4,4,14.19,0.16,"R12618"
1,201606,201606,59,1,3,3,3,3,5,14.19,0.16,"R12619"
2,201606,201606,58,1,4,3,3,3,5,14.19,0.16,"R12620"
2,201606,201606,58,1,3,2,2,3,3,14.19,0.16,"R12621"
1,201606,201606,51,1,4,3,3,3,5,12.16,0.08,"R12622"
1,201606,201606,51,1,4,2,3,3,4,12.16,0.08,"R12623"
1,201606,201606,51,1,4,1,2,4,2,12.16,0.08,"R12624"
1,201606,201606,51,1,4,3,3,3,4,12.16,0.08,"R12625"
1,201606,201606,51,1,4,3,3,5,4,12.16,0.08,"R12626"
1,201606,201606,51,1,4,3,3,3,5,12.16,0.08,"R12627"
2,201606,201606,58,1,4,3,3,4,5,14.75,0.15,"R12628"
1,201606,201606,59,1,4,3,4,3,5,14.75,0.15,"R12629"
1,201606,201606,59,1,4,3,3,4,4,14.75,0.15,"R12630"
1,201606,201606,59,1,3,4,3,4,4,14.75,0.15,"R12631"
2,201606,201606,58,1,4,2,3,2,4,14.75,0.15,"R12632"
2,201606,201606,58,1,3,4,3,4,4,14.75,0.15,"R12633"
2,201606,201606,58,1,4,4,4,4,5,14.75,0.15,"R12634"
2,201606,201606,53,1,3,2,3,3,2,14.78,0.15,"R12635"
1,201606,201606,49,1,4,4,4,5,5,14.78,0.15,"R12636"
2,201606,201606,49,1,4,3,3,3,4,14.78,0.15,"R12637"
2,201606,201606,49,1,2,3,2,3,3,14.78,0.15,"R12638"
2,201607,201607,56,1,3,4,3,4,3,12.72,0.07,"R12639"
1,201607,201607,56,1,3,4,3,4,4,12.72,0.07,"R12640"
2,201607,201607,56,1,4,2,2,3,2,12.72,0.07,"R12641"
2,201607,201607,56,1,3,4,3,4,4,12.72,0.07,"R12642"
2,201607,201607,56,1,3,4,4,4,4,12.72,0.07,"R12643"
1,201607,201607,56,1,3,4,3,3,4,12.72,0.07,"R12644"
