"thunder","altDogID","altSireID","altDamID"
5,"R10266","R9644","R8984"
5,"R10267","R9644","R8984"
5,"R10269","R9644","R8984"
5,"R10270","R9644","R8984"
2,"R10271","R9644","R8980"
2,"R10272","R9644","R8980"
2,"R10275","R9644","R8980"
5,"R10277","R9644","R8980"
5,"R10278","R9644","R8980"
5,"R10279","R9224","R9486"
5,"R10280","R9224","R9486"
5,"R10282","R9224","R9486"
4,"R10284","R9224","R9486"
2,"R10285","R8981","R8052"
2,"R10286","R8981","R8052"
5,"R10288","R8981","R8052"
4,"R10289","R8981","R8052"
5,"R10290","R8981","R8052"
2,"R10291","R9556","R8747"
5,"R10292","R9556","R8747"
5,"R10294","R9556","R8747"
5,"R10295","R9556","R8747"
5,"R10297","R9644","R7957"
5,"R10298","R9644","R7957"
5,"R10299","R9644","R7957"
5,"R10300","R9644","R7957"
5,"R10303","R9644","R7957"
4,"R10304","R9644","R7957"
3,"R10305","R9644","R7957"
5,"R10308","R9556","R9190"
5,"R10309","R9556","R9190"
3,"R10310","R9556","R9190"
4,"R10311","R9556","R9190"
5,"R10312","R9556","R9190"
5,"R10313","R9556","R9190"
5,"R10314","R9556","R9190"
5,"R10316","R9556","R8476"
5,"R10317","R9556","R8476"
5,"R10318","R9556","R8476"
5,"R10319","R9556","R8476"
5,"R10320","R9556","R8476"
4,"R10321","R9556","R8476"
5,"R10322","R9249","R7763"
2,"R10324","R9249","R7763"
5,"R10325","R9249","R7763"
5,"R10327","R9249","R7763"
5,"R10328","R9249","R7763"
5,"R10329","R9249","R7763"
5,"R10331","R9664","R9245"
5,"R10332","R9664","R9245"
5,"R10333","R9664","R9245"
2,"R10335","R9664","R9245"
5,"R10337","R9664","R9245"
5,"R10338","R9664","R9245"
5,"R10346","R9556","R9680"
5,"R10348","R9556","R9680"
5,"R10350","R9556","R9680"
5,"R10351","R9556","R9680"
3,"R10352","R9556","R9680"
5,"R10339","R8932","R9480"
5,"R10340","R8932","R9480"
5,"R10341","R8932","R9480"
3,"R10353","R9482","R7484"
5,"R10355","R9482","R7484"
5,"R10356","R9482","R7484"
5,"R10357","R9644","R8905"
5,"R10359","R9644","R8905"
5,"R10360","R9644","R8905"
1,"R10361","R9644","R8905"
5,"R10363","R9644","R8905"
5,"R10365","R9644","R7918"
5,"R10366","R9644","R7918"
5,"R10368","R9644","R7918"
5,"R10369","R9644","R7918"
5,"R10371","R9644","R7918"
5,"R10373","R9720","R8226"
5,"R10376","R9720","R8226"
4,"R10378","R9720","R8226"
3,"R10379","R9720","R8226"
2,"R10380","R9759","R8225"
4,"R10381","R9759","R8225"
5,"R10383","R9759","R8225"
5,"R10384","R9759","R8225"
5,"R10385","R8355","R8927"
5,"R10388","R8355","R8927"
3,"R10389","R8355","R8927"
5,"R10390","R8355","R8927"
5,"R10393","R9644","R9235"
5,"R10397","R9644","R9235"
5,"R10398","R9644","R9235"
5,"R10399","R9644","R9235"
5,"R10400","R9644","R9235"
5,"R10401","R9720","R8599"
5,"R10402","R9720","R8599"
5,"R10403","R9720","R8599"
5,"R10404","R9720","R8599"
1,"R10405","R9720","R8599"
5,"R10407","R9739","R9291"
5,"R10410","R9739","R9291"
5,"R10411","R9739","R9291"
5,"R10414","R9720","R9089"
3,"R10417","R9720","R9089"
5,"R10418","R9720","R9089"
5,"R10420","R9720","R9089"
3,"R10421","R9720","R9089"
5,"R10422","R9720","R9089"
5,"R10424","R9739","R8750"
5,"R10426","R9739","R8750"
5,"R10431","R9644","R9474"
5,"R10432","R9644","R9474"
3,"R10433","R9644","R9474"
3,"R10434","R9644","R9474"
5,"R10435","R9644","R9474"
5,"R10437","R9644","R9474"
3,"R10438","R9482","R9642"
5,"R10439","R9482","R9642"
5,"R10441","R9482","R9642"
4,"R10442","R9482","R9642"
3,"R10443","R9482","R9642"
5,"R10444","R9482","R9642"
5,"R10446","R9482","R9642"
5,"R10447","R9482","R9642"
5,"R10448","R9739","R9726"
4,"R10449","R9739","R9726"
3,"R10451","R9739","R9726"
5,"R10452","R9739","R9726"
5,"R10453","R9739","R9726"
5,"R10456","R9720","R9444"
5,"R10457","R9720","R9444"
5,"R10458","R9720","R9444"
5,"R10461","R9822","R8801"
5,"R10462","R9822","R8801"
5,"R10463","R9822","R8801"
5,"R10464","R9822","R8801"
5,"R10465","R9822","R8801"
5,"R10468","R9644","R9662"
4,"R10470","R9764","R9334"
5,"R10472","R9764","R9334"
3,"R10473","R9764","R9334"
5,"R10474","R9764","R9334"
3,"R10476","R9764","R9334"
2,"R10477","R9764","R9334"
5,"R10478","R9764","R9334"
5,"R10479","R8355","R9161"
5,"R10480","R8355","R9161"
4,"R10481","R8355","R9161"
3,"R10482","R8355","R9161"
4,"R10484","R9482","R8484"
5,"R10488","R9482","R8484"
5,"R10491","R9720","R9523"
5,"R10492","R9720","R9523"
5,"R10493","R9720","R9523"
5,"R10497","R9825","R8079"
5,"R10499","R9825","R8079"
5,"R10502","R9644","R9717"
4,"R10505","R9644","R9717"
3,"R10506","R9644","R9717"
5,"R10508","R9644","R9717"
5,"R10509","R8479","R9155"
5,"R10511","R8479","R9155"
5,"R10512","R8479","R9155"
2,"R10513","R8479","R9155"
5,"R10515","R9764","R8139"
2,"R10516","R9764","R8139"
5,"R10517","R9720","R8980"
5,"R10518","R9720","R8980"
5,"R10519","R9720","R8980"
5,"R10520","R9720","R8980"
5,"R10521","R9720","R8980"
5,"R10522","R9720","R8980"
5,"R10525","R9720","R9443"
5,"R10527","R9720","R9443"
4,"R10528","R9720","R9443"
5,"R10529","R9720","R9443"
5,"R10530","R9720","R9443"
4,"R10531","R9720","R9443"
5,"R10532","R9720","R9443"
5,"R10533","R9720","R9392"
5,"R10534","R9720","R9392"
5,"R10536","R9720","R9392"
5,"R10537","R9764","R9718"
5,"R10538","R9764","R9718"
5,"R10539","R9764","R9718"
3,"R10540","R9764","R9718"
5,"R10541","R9764","R9718"
5,"R10542","R9764","R9718"
5,"R10543","R9764","R9718"
3,"R10544","R9764","R9718"
5,"R10548","R9644","R8747"
2,"R10549","R9644","R8747"
5,"R10551","R9872","R9245"
5,"R10552","R9872","R9245"
5,"R10553","R9872","R9245"
5,"R10554","R9872","R9245"
5,"R10557","R9872","R9245"
1,"R10558","R9872","R9245"
5,"R10559","R9872","R9245"
5,"R10560","R8848","R9480"
5,"R10561","R8848","R9480"
5,"R10563","R8489","R8895"
5,"R10564","R8489","R8895"
5,"R10565","R8489","R8895"
5,"R10568","R8489","R8895"
5,"R10569","R8489","R8895"
5,"R10570","R8489","R8895"
4,"R10571","R9822","R8901"
5,"R10572","R9822","R8901"
5,"R10573","R9822","R8901"
1,"R10575","R9822","R8901"
1,"R10577","R9822","R8901"
5,"R10578","R9764","R8323"
3,"R10579","R9764","R8323"
5,"R10580","R9764","R8323"
5,"R10581","R9764","R8323"
5,"R10582","R9764","R8323"
5,"R10584","R9764","R8323"
3,"R10586","R9764","R8323"
5,"R10587","R9764","R8323"
5,"R10588","R9872","R8866"
5,"R10589","R9872","R8866"
5,"R10590","R9872","R8866"
4,"R10591","R9872","R8866"
5,"R10592","R9822","R9001"
5,"R10593","R9822","R9001"
5,"R10594","R9822","R9001"
5,"R10595","R9822","R9001"
5,"R16559","R9224","R16409"
5,"R10598","R9764","R9716"
5,"R10600","R9764","R9716"
5,"R10601","R8489","R9680"
5,"R10602","R8489","R9680"
1,"R10603","R8489","R9680"
4,"R10604","R8489","R9680"
5,"R10605","R8489","R9680"
5,"R10606","R8489","R9680"
5,"R10608","R8489","R9680"
5,"R10609","R8489","R9680"
5,"R10611","R8848","R9740"
5,"R10612","R8848","R9740"
5,"R10613","R8848","R9740"
5,"R10615","R8848","R9740"
5,"R10616","R8848","R9740"
5,"R10617","R8848","R9740"
5,"R10618","R8848","R9740"
5,"R10621","R9872","R7918"
5,"R10622","R9872","R7918"
5,"R10623","R9872","R7918"
5,"R10625","R9872","R7918"
5,"R10626","R9872","R7918"
1,"R10627","R9482","R8927"
5,"R10629","R9482","R8927"
5,"R10632","R9482","R8927"
5,"R10633","R9482","R8927"
5,"R10634","R9764","R9787"
5,"R10635","R9764","R9787"
5,"R10636","R9764","R9787"
5,"R10637","R9764","R9787"
5,"R10638","R9764","R9787"
5,"R10639","R9720","R9762"
3,"R10642","R9822","R9771"
5,"R10645","R9822","R9771"
5,"R10646","R9822","R9771"
5,"R10647","R9822","R9771"
5,"R10648","R9822","R9771"
4,"R10649","R8848","R9721"
5,"R10650","R8848","R9721"
5,"R10651","R8848","R9721"
5,"R10652","R8848","R9721"
5,"R10653","R8848","R9721"
5,"R10654","R8848","R9721"
5,"R10657","R9872","R9833"
5,"R10658","R9872","R9833"
2,"R10662","R9872","R9833"
5,"R10663","R9872","R9833"
5,"R10664","R9872","R9833"
5,"R10665","R9764","R9486"
5,"R10667","R9764","R9486"
5,"R10668","R9764","R9486"
5,"R10669","R9764","R9486"
5,"R10671","R9764","R9486"
5,"R10673","R8848","R8750"
5,"R10674","R8848","R8750"
5,"R10675","R8848","R8750"
5,"R10678","R8848","R8750"
5,"R10679","R8848","R8750"
5,"R10680","R9482","R9869"
5,"R10681","R9482","R9869"
5,"R10683","R9482","R9869"
5,"R10685","R9482","R9869"
5,"R10686","R9482","R9869"
5,"R10687","R9720","R9799"
5,"R10689","R9720","R9799"
5,"R10690","R9720","R9799"
5,"R10691","R9720","R9799"
5,"R10692","R9720","R9642"
5,"R10695","R9720","R9642"
4,"R10696","R9720","R9642"
5,"R10697","R9720","R9642"
5,"R10700","R9720","R9642"
5,"R10701","R9720","R9642"
5,"R10705","R8848","R9795"
4,"R10706","R8848","R9795"
5,"R10707","R8848","R9795"
5,"R10711","R9482","R9444"
5,"R10716","R9822","R9011"
5,"R10717","R9822","R9011"
2,"R10718","R9822","R9011"
5,"R10719","R9822","R9011"
5,"R10720","R9822","R9011"
3,"R10722","R9815","R9662"
5,"R10723","R9815","R9662"
4,"R10724","R9815","R9662"
5,"R10725","R9815","R9662"
3,"R10726","R9815","R9662"
5,"R10727","R9815","R9662"
5,"R10729","R9815","R9662"
5,"R10730","R9720","R9567"
5,"R10731","R9720","R9567"
5,"R10733","R9720","R9567"
5,"R10734","R9720","R9567"
5,"R10735","R9720","R9567"
2,"R10742","R9482","R9291"
5,"R10743","R9482","R9291"
5,"R10744","R9526","R8926"
5,"R10746","R9526","R8926"
5,"R10748","R9526","R8926"
5,"R10750","R9526","R8926"
5,"R10751","R9526","R8926"
4,"R10756","R8848","R8476"
5,"R10758","R8848","R8476"
5,"R10761","R8848","R8476"
5,"R10763","R9720","R9334"
4,"R10764","R9720","R9334"
3,"R10765","R9720","R9334"
5,"R10766","R9720","R9334"
5,"R10768","R9764","R9806"
5,"R10769","R9764","R9806"
3,"R10770","R9764","R9806"
5,"R10771","R9764","R9806"
5,"R10773","R9764","R9806"
5,"R10774","R9764","R9806"
5,"R10776","R9764","R9806"
5,"R10777","R10024","R8980"
5,"R10778","R10024","R8980"
4,"R10779","R10024","R8980"
5,"R10781","R10024","R8980"
5,"R10782","R10024","R8980"
5,"R10788","R8489","R8976"
5,"R10789","R8489","R8976"
3,"R10791","R8489","R8976"
5,"R10792","R8489","R8976"
5,"R10794","R9482","R9836"
5,"R10795","R9482","R9836"
2,"R10796","R9482","R9836"
2,"R10797","R10024","R9190"
1,"R10799","R10024","R9190"
4,"R10801","R10024","R9190"
4,"R10802","R10024","R9190"
5,"R10803","R10024","R8485"
4,"R10804","R10024","R8485"
4,"R10807","R10024","R8485"
5,"R10811","R9815","R9718"
2,"R10812","R9815","R9718"
5,"R10813","R9815","R9718"
5,"R10815","R9815","R9718"
5,"R10818","R10024","R9443"
5,"R10819","R10024","R9443"
4,"R10821","R10024","R9443"
5,"R10822","R10024","R9443"
5,"R10823","R10112","R9873"
5,"R10824","R10112","R9873"
5,"R10825","R10112","R9873"
5,"R10826","R10112","R9873"
5,"R10827","R10112","R9873"
5,"R10828","R8489","R9766"
5,"R10829","R8489","R9766"
5,"R10832","R8489","R9766"
3,"R10833","R8489","R9766"
5,"R10836","R8489","R9766"
5,"R10839","R10024","R9954"
2,"R10840","R10024","R9954"
5,"R10842","R10024","R9954"
2,"R10843","R10024","R9954"
5,"R10844","R10024","R9954"
5,"R10845","R10024","R9954"
5,"R10847","R10024","R9954"
5,"R10848","R9822","R9716"
5,"R10849","R9822","R9716"
5,"R10851","R10024","R9474"
5,"R10853","R10024","R9474"
5,"R10854","R10024","R9474"
5,"R10855","R10024","R9474"
5,"R10857","R10024","R9474"
5,"R10858","R10024","R9474"
5,"R10859","R10024","R9474"
3,"R10861","R10024","R9474"
5,"R10862","R10024","R9474"
5,"R10863","R9644","R9001"
5,"R10864","R9644","R9001"
5,"R10866","R9644","R9001"
4,"R10867","R9644","R9001"
5,"R10868","R9644","R9001"
4,"R10869","R10148","R9680"
5,"R10870","R10148","R9680"
4,"R10872","R10148","R9680"
5,"R10873","R10148","R9680"
5,"R10874","R10148","R9680"
5,"R10875","R10148","R9680"
5,"R10877","R10148","R9680"
5,"R10878","R10133","R10207"
5,"R10879","R10133","R10207"
5,"R10881","R10133","R10207"
4,"R10882","R10133","R10207"
5,"R10883","R10133","R10207"
5,"R10885","R10133","R10207"
5,"R10887","R10133","R10207"
5,"R10890","R10133","R10020"
5,"R10891","R10133","R10020"
2,"R10893","R10133","R9239"
5,"R10894","R10133","R9239"
1,"R10895","R10133","R9239"
3,"R10896","R10133","R9239"
5,"R10898","R10133","R9239"
5,"R10900","R10133","R9239"
5,"R10902","R9739","R9928"
5,"R10903","R9739","R9928"
5,"R10904","R9739","R9928"
5,"R10906","R9739","R9928"
5,"R10909","R9822","R9486"
5,"R10912","R9822","R9486"
5,"R10914","R9638","R9037"
5,"R10915","R9638","R9037"
5,"R10916","R9638","R9037"
5,"R10917","R9359","R9392"
5,"R10918","R9359","R9392"
5,"R10919","R9359","R9392"
5,"R10920","R9359","R9392"
5,"R10921","R9359","R9392"
5,"R10923","R9482","R8866"
5,"R10925","R9482","R8866"
5,"R10926","R9482","R8866"
5,"R10927","R9482","R8866"
5,"R10928","R9482","R8866"
5,"R10933","R9739","R9821"
5,"R10935","R9739","R9821"
5,"R10936","R9739","R9821"
5,"R10937","R9739","R9821"
5,"R10938","R9739","R9821"
5,"R10939","R9359","R9895"
5,"R10940","R9359","R9895"
5,"R10941","R9359","R9895"
5,"R10943","R9359","R9895"
5,"R10944","R9359","R9895"
5,"R10947","R10148","R9869"
5,"R10948","R10148","R9869"
5,"R10949","R10148","R9869"
5,"R10950","R10148","R9869"
5,"R10951","R10148","R9869"
5,"R10952","R10148","R9869"
5,"R10953","R10148","R9869"
5,"R10956","R9638","R9799"
5,"R10958","R9638","R9799"
5,"R10960","R9638","R9799"
5,"R10961","R10148","R9721"
5,"R10962","R10148","R9721"
5,"R10965","R9359","R9787"
5,"R10966","R9359","R9787"
5,"R10967","R9638","R9155"
4,"R10968","R9638","R9155"
4,"R10969","R9638","R9155"
5,"R10970","R9638","R9155"
5,"R10979","R10248","R9245"
5,"R10980","R10248","R9245"
5,"R10973","R10335","R9444"
5,"R10982","R10248","R9245"
5,"R10984","R10248","R9245"
5,"R10977","R10335","R9444"
5,"R10987","R10148","R9567"
5,"R10989","R10148","R9567"
5,"R10991","R10148","R9567"
5,"R10993","R10024","R10136"
4,"R10996","R10024","R10136"
5,"R10997","R10024","R10136"
5,"R10998","R10335","R10249"
4,"R10999","R10335","R10249"
5,"R11000","R10335","R10249"
5,"R11002","R10335","R10249"
5,"R11003","R10335","R10249"
5,"R11006","R10024","R8476"
5,"R11008","R10024","R8476"
2,"R11010","R10024","R8476"
5,"R11014","R10148","R10108"
5,"R11015","R10148","R10108"
5,"R11016","R10148","R10108"
5,"R11017","R10148","R10108"
3,"R11018","R10148","R10108"
5,"R11019","R10148","R10108"
5,"R11020","R10148","R10108"
5,"R11021","R10148","R10108"
5,"R11022","R9764","R10093"
5,"R11023","R9764","R10093"
5,"R11024","R9764","R10093"
5,"R11026","R9764","R10093"
5,"R11027","R9764","R10093"
5,"R11029","R9764","R10093"
5,"R11030","R9764","R10093"
5,"R11031","R9764","R10093"
5,"R16714","R16715","R16716"
5,"R11033","R10148","R8926"
5,"R11034","R10148","R8926"
5,"R11036","R10148","R8926"
5,"R11037","R10148","R8926"
5,"R11038","R10148","R8926"
5,"R11039","R10148","R8926"
5,"R11042","R10248","R10209"
5,"R11044","R10248","R10209"
5,"R11047","R10024","R10137"
5,"R11048","R10024","R10137"
5,"R11051","R9780","R9806"
5,"R11052","R9780","R9806"
4,"R11056","R9780","R9806"
5,"R11059","R9780","R10193"
5,"R11060","R9780","R10193"
5,"R11061","R9780","R10193"
5,"R11062","R9780","R10193"
5,"R11063","R9780","R10193"
5,"R11065","R10031","R9334"
5,"R11066","R10031","R9334"
3,"R11067","R10031","R9334"
5,"R11070","R10031","R9190"
3,"R11072","R10031","R9190"
5,"R11073","R10031","R9190"
5,"R11074","R10031","R9291"
4,"R11075","R10031","R9291"
5,"R11076","R10031","R9291"
5,"R11077","R10031","R9291"
5,"R11078","R10031","R9291"
5,"R11080","R10031","R9291"
2,"R11084","R9780","R9718"
2,"R11085","R9780","R9718"
5,"R11086","R9780","R9718"
3,"R11088","R8848","R8079"
4,"R11090","R8848","R8079"
5,"R11092","R8848","R8079"
5,"R11093","R8848","R8079"
4,"R11096","R9780","R10252"
5,"R11097","R9780","R10252"
5,"R11098","R9780","R10252"
5,"R11100","R9780","R10252"
5,"R11104","R10031","R9740"
5,"R11105","R10031","R9740"
5,"R11107","R10031","R9740"
5,"R11108","R10031","R9740"
5,"R11109","R10031","R9740"
5,"R11112","R10031","R9740"
5,"R11114","R10332","R10196"
5,"R11117","R10332","R10196"
2,"R11119","R10332","R10196"
3,"R11120","R10332","R10196"
5,"R11121","R10024","R9836"
3,"R11123","R10024","R9836"
5,"R11124","R10024","R9836"
5,"R11125","R10024","R9836"
5,"R11126","R10024","R9836"
5,"R11127","R10372","R9474"
5,"R11128","R10372","R9474"
5,"R11129","R10372","R9474"
5,"R11130","R10372","R9474"
5,"R11131","R10372","R9474"
3,"R11134","R10372","R9474"
5,"R11135","R10372","R9474"
5,"R11136","R10024","R9486"
5,"R11137","R10024","R9486"
5,"R11138","R10024","R9486"
1,"R11139","R10024","R9486"
5,"R11140","R10024","R9486"
3,"R11143","R9780","R10020"
5,"R11145","R9780","R10020"
5,"R11146","R8848","R8901"
2,"R11147","R8848","R8901"
3,"R11149","R8848","R8901"
5,"R11150","R8848","R8901"
5,"R11151","R10148","R9762"
4,"R11153","R10452","R9954"
5,"R11154","R10452","R9954"
5,"R11155","R10452","R9954"
5,"R11157","R10452","R9954"
4,"R11158","R10452","R9954"
5,"R11159","R10452","R9954"
4,"R11160","R10452","R9954"
1,"R11161","R10451","R10075"
5,"R11162","R10451","R10075"
5,"R11164","R10451","R10075"
5,"R11165","R10451","R10075"
5,"R11166","R10451","R10075"
5,"R11167","R10458","R9235"
5,"R11169","R10458","R9235"
5,"R11170","R10458","R9235"
2,"R11171","R10458","R9235"
2,"R11172","R10458","R9235"
5,"R11173","R10458","R9235"
3,"R11176","R10469","R10207"
5,"R11177","R10469","R10207"
5,"R11179","R10469","R10207"
5,"R11180","R10469","R10207"
5,"R11181","R10469","R10207"
3,"R11182","R10469","R10207"
4,"R11184","R10458","R9662"
1,"R11185","R10458","R9662"
5,"R11188","R10458","R9662"
5,"R11189","R9739","R9771"
5,"R11190","R9739","R9771"
5,"R11194","R10451","R9642"
5,"R11195","R10451","R9642"
5,"R11196","R10451","R9642"
5,"R11198","R10451","R9642"
4,"R11199","R10451","R9642"
5,"R11200","R10451","R9642"
5,"R11205","R10452","R10302"
5,"R11206","R10452","R10302"
5,"R11208","R10452","R10302"
5,"R11209","R10452","R10302"
5,"R11211","R10452","R10302"
5,"R11212","R10452","R10302"
5,"R11213","R10493","R10300"
5,"R11214","R10493","R10300"
5,"R11215","R10493","R10300"
5,"R11216","R10493","R10300"
5,"R11217","R10493","R10409"
4,"R11218","R10493","R10409"
5,"R11219","R10493","R10409"
5,"R11221","R10493","R10409"
5,"R11223","R10493","R10409"
5,"R11226","R10455","R10202"
5,"R11229","R10455","R10202"
5,"R11230","R10455","R10202"
5,"R11231","R10455","R10202"
5,"R11232","R10493","R10411"
5,"R11233","R10493","R10411"
5,"R11234","R10493","R10411"
5,"R11235","R10493","R10411"
5,"R11236","R10469","R9821"
5,"R11237","R10469","R9821"
5,"R11239","R10469","R9821"
5,"R11241","R10469","R9821"
5,"R11242","R10469","R9821"
1,"R11243","R10469","R9821"
5,"R11245","R10443","R9928"
5,"R11246","R10443","R9928"
5,"R11247","R10443","R9928"
5,"R11248","R10443","R9928"
5,"R11251","R10443","R9928"
5,"R11252","R10148","R9245"
4,"R11254","R10148","R9245"
5,"R11255","R10148","R9245"
4,"R11256","R10148","R9245"
5,"R11257","R10148","R9245"
5,"R11261","R10438","R10209"
5,"R11265","R10438","R10209"
4,"R11266","R10438","R10209"
5,"R11267","R10438","R10209"
5,"R11268","R10482","R10410"
5,"R11269","R10482","R10410"
5,"R11270","R10482","R10410"
5,"R11273","R10482","R10410"
5,"R11275","R10482","R10410"
5,"R11276","R10482","R10410"
5,"R11279","R10443","R9799"
3,"R11280","R10443","R9799"
5,"R11282","R10443","R9799"
5,"R11283","R10443","R9799"
5,"R11287","R10332","R9089"
5,"R11288","R10332","R9089"
5,"R11296","R10443","R10108"
5,"R11297","R10443","R10108"
5,"R11298","R10443","R10108"
5,"R11299","R10482","R10356"
3,"R11300","R10482","R10356"
5,"R11302","R10482","R10356"
5,"R11303","R10482","R10356"
5,"R11304","R10482","R10356"
5,"R11305","R10482","R10356"
4,"R11306","R10482","R10356"
5,"R11310","R10443","R10373"
5,"R11311","R10443","R10373"
5,"R11313","R10443","R10373"
5,"R11314","R10443","R10373"
5,"R11315","R10443","R10373"
5,"R11316","R10443","R10373"
5,"R11317","R10452","R8476"
5,"R11319","R10452","R8476"
5,"R11321","R10452","R8476"
5,"R11323","R10452","R8476"
5,"R11324","R10452","R8476"
5,"R11325","R10452","R8476"
5,"R11327","R10408","R9721"
5,"R11328","R10408","R9721"
5,"R11330","R10408","R9721"
3,"R11331","R10408","R9721"
2,"R11332","R10408","R9721"
5,"R11333","R10591","R10193"
5,"R11334","R10591","R10193"
5,"R11335","R10591","R10193"
5,"R11336","R10591","R10193"
5,"R11337","R10591","R10193"
5,"R11341","R10493","R9443"
5,"R11343","R10493","R9443"
5,"R11344","R10493","R9443"
5,"R11345","R10493","R9443"
5,"R11347","R10493","R9443"
5,"R11348","R10493","R9443"
4,"R11349","R10493","R9443"
5,"R11350","R10493","R9443"
5,"R11351","R10443","R9806"
5,"R11352","R10443","R9806"
5,"R11354","R10443","R9806"
5,"R11355","R10552","R9718"
5,"R11356","R10552","R9718"
5,"R11358","R10552","R9718"
5,"R11359","R10552","R9718"
3,"R11361","R10552","R9718"
3,"R11362","R10552","R9718"
3,"R11363","R10552","R9718"
5,"R11364","R10552","R9718"
5,"R11365","R10591","R10442"
5,"R11366","R10591","R10442"
4,"R11367","R10591","R10442"
5,"R11368","R10591","R10442"
3,"R11369","R10591","R10442"
4,"R11370","R10591","R10442"
5,"R11371","R10591","R10442"
3,"R11372","R10591","R10442"
5,"R11373","R10591","R10442"
5,"R11375","R10552","R8484"
5,"R11376","R10552","R8484"
5,"R11377","R10552","R8484"
5,"R11378","R10552","R8484"
5,"R11380","R10591","R10476"
5,"R11382","R10591","R10476"
5,"R11383","R10591","R10476"
5,"R11384","R10591","R10476"
5,"R11387","R10591","R10476"
5,"R11388","R10552","R9895"
5,"R11389","R10552","R9895"
5,"R11391","R10552","R9895"
4,"R11392","R10552","R9895"
3,"R11393","R10552","R9895"
5,"R11394","R10552","R9895"
5,"R11395","R10552","R9895"
5,"R11396","R10552","R9895"
5,"R11398","R10591","R10252"
5,"R11399","R10591","R10252"
5,"R11400","R10591","R10252"
5,"R11401","R10591","R10252"
5,"R11402","R10591","R10252"
5,"R11403","R10591","R10252"
5,"R11404","R10552","R10196"
5,"R11407","R10552","R10196"
5,"R11408","R10552","R10196"
5,"R11409","R10552","R10196"
5,"R11411","R10552","R10196"
5,"R11413","R10621","R9474"
4,"R11414","R10621","R9474"
3,"R11415","R10621","R9474"
5,"R11418","R10621","R10485"
5,"R11419","R10621","R10485"
5,"R11420","R10621","R10485"
5,"R11422","R10621","R10485"
5,"R11425","R10552","R10249"
5,"R11426","R10552","R10249"
5,"R11427","R10552","R10249"
5,"R11428","R10552","R10249"
5,"R11429","R10552","R10249"
5,"R11430","R10408","R10531"
5,"R11431","R10408","R10531"
5,"R11433","R10408","R10531"
5,"R11434","R10408","R10531"
3,"R11436","R10408","R10531"
5,"R11437","R10735","R10424"
5,"R11439","R10735","R10424"
5,"R11440","R10735","R10424"
5,"R11441","R10735","R10424"
5,"R11443","R10735","R10424"
5,"R11444","R10735","R10424"
5,"R11445","R10332","R10075"
5,"R11446","R10332","R10075"
5,"R11447","R10332","R10075"
3,"R11448","R10332","R10075"
5,"R11449","R10332","R10075"
5,"R11450","R10332","R10075"
5,"R11451","R10332","R10075"
4,"R11452","R9780","R9869"
4,"R11454","R9780","R9869"
5,"R11455","R9780","R9869"
5,"R11456","R9780","R9869"
5,"R11457","R9780","R9869"
5,"R11459","R10621","R10435"
2,"R11461","R10621","R10435"
5,"R11463","R10332","R10422"
5,"R11464","R10332","R10422"
5,"R11466","R10332","R10422"
5,"R11467","R10332","R10422"
5,"R11468","R10332","R10422"
4,"R11470","R10332","R10422"
5,"R11471","R10332","R10422"
5,"R11472","R10332","R10422"
5,"R11474","R10332","R8901"
5,"R11475","R10332","R8901"
5,"R11476","R10332","R8901"
5,"R11477","R10332","R8901"
5,"R11478","R10332","R8901"
5,"R11479","R10332","R8901"
5,"R11480","R10332","R8901"
5,"R11481","R10408","R10207"
5,"R11482","R10408","R10207"
5,"R11483","R10408","R10207"
5,"R11484","R10408","R10207"
5,"R11486","R10408","R10207"
5,"R11487","R10408","R10207"
5,"R11488","R10408","R10207"
5,"R11489","R10408","R10207"
5,"R11490","R10408","R10207"
5,"R11492","R10621","R9662"
5,"R11493","R10621","R9662"
5,"R11494","R10621","R9662"
5,"R11495","R10573","R9567"
5,"R11497","R10573","R9567"
5,"R11498","R10573","R9567"
5,"R11500","R10573","R9567"
5,"R11501","R10573","R9567"
2,"R11502","R10573","R9567"
5,"R11503","R10573","R9567"
5,"R11504","R10493","R10302"
5,"R11505","R10493","R10302"
5,"R11506","R10493","R10302"
5,"R11507","R10493","R10302"
5,"R11508","R10493","R10302"
5,"R11509","R10493","R10302"
5,"R11510","R10493","R10302"
5,"R11512","R10332","R9771"
5,"R11514","R10332","R9771"
5,"R11516","R10332","R9771"
5,"R11526","R10591","R10581"
5,"R11527","R10591","R10581"
5,"R11528","R10591","R10581"
5,"R11529","R10591","R10581"
5,"R11530","R10591","R10581"
5,"R11531","R10591","R10581"
5,"R11532","R10591","R10581"
3,"R11534","R10591","R10581"
5,"R11535","R10493","R9836"
5,"R11536","R10493","R9836"
3,"R11537","R10493","R9836"
4,"R11538","R10493","R9836"
5,"R11539","R10493","R9836"
5,"R11541","R10482","R10409"
5,"R11542","R10482","R10409"
3,"R11544","R10482","R10409"
4,"R11545","R10512","R10137"
5,"R11546","R10512","R10137"
5,"R11547","R10512","R10137"
5,"R11548","R10512","R10137"
5,"R11549","R10512","R10137"
5,"R11551","R10512","R10137"
5,"R11553","R10443","R10598"
5,"R11555","R10443","R10598"
5,"R11556","R10443","R10598"
5,"R11557","R10443","R10598"
5,"R11558","R10443","R10598"
4,"R11559","R10443","R10598"
5,"R11560","R9780","R10492"
4,"R11561","R9780","R10492"
5,"R11565","R9780","R10492"
