"hipsofa","altDogID","altSireID","altDamID"
3,"R962","R238","R162"
7,"R2284","R799","R1409"
NA,"R1583","R14608","R222"
6,"R2554","R497","R1425"
6,"R2555","R497","R1425"
5,"R1861","R1068","R498"
5,"R2285","R799","R1409"
NA,"R4380","R3310","R651"
7,"R1385","R14695","R244"
5,"R1862","R1068","R498"
7,"R2994","R14587","R1498"
7,"R1386","R14695","R244"
7,"R4683","R3148","R2359"
6,"R3052","R1440","R1002"
6,"R2152","R14702","R1378"
7,"R686","R179","R240"
6,"R4684","R3148","R2359"
6,"R5107","R2534","R2488"
3,"R687","R179","R240"
7,"R4685","R3148","R2359"
6,"R4916","R2870","R2476"
6,"R1546","R14608","R176"
5,"R433","R14683","R133"
3,"R3500","R2059","R2197"
7,"R1731","R14608","R612"
7,"R2995","R14587","R1498"
NA,"R3564","R1738","R2395"
NA,"R119","R19","R88"
7,"R1863","R1068","R498"
7,"R434","R14683","R133"
7,"R3842","R2474","R1467"
6,"R2153","R14702","R1378"
6,"R1732","R14608","R612"
NA,"R62","R14563","R14726"
NA,"R4960","R2534","R3638"
3,"R3501","R2059","R2197"
6,"R4322","R2870","R1369"
6,"R4528","R3366","R2588"
6,"R3117","R2174","R2060"
6,"R1252","R539","R432"
NA,"R5331","R2534","R3607"
6,"R2154","R14702","R1378"
3,"R597","R14655","R223"
7,"R4795","R3608","R2933"
7,"R1584","R14608","R222"
6,"R1044","R242","R217"
6,"R3249","R14681","R1466"
5,"R4241","R3148","R2799"
6,"R1585","R14608","R222"
6,"R435","R14683","R133"
NA,"R4992","R2534","R2671"
NA,"R5332","R2534","R3607"
6,"R2857","R2079","R904"
6,"R1387","R14695","R244"
5,"R4242","R3148","R2799"
7,"R2996","R14587","R1498"
7,"R5004","R799","R3086"
6,"R3250","R14681","R1466"
NA,"R73","R33","R50"
NA,"R3843","R2474","R1467"
7,"R3980","R3109","R1536"
6,"R1586","R14608","R222"
7,"R688","R179","R240"
6,"R3981","R3109","R1536"
5,"R2391","R1440","R1545"
7,"R4961","R2534","R3638"
6,"R963","R238","R162"
7,"R2997","R14587","R1498"
7,"R1388","R14695","R244"
7,"R5188","R2534","R3831"
6,"R3374","R2079","R1232"
7,"R4381","R3310","R651"
7,"R2596","R1702","R184"
3,"R1253","R539","R432"
6,"R964","R238","R162"
7,"R1389","R14695","R244"
NA,"R3844","R2474","R1467"
5,"R2155","R14702","R1378"
NA,"R3251","R14681","R1466"
NA,"R3845","R2474","R1467"
6,"R1587","R14608","R222"
2,"R598","R14655","R223"
6,"R2858","R2079","R904"
NA,"R4825","R3466","R2683"
6,"R1547","R14608","R176"
NA,"R3846","R2474","R1467"
7,"R2597","R1702","R184"
6,"R4243","R3148","R2799"
7,"R965","R238","R162"
NA,"R3375","R2079","R1232"
7,"R268","R181","R189"
5,"R1733","R14608","R612"
2,"R4244","R3148","R2799"
6,"R1734","R14608","R612"
NA,"R14744","R3109","R14620"
6,"R269","R181","R189"
6,"R1588","R14608","R222"
5,"R3252","R14681","R1466"
NA,"R14745","R1594","R14602"
NA,"R14746","R16528","R16528"
5,"R1548","R14608","R176"
NA,"R2998","R14587","R1498"
6,"R1589","R14608","R222"
6,"R270","R181","R189"
7,"R2859","R2079","R904"
NA,"R2286","R799","R1409"
7,"R1735","R14608","R612"
6,"R2860","R2079","R904"
6,"R3376","R2079","R1232"
6,"R1864","R1068","R498"
2,"R271","R181","R189"
7,"R1590","R14608","R222"
6,"R272","R181","R189"
6,"R1103","R258","R14667"
6,"R4382","R3310","R651"
3,"R273","R181","R189"
6,"R3502","R2059","R2197"
7,"R3503","R2059","R2197"
NA,"R1865","R1068","R498"
NA,"R3118","R2174","R2060"
NA,"R3982","R3109","R1536"
4,"R4529","R3366","R2588"
6,"R1591","R14608","R222"
6,"R3253","R14681","R1466"
4,"R1390","R14695","R244"
6,"R689","R179","R240"
6,"R599","R14655","R223"
NA,"R2861","R2079","R904"
7,"R5333","R2534","R3607"
6,"R1104","R258","R14667"
7,"R14747","R1440","R1545"
NA,"R3565","R1738","R2395"
7,"R4686","R3148","R2359"
6,"R600","R14655","R223"
7,"R4826","R3466","R2683"
5,"R2862","R2079","R904"
5,"R690","R179","R240"
7,"R3504","R2059","R2197"
NA,"R14748","R1594","R14602"
6,"R2287","R799","R1409"
6,"R3377","R2079","R1232"
6,"R5334","R2534","R3607"
6,"R3566","R1738","R2395"
NA,"R14749","R1594","R14602"
6,"R3254","R14681","R1466"
6,"R1866","R1068","R498"
7,"R2598","R1702","R184"
6,"R274","R181","R189"
7,"R1549","R14608","R176"
NA,"R14750","R1594","R14602"
7,"R1105","R258","R14667"
6,"R275","R181","R189"
7,"R436","R14683","R133"
7,"R3505","R2059","R2197"
6,"R3983","R3109","R1536"
4,"R2863","R2079","R904"
6,"R3984","R3109","R1536"
6,"R3506","R2059","R2197"
6,"R5335","R2534","R3607"
6,"R3378","R2079","R1232"
5,"R1106","R258","R14667"
NA,"R3119","R2174","R2060"
6,"R3255","R14681","R1466"
7,"R2288","R799","R1409"
5,"R2392","R1440","R1545"
7,"R4947","R2534","R1944"
7,"R691","R179","R240"
NA,"R4827","R3466","R2683"
6,"R1867","R1068","R498"
NA,"R4245","R3148","R2799"
7,"R3507","R2059","R2197"
7,"R966","R238","R162"
4,"R601","R14655","R223"
7,"R4246","R3148","R2799"
6,"R602","R14655","R223"
NA,"R2289","R799","R1409"
5,"R3567","R1738","R2395"
4,"R14751","R14608","R612"
6,"R4962","R2534","R3638"
7,"R4687","R3148","R2359"
7,"R1736","R14608","R612"
6,"R276","R181","R189"
6,"R277","R181","R189"
6,"R1391","R14695","R244"
6,"R692","R179","R240"
NA,"R2290","R799","R1409"
6,"R967","R238","R162"
NA,"R603","R14655","R223"
7,"R1868","R1068","R498"
6,"R3985","R3109","R1536"
NA,"R14752","R14711","R14602"
7,"R2999","R14587","R1498"
6,"R5108","R2534","R2488"
NA,"R14753","R16528","R14571"
6,"R3256","R14681","R1466"
6,"R5189","R2534","R3831"
NA,"R2556","R497","R1425"
NA,"R4963","R2534","R3638"
7,"R1869","R1068","R498"
6,"R5109","R2534","R2488"
6,"R4688","R3148","R2359"
5,"R3508","R2059","R2197"
6,"R2291","R799","R1409"
6,"R1254","R539","R432"
NA,"R2156","R14702","R1378"
6,"R1592","R14608","R222"
6,"R4689","R3148","R2359"
7,"R1737","R14608","R612"
7,"R2599","R1702","R184"
7,"R3986","R3109","R1536"
NA,"R2557","R497","R1425"
6,"R1870","R1068","R498"
7,"R3847","R2474","R1467"
NA,"R14754","R1594","R14602"
NA,"R14755","R16528","R16528"
2,"R278","R181","R189"
6,"R3568","R1738","R2395"
5,"R2292","R799","R1409"
6,"R4247","R3148","R2799"
7,"R5110","R2534","R2488"
5,"R604","R14655","R223"
6,"R4248","R3148","R2799"
6,"R1550","R14608","R176"
NA,"R14756","R16528","R16528"
NA,"R225","R168","R173"
7,"R2393","R1440","R1545"
6,"R437","R14683","R133"
6,"R5111","R2534","R2488"
NA,"R5112","R2534","R2488"
NA,"R5336","R2534","R3607"
7,"R3987","R3109","R1536"
7,"R968","R238","R162"
5,"R3000","R14587","R1498"
5,"R1871","R1068","R498"
NA,"R90","R19","R56"
NA,"R20","R10","R11"
7,"R3120","R2174","R2060"
6,"R438","R14683","R133"
7,"R3121","R2174","R2060"
6,"R4530","R3366","R2588"
7,"R1255","R539","R432"
6,"R3569","R1738","R2395"
NA,"R261","R242","R217"
NA,"R849","R258","R206"
NA,"R1256","R622","R223"
NA,"R969","R239","R253"
NA,"R439","R14567","R211"
NA,"R1257","R622","R223"
6,"R1117","R256","R16528"
7,"R3257","R1178","R651"
6,"R970","R239","R253"
6,"R4531","R2059","R1212"
NA,"R2397","R178","R305"
NA,"R4966","R799","R3667"
NA,"R4693","R1215","R2057"
6,"R3510","R14648","R623"
7,"R2157","R1178","R623"
7,"R5113","R2553","R3639"
7,"R3991","R2727","R2488"
7,"R1872","R449","R185"
6,"R3001","R14681","R1659"
7,"R1107","R255","R234"
6,"R3697","R2534","R1696"
NA,"R4967","R799","R3667"
6,"R280","R14702","R173"
NA,"R4532","R2059","R1212"
5,"R3258","R1178","R651"
NA,"R14757","R14657","R14704"
NA,"R5114","R2553","R3639"
6,"R2728","R14587","R260"
NA,"R4694","R1215","R2057"
7,"R971","R239","R253"
NA,"R281","R14702","R173"
5,"R2558","R1594","R498"
7,"R3511","R14648","R623"
7,"R1597","R799","R624"
6,"R2559","R1594","R498"
6,"R4887","R1667","R3391"
NA,"R4828","R2059","R2589"
7,"R5115","R2553","R3639"
5,"R440","R14567","R211"
6,"R2158","R1178","R623"
7,"R4097","R1702","R2941"
6,"R3722","R2727","R2552"
7,"R4968","R799","R3667"
7,"R1258","R622","R223"
NA,"R1392","R179","R218"
5,"R1873","R449","R185"
6,"R441","R14567","R211"
4,"R2729","R14587","R260"
6,"R605","R14608","R153"
6,"R2006","R1214","R184"
7,"R3259","R1178","R651"
NA,"R2864","R2039","R1431"
NA,"R2730","R14587","R260"
7,"R606","R14608","R153"
NA,"R4533","R2059","R1212"
6,"R4695","R1215","R2057"
6,"R3122","R1831","R184"
7,"R5116","R2553","R3639"
NA,"R3379","R1377","R984"
6,"R3992","R2727","R2488"
7,"R693","R14675","R219"
6,"R4690","R3148","R2359"
6,"R1874","R449","R185"
6,"R3260","R1178","R651"
7,"R442","R14567","R211"
4,"R1393","R179","R218"
7,"R1875","R449","R185"
NA,"R694","R14675","R219"
6,"R4829","R2059","R2589"
7,"R3723","R2727","R2552"
7,"R2398","R178","R305"
7,"R282","R14702","R173"
7,"R3123","R1831","R184"
7,"R5117","R2553","R3639"
7,"R3512","R14648","R623"
NA,"R3380","R1377","R984"
6,"R2560","R1594","R498"
7,"R283","R14702","R173"
6,"R1394","R179","R218"
6,"R4534","R2059","R1212"
6,"R4969","R799","R3667"
5,"R4098","R1702","R2941"
7,"R2399","R178","R305"
2,"R1259","R622","R223"
6,"R3002","R14681","R1659"
NA,"R41","R14717","R15"
7,"R3848","R1702","R1444"
NA,"R14758","R16528","R16528"
7,"R284","R14702","R173"
NA,"R5118","R2553","R3639"
6,"R5337","R4127","R2058"
NA,"R443","R14567","R211"
6,"R1876","R449","R185"
6,"R3571","R14723","R648"
6,"R4830","R2059","R2589"
7,"R2731","R14587","R260"
7,"R3993","R2727","R2488"
NA,"R3124","R1831","R184"
NA,"R3381","R1377","R984"
7,"R3994","R2727","R2488"
NA,"R3849","R1702","R1444"
NA,"R4970","R799","R3667"
2,"R1395","R179","R218"
7,"R3850","R1702","R1444"
NA,"R5119","R2553","R3639"
7,"R5191","R4073","R2960"
7,"R4099","R1702","R2941"
7,"R2298","R1085","R1232"
6,"R3513","R14648","R623"
NA,"R4831","R2059","R2589"
6,"R695","R14675","R219"
5,"R3851","R1702","R1444"
6,"R3572","R14723","R648"
NA,"R3077","R1943","R224"
6,"R5192","R4073","R2960"
NA,"R14759","R16528","R16528"
6,"R4917","R2870","R2476"
NA,"R4100","R1702","R2941"
3,"R2400","R178","R305"
NA,"R3382","R1377","R984"
NA,"R4832","R2059","R2589"
NA,"R444","R14567","R211"
7,"R1598","R799","R624"
NA,"R4101","R1702","R2941"
6,"R4384","R1564","R3147"
NA,"R3514","R14648","R623"
NA,"R124","R83","R50"
5,"R3573","R14723","R648"
7,"R445","R14567","R211"
NA,"R3383","R1377","R984"
6,"R2159","R1178","R623"
NA,"R3261","R1178","R651"
6,"R972","R239","R253"
6,"R2401","R178","R305"
NA,"R5193","R4073","R2960"
6,"R2865","R2039","R1431"
6,"R1551","R14642","R538"
7,"R5338","R4127","R2058"
NA,"R4833","R2059","R2589"
NA,"R3078","R1943","R224"
7,"R696","R14675","R219"
NA,"R4102","R1702","R2941"
NA,"R3574","R14723","R648"
NA,"R3852","R1702","R1444"
7,"R4385","R1564","R3147"
NA,"R1552","R14642","R538"
7,"R2561","R1594","R498"
7,"R3853","R1702","R1444"
6,"R4389","R3310","R2057"
NA,"R14760","R14657","R14704"
5,"R3262","R1178","R651"
3,"R2562","R1594","R498"
NA,"R14761","R3109","R14620"
6,"R3515","R14648","R623"
1,"R1260","R622","R223"
NA,"R26","R22","R14613"
7,"R285","R14702","R173"
5,"R4535","R2059","R1212"
7,"R2563","R1594","R498"
6,"R286","R14702","R173"
7,"R471","R14675","R187"
NA,"R3125","R1831","R184"
6,"R697","R14675","R219"
NA,"R3263","R1178","R651"
3,"R1261","R622","R223"
7,"R698","R14675","R219"
5,"R2299","R1085","R1232"
7,"R5339","R4127","R2058"
7,"R446","R14567","R211"
7,"R2300","R1085","R1232"
7,"R1599","R799","R624"
NA,"R4971","R799","R3667"
3,"R1262","R622","R223"
7,"R2732","R14587","R260"
6,"R1553","R14642","R538"
6,"R2733","R14587","R260"
7,"R3995","R2727","R2488"
6,"R4536","R2059","R1212"
5,"R3996","R2727","R2488"
6,"R2866","R2039","R1431"
7,"R1263","R622","R223"
NA,"R4834","R2059","R2589"
6,"R5005","R799","R3086"
6,"R2402","R178","R305"
NA,"R973","R239","R253"
7,"R3724","R2727","R2552"
6,"R2564","R1594","R498"
7,"R3003","R14681","R1659"
6,"R1600","R799","R624"
NA,"R4386","R1564","R3147"
7,"R974","R239","R253"
6,"R5120","R2553","R3639"
5,"R3516","R14648","R623"
7,"R5340","R4127","R2058"
NA,"R74","R52","R56"
NA,"R14762","R16528","R16528"
7,"R3467","R2553","R1441"
6,"R2565","R1594","R498"
NA,"R975","R239","R253"
NA,"R14763","R14718","R16528"
5,"R2160","R1178","R623"
NA,"R3575","R14723","R648"
NA,"R3264","R1178","R651"
5,"R1264","R622","R223"
NA,"R3384","R1377","R984"
NA,"R5121","R2553","R3639"
7,"R2161","R1178","R623"
NA,"R4537","R2059","R1212"
7,"R4696","R1215","R2057"
3,"R699","R14675","R219"
NA,"R5194","R4073","R2960"
7,"R3576","R14723","R648"
7,"R2301","R1085","R1232"
6,"R5195","R4073","R2960"
5,"R447","R14567","R211"
7,"R4387","R1564","R3147"
7,"R3265","R1178","R651"
7,"R14764","R1178","R623"
7,"R4103","R1702","R2941"
NA,"R607","R14608","R153"
4,"R2162","R1178","R623"
6,"R608","R14608","R153"
NA,"R1877","R449","R185"
7,"R3577","R14723","R648"
6,"R976","R239","R253"
7,"R2566","R1594","R498"
7,"R850","R258","R206"
7,"R14765","R1564","R3147"
7,"R3997","R2727","R2488"
7,"R2734","R14587","R260"
6,"R609","R14608","R153"
NA,"R4104","R1702","R2941"
NA,"R14766","R14702","R14699"
7,"R5341","R4127","R2058"
5,"R4697","R1215","R2057"
5,"R1396","R179","R218"
7,"R2867","R2039","R1431"
7,"R3854","R1702","R1444"
1,"R1265","R622","R223"
7,"R5196","R4073","R2960"
6,"R2868","R2039","R1431"
6,"R5342","R4127","R2058"
7,"R2302","R1085","R1232"
4,"R1108","R255","R234"
6,"R4835","R2059","R2589"
NA,"R14767","R16528","R16528"
NA,"R3855","R1702","R1444"
6,"R1554","R14642","R538"
NA,"R2403","R178","R305"
1,"R3266","R1178","R651"
7,"R2404","R178","R305"
6,"R1109","R255","R234"
7,"R3856","R1702","R1444"
NA,"R5197","R4073","R2960"
7,"R287","R14702","R173"
5,"R2163","R1178","R623"
7,"R977","R239","R253"
7,"R1878","R449","R185"
5,"R851","R258","R206"
NA,"R3126","R1831","R184"
NA,"R4836","R2059","R2589"
6,"R3267","R1178","R651"
7,"R2164","R1178","R623"
6,"R5343","R4127","R2058"
7,"R5198","R4073","R2960"
6,"R610","R14608","R153"
6,"R4388","R1564","R3147"
6,"R1397","R179","R218"
NA,"R2869","R2039","R1431"
6,"R3578","R14723","R648"
7,"R1398","R179","R218"
NA,"R614","R14702","R176"
6,"R3999","R2553","R1545"
6,"R289","R14583","R134"
6,"R4251","R2672","R2933"
6,"R615","R14702","R176"
5,"R1739","R449","R800"
7,"R978","R14568","R237"
NA,"R3727","R14651","R226"
7,"R1110","R14697","R230"
6,"R3005","R1377","R217"
4,"R2871","R14648","R648"
7,"R2736","R1702","R1216"
6,"R979","R14568","R237"
5,"R4252","R2672","R2933"
7,"R5199","R4174","R3311"
6,"R3268","R2319","R1701"
7,"R5200","R4174","R3311"
NA,"R2405","R258","R1612"
5,"R2007","R196","R1212"
NA,"R4699","R2870","R2940"
6,"R701","R179","R224"
6,"R4000","R2553","R1545"
7,"R1111","R14697","R230"
6,"R2165","R14711","R1458"
6,"R3132","R449","R244"
6,"R5201","R4174","R3311"
NA,"R1879","R14642","R228"
NA,"R2567","R1368","R1595"
5,"R2303","R258","R538"
7,"R1399","R14672","R479"
7,"R4001","R2553","R1545"
NA,"R14768","R14728","R14607"
6,"R1400","R14672","R479"
4,"R2568","R1368","R1595"
7,"R5344","R2534","R1444"
7,"R3728","R14651","R226"
6,"R1740","R449","R800"
NA,"R5202","R4174","R3311"
NA,"R5122","R4073","R2080"
7,"R2600","R238","R1696"
NA,"R702","R179","R224"
6,"R1741","R449","R800"
6,"R3006","R1377","R217"
7,"R3385","R2608","R1007"
6,"R4253","R2672","R2933"
7,"R1742","R449","R800"
7,"R2737","R1702","R1216"
7,"R3392","R165","R648"
NA,"R3386","R2608","R1007"
6,"R3857","R2079","R2683"
5,"R3133","R449","R244"
5,"R980","R14568","R237"
NA,"R3134","R449","R244"
7,"R2738","R1702","R1216"
6,"R2569","R1368","R1595"
7,"R1112","R14697","R230"
6,"R4837","R3148","R2800"
7,"R703","R179","R224"
5,"R1743","R449","R800"
NA,"R4700","R2870","R2940"
7,"R2008","R196","R1212"
6,"R3007","R1377","R217"
NA,"R2304","R258","R538"
NA,"R1559","R14608","R201"
7,"R2872","R14648","R648"
7,"R3579","R2526","R1959"
NA,"R1880","R14642","R228"
6,"R3729","R14651","R226"
6,"R2570","R1368","R1595"
6,"R5123","R4073","R2080"
6,"R2873","R14648","R648"
NA,"R14769","R16528","R16528"
6,"R5345","R2534","R1444"
5,"R2320","R258","R1002"
7,"R1601","R799","R211"
NA,"R5203","R4174","R3311"
7,"R2166","R14711","R1458"
7,"R3580","R2526","R1959"
NA,"R14770","R1377","R14647"
NA,"R4390","R3310","R2057"
NA,"R4538","R3109","R14679"
7,"R1560","R14608","R201"
6,"R1881","R14642","R228"
7,"R4838","R3148","R2800"
NA,"R2601","R238","R1696"
7,"R704","R179","R224"
NA,"R4539","R3109","R14679"
4,"R2571","R1368","R1595"
6,"R2602","R238","R1696"
7,"R3149","R1377","R2075"
7,"R960","R179","R224"
1,"R4391","R3310","R2057"
6,"R1561","R14608","R201"
7,"R2167","R14711","R1458"
NA,"R4701","R2870","R2940"
6,"R1882","R14642","R228"
6,"R1023","R14702","R176"
6,"R3135","R449","R244"
6,"R4702","R2870","R2940"
6,"R2739","R1702","R1216"
3,"R1113","R14697","R230"
NA,"R1401","R14672","R479"
6,"R1883","R14642","R228"
5,"R4972","R2534","R3775"
7,"R3387","R2608","R1007"
NA,"R4703","R2870","R2940"
6,"R3136","R449","R244"
6,"R2009","R196","R1212"
NA,"R5204","R4174","R3311"
2,"R4839","R3148","R2800"
NA,"R4704","R2870","R2940"
NA,"R3581","R2526","R1959"
NA,"R3137","R449","R244"
6,"R3388","R2608","R1007"
6,"R1114","R14697","R230"
7,"R3582","R2526","R1959"
6,"R981","R14568","R237"
NA,"R16","R6","R8"
6,"R4705","R2870","R2940"
NA,"R4540","R3109","R14679"
7,"R3517","R2174","R2038"
NA,"R14771","R165","R14707"
6,"R2603","R238","R1696"
6,"R1884","R14642","R228"
6,"R5205","R4174","R3311"
7,"R4002","R2553","R1545"
4,"R2010","R196","R1212"
6,"R3127","R1831","R184"
NA,"R63","R33","R38"
NA,"R3583","R2526","R1959"
7,"R705","R179","R224"
6,"R3518","R2174","R2038"
7,"R3584","R2526","R1959"
7,"R3585","R2526","R1959"
NA,"R75","R33","R29"
7,"R4254","R2672","R2933"
NA,"R4706","R2870","R2940"
NA,"R2604","R238","R1696"
NA,"R4392","R3310","R2057"
NA,"R53","R10","R14626"
7,"R3269","R2319","R1701"
NA,"R3858","R2079","R2683"
6,"R3008","R1377","R217"
7,"R4003","R2553","R1545"
6,"R2740","R1702","R1216"
6,"R852","R165","R122"
6,"R3519","R2174","R2038"
6,"R616","R14702","R176"
7,"R2168","R14711","R1458"
NA,"R5124","R4073","R2080"
7,"R2169","R14711","R1458"
NA,"R4393","R3310","R2057"
7,"R5206","R4174","R3311"
NA,"R4541","R3109","R14679"
NA,"R2011","R196","R1212"
6,"R617","R14702","R176"
NA,"R3859","R2079","R2683"
7,"R3860","R2079","R2683"
6,"R1602","R799","R211"
7,"R618","R14702","R176"
7,"R3586","R2526","R1959"
NA,"R4542","R3109","R14679"
5,"R619","R14702","R176"
6,"R3270","R2319","R1701"
NA,"R4707","R2870","R2940"
5,"R4394","R3310","R2057"
7,"R2741","R1702","R1216"
7,"R5346","R2534","R1444"
NA,"R2170","R14711","R1458"
6,"R3888","R190","R1697"
NA,"R982","R14568","R237"
NA,"R3730","R14651","R226"
NA,"R4543","R3109","R14679"
6,"R983","R14568","R237"
6,"R4544","R3109","R14679"
6,"R3389","R2608","R1007"
NA,"R266","R14702","R132"
7,"R4004","R2553","R1545"
7,"R2171","R14711","R1458"
7,"R4708","R2870","R2940"
7,"R3009","R1377","R217"
NA,"R2840","R1068","R1693"
7,"R3861","R2079","R2683"
6,"R2012","R196","R1212"
NA,"R4840","R3148","R2800"
7,"R3010","R1377","R217"
6,"R1402","R14672","R479"
7,"R2013","R196","R1212"
7,"R3138","R449","R244"
6,"R2742","R1702","R1216"
6,"R1403","R14672","R479"
6,"R3731","R14651","R226"
NA,"R5207","R4174","R3311"
NA,"R4841","R3148","R2800"
6,"R2572","R1368","R1595"
7,"R5347","R2534","R1444"
6,"R1603","R799","R211"
6,"R3862","R2079","R2683"
NA,"R3011","R1377","R217"
7,"R2172","R14711","R1458"
6,"R4842","R3148","R2800"
2,"R1115","R14697","R230"
7,"R5125","R4073","R2080"
NA,"R3390","R2608","R1007"
7,"R4005","R2553","R1545"
5,"R620","R14702","R176"
NA,"R2605","R238","R1696"
NA,"R14772","R16528","R16528"
3,"R4843","R3148","R2800"
6,"R3139","R449","R244"
6,"R4844","R3148","R2800"
6,"R1562","R14608","R201"
NA,"R5348","R2534","R1444"
6,"R3587","R2526","R1959"
NA,"R137","R52","R48"
7,"R2874","R14648","R648"
NA,"R3588","R2526","R1959"
6,"R2743","R1702","R1216"
NA,"R92","R68","R47"
7,"R3863","R2079","R2683"
7,"R1116","R14697","R230"
7,"R5126","R4073","R2080"
7,"R2606","R238","R1696"
5,"R2406","R258","R1612"
7,"R2744","R1702","R1216"
7,"R4395","R3310","R2057"
7,"R4973","R2534","R3775"
NA,"R4255","R2672","R2933"
6,"R706","R179","R224"
6,"R3012","R1377","R217"
1,"R1563","R14608","R201"
7,"R3013","R1377","R217"
5,"R2173","R14711","R1458"
4,"R4396","R3310","R2057"
7,"R14773","R16528","R16528"
6,"R5127","R4073","R2080"
NA,"R1410","R14695","R230"
NA,"R625","R14702","R230"
6,"R3141","R1215","R1696"
6,"R2175","R1178","R481"
6,"R4257","R3228","R2589"
6,"R1118","R256","R16528"
6,"R1411","R14695","R230"
NA,"R152","R14696","R117"
6,"R2407","R1594","R226"
6,"R3733","R1377","R1700"
6,"R3393","R165","R648"
7,"R985","R165","R185"
NA,"R3272","R2174","R228"
7,"R4106","R1377","R1086"
6,"R3864","R2870","R1378"
7,"R4948","R2534","R1944"
NA,"R2293","R1384","R260"
NA,"R3590","R2174","R1694"
7,"R1274","R258","R16528"
7,"R1119","R256","R16528"
5,"R4258","R3228","R2589"
6,"R3591","R2174","R1694"
6,"R4545","R3452","R3391"
7,"R3521","R2526","R1660"
7,"R1566","R14608","R197"
5,"R3592","R2174","R1694"
6,"R4546","R3452","R3391"
7,"R2609","R1440","R244"
6,"R4107","R1377","R1086"
6,"R1605","R539","R700"
6,"R3273","R2174","R228"
7,"R4397","R1497","R1595"
5,"R1606","R539","R700"
7,"R986","R165","R185"
2,"R3014","R1215","R480"
6,"R3865","R2870","R1378"
7,"R1607","R539","R700"
7,"R2875","R1831","R1575"
6,"R1608","R539","R700"
7,"R2610","R1440","R244"
6,"R4009","R2672","R2839"
6,"R1275","R258","R307"
7,"R2611","R1440","R244"
5,"R1744","R622","R172"
NA,"R5349","R3773","R3204"
NA,"R5208","R1667","R3638"
7,"R3274","R2174","R228"
7,"R3522","R2526","R1660"
6,"R2408","R1594","R226"
NA,"R4974","R1667","R3247"
6,"R4108","R1377","R1086"
6,"R2573","R14564","R1697"
7,"R4712","R2553","R1595"
6,"R4010","R2672","R2839"
7,"R3142","R1215","R1696"
5,"R4259","R3228","R2589"
5,"R1567","R14608","R197"
6,"R3143","R1215","R1696"
6,"R626","R14702","R230"
5,"R2612","R1440","R244"
NA,"R3275","R2174","R228"
7,"R3394","R165","R648"
NA,"R1276","R258","R307"
7,"R3955","R190","R1216"
7,"R708","R238","R116"
4,"R4011","R2672","R2839"
7,"R1277","R258","R307"
7,"R4975","R1667","R3247"
6,"R290","R14568","R187"
5,"R2176","R1178","R481"
5,"R3276","R2174","R228"
3,"R3015","R1215","R480"
NA,"R4260","R3228","R2589"
6,"R2876","R1831","R1575"
7,"R3144","R1215","R1696"
6,"R1278","R258","R307"
5,"R2877","R1831","R1575"
NA,"R5209","R1667","R3638"
NA,"R4976","R1667","R3247"
NA,"R3734","R1377","R1700"
NA,"R4993","R2534","R2671"
6,"R4163","R3228","R2038"
6,"R1568","R14608","R197"
3,"R2574","R14564","R1697"
7,"R2409","R1594","R226"
6,"R1412","R14695","R230"
