"Mean","GenCoeff","InbrdCoeff","HS_10Mo","HS_IFT","HS10Mo_YMrc","HSIFT_YMrc","altDogID"
1,12.43,0.07,4,2,66,201703,"R12412"
1,12.43,0.07,0,5,0,201703,"R12413"
1,12.43,0.07,4,5,66,66,"R12414"
1,15.08,0.16,5,5,66,201703,"R12416"
1,15.08,0.16,5,5,66,201705,"R12418"
1,15.08,0.16,5,5,66,201703,"R12419"
1,15.08,0.16,5,5,66,201701,"R12420"
1,15.08,0.16,0,5,0,201705,"R12421"
1,15.08,0.16,5,5,66,201703,"R12422"
1,15.08,0.16,5,4,66,66,"R12423"
1,14.45,0.14,5,5,66,201705,"R12425"
1,14.45,0.14,5,5,66,66,"R12426"
1,14.45,0.14,0,5,0,66,"R12427"
1,14.45,0.14,5,2,66,201705,"R12429"
1,14.45,0.14,5,5,66,66,"R12430"
1,11.08,0.03,5,5,66,201705,"R12431"
1,11.08,0.03,5,5,66,201703,"R12432"
1,11.08,0.03,5,5,66,66,"R12433"
1,11.08,0.03,5,5,66,201705,"R12434"
1,11.08,0.03,0,5,0,201703,"R12435"
1,11.08,0.03,5,0,66,0,"R12440"
1,11.08,0.03,5,5,66,66,"R12441"
1,14.87,0.15,5,5,66,201705,"R12445"
1,14.87,0.15,5,5,66,201705,"R12447"
1,14.87,0.15,3,2,66,66,"R12448"
1,14.87,0.15,5,5,66,66,"R12450"
1,12.87,0.08,5,5,66,66,"R12451"
1,12.87,0.08,3,3,66,201706,"R12454"
1,12.87,0.08,0,5,0,201705,"R12456"
1,12.87,0.08,5,4,66,201705,"R12457"
1,12.87,0.08,2,1,66,201705,"R12458"
1,14.83,0.13,5,5,66,201705,"R12459"
1,14.83,0.13,5,5,66,201705,"R12460"
1,14.83,0.13,5,5,66,66,"R12461"
1,14.83,0.13,5,5,66,66,"R12463"
1,14.89,0.15,5,5,66,201705,"R12465"
1,14.89,0.15,5,5,66,201705,"R12466"
1,14.89,0.15,5,5,66,201705,"R12467"
1,14.62,0.13,1,4,66,201706,"R12468"
1,14.62,0.13,5,0,66,0,"R12471"
1,14.62,0.13,0,5,0,201703,"R12473"
1,14.62,0.13,5,5,66,201703,"R12474"
1,14.62,0.13,5,5,66,201705,"R12475"
1,14.62,0.13,5,5,66,201706,"R12477"
1,11.86,0.03,5,5,66,201705,"R12479"
1,11.86,0.03,5,5,66,201705,"R12480"
1,14.53,0.15,5,5,66,201706,"R12483"
1,14.53,0.15,4,5,66,201705,"R12485"
1,14.53,0.15,4,5,66,201706,"R12487"
1,14.53,0.13,5,5,66,201706,"R12491"
1,14.53,0.13,5,5,66,201706,"R12494"
1,14.83,0.15,0,5,0,201706,"R12496"
1,14.83,0.15,5,5,66,201706,"R12498"
1,14.83,0.15,5,5,66,66,"R12502"
1,14.82,0.15,5,5,66,201706,"R12503"
1,14.82,0.15,5,5,66,201706,"R12504"
1,14.82,0.15,0,5,0,201612,"R12505"
1,14.82,0.15,5,5,66,201705,"R12506"
1,14.82,0.15,5,5,66,201706,"R12507"
1,14.81,0.14,0,5,0,201705,"R12509"
1,14.81,0.14,4,5,201701,201706,"R12510"
1,14.81,0.14,4,5,201702,201706,"R12512"
1,14.81,0.14,5,5,201701,201706,"R12513"
1,14.81,0.14,5,5,201701,201705,"R12515"
1,14.37,0.16,5,5,201701,201707,"R12516"
1,14.37,0.16,0,5,0,201706,"R12517"
1,14.37,0.16,5,5,201701,201706,"R12519"
1,14.37,0.16,5,5,201701,201706,"R12520"
1,14.37,0.16,0,5,0,201707,"R12521"
1,14.37,0.16,4,0,201701,0,"R12522"
1,14.66,0.14,4,5,66,201702,"R12523"
1,14.66,0.14,5,5,201702,201706,"R12525"
1,14.66,0.14,5,5,201701,201706,"R12526"
1,14.66,0.14,4,4,201701,201706,"R12528"
1,14.67,0.15,5,5,201702,201706,"R12530"
1,14.67,0.15,2,4,201701,201705,"R12532"
1,14.67,0.15,1,5,201701,201703,"R12533"
1,14.67,0.15,0,5,0,201705,"R12534"
1,14.67,0.15,5,5,201701,201706,"R12536"
1,15.02,0.15,5,5,201701,201708,"R12537"
1,15.02,0.15,5,5,201702,201708,"R12538"
1,15.02,0.15,5,5,201701,201706,"R12540"
1,15.02,0.15,5,5,201701,201707,"R12541"
1,15.18,0.17,5,5,201701,201707,"R12542"
1,14.22,0.15,5,5,201702,201706,"R12543"
1,14.22,0.15,4,5,201701,201706,"R12544"
1,14.22,0.15,4,5,201701,201707,"R12545"
1,14.22,0.15,4,5,201701,201706,"R12547"
1,14.22,0.15,5,5,201701,201707,"R12549"
1,14.22,0.15,5,5,201701,201707,"R12550"
1,15.04,0.15,4,5,201701,201708,"R12551"
1,15.04,0.15,4,5,201702,201706,"R12552"
1,15.04,0.15,5,5,201702,201708,"R12557"
1,15.04,0.15,5,5,201702,201707,"R12559"
1,15.04,0.15,5,5,201701,201707,"R12560"
1,14.38,0.15,5,0,201701,0,"R12562"
1,14.38,0.15,0,5,0,201707,"R12564"
1,14.38,0.15,4,5,201701,201708,"R12566"
1,14.38,0.15,5,3,201701,201707,"R12567"
1,14.38,0.15,5,5,201701,201707,"R12568"
1,13.51,0.13,0,5,0,201707,"R12569"
1,13.51,0.13,0,5,0,201708,"R12571"
1,13.51,0.13,4,5,201701,201708,"R12572"
1,13.51,0.13,5,5,201701,201708,"R12573"
1,13.51,0.13,0,5,0,201708,"R12575"
1,13.51,0.13,0,5,0,201708,"R12576"
1,14.28,0.15,4,4,201702,201707,"R12577"
1,14.28,0.15,4,5,201701,201707,"R12578"
1,14.28,0.15,5,5,201701,201707,"R12579"
1,14.5,0.14,5,0,201702,0,"R12582"
1,14.5,0.14,4,5,201702,201707,"R12583"
1,14.5,0.14,5,3,201702,201708,"R12584"
1,14.5,0.14,0,5,0,201707,"R12585"
1,14.5,0.14,5,5,201702,201708,"R12586"
1,14.7,0.14,5,5,201702,201707,"R12587"
1,14.7,0.14,5,5,201702,201708,"R12589"
1,14.7,0.14,5,5,201702,201707,"R12590"
1,14.7,0.14,5,5,201702,201707,"R12591"
1,14.7,0.14,5,5,201703,201708,"R12592"
1,14.26,0.12,4,5,201703,201708,"R12593"
1,14.26,0.12,5,5,201702,201708,"R12594"
1,14.26,0.12,5,5,201702,201709,"R12596"
1,14.26,0.12,0,5,0,201708,"R12598"
1,12.56,0.12,4,5,201702,201708,"R12600"
1,12.56,0.12,5,0,201702,0,"R12602"
1,12.56,0.12,4,5,201702,201709,"R12603"
1,12.56,0.12,5,5,201703,201708,"R12604"
1,14.65,0.15,5,5,201702,201708,"R12607"
1,14.65,0.15,4,5,201704,201707,"R12608"
1,14.65,0.15,5,5,201704,201709,"R12609"
1,14.65,0.15,5,5,201704,201709,"R12611"
1,14.19,0.16,0,4,0,201707,"R12613"
1,14.19,0.16,5,5,201702,201708,"R12614"
1,14.19,0.16,5,5,66,201708,"R12615"
1,14.19,0.16,5,5,201703,201708,"R12616"
1,14.19,0.16,4,2,201704,201708,"R12617"
1,14.19,0.16,3,2,201703,201709,"R12618"
1,14.19,0.16,5,5,201701,201709,"R12619"
1,14.19,0.16,5,5,201702,201709,"R12620"
1,12.16,0.08,0,5,0,201709,"R12622"
1,12.16,0.08,5,5,201702,201708,"R12623"
1,12.16,0.08,4,5,201703,201709,"R12625"
1,12.16,0.08,4,5,201702,201709,"R12626"
1,12.16,0.08,5,5,201702,201709,"R12627"
1,14.75,0.15,5,5,201703,201708,"R12628"
1,14.75,0.15,5,4,201703,201708,"R12629"
1,14.75,0.15,5,5,201703,201709,"R12630"
1,14.75,0.15,4,0,201704,0,"R12631"
1,14.75,0.15,5,5,201703,201708,"R12632"
1,14.75,0.15,5,5,201702,201708,"R12633"
1,14.75,0.15,5,5,201703,201709,"R12634"
1,14.78,0.15,4,5,201703,201709,"R12636"
1,14.78,0.15,4,5,201704,201709,"R12637"
1,12.72,0.07,4,5,201704,201709,"R12640"
1,12.72,0.07,5,5,201704,201710,"R12642"
1,12.72,0.07,3,3,201703,201710,"R12643"
1,12.72,0.07,5,0,201703,0,"R12644"
1,12.72,0.07,5,5,201704,201709,"R12645"
1,14.65,0.14,5,5,201703,201711,"R12646"
1,14.65,0.14,3,3,201703,201707,"R12647"
1,14.65,0.14,5,5,201703,201710,"R12649"
1,14.65,0.14,3,5,201703,201709,"R12650"
1,12.39,0.07,5,5,201704,201710,"R12651"
1,12.39,0.07,5,5,201703,201710,"R12652"
1,12.39,0.07,5,5,201704,201709,"R12653"
1,12.39,0.07,5,5,201702,201710,"R12654"
1,12.39,0.07,5,5,201704,201710,"R12656"
1,12.39,0.07,5,5,201704,201710,"R12657"
1,12.39,0.07,5,5,201704,201709,"R12658"
1,15.08,0.16,0,5,0,201707,"R12659"
1,15.08,0.16,5,5,201703,201707,"R12660"
1,15.08,0.16,5,5,201704,201709,"R12663"
1,14.59,0.13,5,5,201704,201710,"R12664"
1,14.59,0.13,4,5,201703,201709,"R12667"
1,14.59,0.13,5,5,201704,201710,"R12668"
1,14.59,0.13,5,5,201704,201709,"R12669"
1,14.82,0.14,5,5,201704,201710,"R12670"
1,14.82,0.14,4,5,201704,201710,"R12671"
1,14.82,0.14,5,5,201704,201709,"R12672"
1,14.82,0.14,5,5,201703,201708,"R12673"
1,14.82,0.14,5,3,201704,201710,"R12674"
1,14.82,0.14,5,5,201703,201710,"R12675"
1,14.87,0.15,5,5,201705,201710,"R12676"
1,13.93,0.14,5,5,201706,201712,"R12681"
1,13.93,0.14,5,5,201705,201709,"R12682"
1,13.93,0.14,5,5,201704,201710,"R12683"
1,13.93,0.14,5,5,201705,201707,"R12684"
1,13.93,0.14,5,5,201705,201711,"R12685"
1,13.93,0.14,0,5,0,201711,"R12686"
1,13.93,0.14,5,0,201704,0,"R12687"
1,15.01,0.16,5,5,201704,201711,"R12688"
1,15.01,0.16,5,5,201704,201711,"R12689"
1,15.01,0.16,5,5,201705,201711,"R12690"
1,15.01,0.16,5,5,201704,201711,"R12692"
1,14.01,0.16,5,5,201704,201711,"R12693"
1,14.01,0.16,5,4,201706,201712,"R12694"
1,14.01,0.16,0,5,0,201711,"R12695"
1,14.01,0.16,5,5,201705,201711,"R12696"
1,14.01,0.16,5,5,201704,201710,"R12698"
1,14.01,0.16,5,5,201705,201711,"R12699"
1,14.01,0.16,5,5,201704,201802,"R12700"
1,14.35,0.16,3,3,201704,201711,"R12701"
1,14.35,0.16,4,2,201705,201712,"R12703"
1,14.35,0.16,5,4,201705,201711,"R12704"
1,14.35,0.16,5,5,201705,201711,"R12705"
1,12.61,0.11,5,5,201705,201710,"R12706"
1,12.61,0.11,5,5,201706,201711,"R12707"
1,12.61,0.11,5,4,201705,201707,"R12708"
1,12.61,0.11,5,5,201704,201711,"R12709"
1,14.95,0.14,5,5,201705,201712,"R12711"
1,14.95,0.14,5,5,201706,201711,"R12712"
1,14.95,0.14,5,5,201704,201712,"R12713"
1,14.95,0.14,5,5,201705,201712,"R12714"
1,14.95,0.14,5,5,201705,201712,"R12716"
1,14.95,0.14,0,5,0,201709,"R12719"
1,14.95,0.14,5,5,201706,201712,"R12720"
1,15.15,0.16,5,4,201704,201712,"R12732"
1,15.15,0.16,5,4,201705,201712,"R12734"
1,15.15,0.16,5,5,201704,201712,"R12735"
1,15.15,0.16,5,5,201706,201802,"R12736"
1,15.07,0.14,5,5,201705,201711,"R12737"
1,15.07,0.14,5,4,201706,201711,"R12738"
1,15.07,0.14,5,5,201706,201712,"R12740"
1,14.26,0.14,4,3,201705,201711,"R12741"
1,14.26,0.14,4,1,201705,201712,"R12743"
1,14.26,0.14,5,4,201706,201710,"R12744"
1,14.26,0.14,5,5,201705,201711,"R12747"
1,14.26,0.14,5,5,201706,201801,"R12748"
1,15.21,0.15,5,5,201704,201712,"R12750"
1,15.21,0.15,5,5,201706,201711,"R12751"
1,15.21,0.15,5,5,201705,201712,"R12756"
1,14.39,0.12,5,5,201705,201712,"R12757"
1,14.39,0.12,5,4,201705,201712,"R12758"
1,14.39,0.12,5,5,201706,201801,"R12759"
1,14.39,0.12,5,5,201705,201709,"R12760"
1,14.39,0.12,2,1,201705,201712,"R12761"
1,14.39,0.12,4,3,201705,201712,"R12763"
1,4.76,0.01,0,5,0,201608,"R12032"
1,14.84,0.13,5,5,201704,201801,"R12766"
1,14.84,0.13,0,5,0,201711,"R12767"
1,14.84,0.13,5,5,201705,201712,"R12768"
1,14.55,0.15,0,5,0,201801,"R12771"
1,14.55,0.15,5,5,201706,201712,"R12772"
1,14.55,0.15,5,0,201706,0,"R12773"
1,14.36,0.13,5,5,201704,201712,"R12778"
1,14.36,0.13,4,5,201706,201712,"R12779"
1,14.34,0.14,4,5,66,201802,"R12782"
1,14.34,0.14,5,5,201706,201802,"R12783"
1,14.34,0.14,5,5,201706,201712,"R12784"
1,14.34,0.14,5,5,201706,201711,"R12785"
1,14.34,0.14,5,5,201706,201801,"R12786"
1,14.34,0.14,5,5,201706,201712,"R12787"
1,14.34,0.14,0,5,0,201801,"R12788"
1,14.81,0.16,5,5,201708,201710,"R12798"
1,14.81,0.16,5,5,201706,201802,"R12799"
1,14.81,0.16,5,5,201706,201801,"R12800"
1,14.81,0.16,5,5,201706,201802,"R12804"
1,14.81,0.16,0,5,0,201707,"R12805"
1,14.81,0.16,5,5,66,201801,"R12806"
1,14.81,0.16,5,3,201708,201801,"R12807"
1,15.03,0.15,0,5,0,201801,"R12808"
1,15.03,0.15,5,5,66,201711,"R12810"
1,14.81,0.12,5,5,66,201802,"R12811"
1,14.81,0.12,5,5,201708,201803,"R12812"
1,14.81,0.12,5,3,201706,201801,"R12813"
1,14.81,0.12,5,5,201706,201802,"R12815"
1,14.81,0.12,0,5,0,201801,"R12816"
1,14.81,0.12,0,5,0,201801,"R12817"
1,14.81,0.12,5,5,201706,201802,"R12818"
1,14.81,0.12,5,5,201708,201801,"R12819"
1,14.95,0.16,5,5,66,201712,"R12820"
1,14.95,0.16,0,5,0,201802,"R12821"
1,14.95,0.16,0,5,0,201803,"R12822"
1,14.95,0.16,5,5,201706,201801,"R12824"
1,14.95,0.16,0,5,0,201802,"R12825"
1,5.53,0.01,0,5,0,201610,"R12040"
1,14.67,0.15,4,4,66,201802,"R12829"
1,14.67,0.15,5,5,201708,201802,"R12830"
1,14.67,0.15,5,5,201706,201804,"R12831"
1,14.67,0.15,5,5,66,201804,"R12832"
1,15.55,0.16,0,5,0,201802,"R12833"
1,15.55,0.16,5,4,201708,201712,"R12834"
1,15.55,0.16,5,5,201708,201802,"R12836"
1,15.1,0.15,5,5,66,201802,"R12837"
1,15.1,0.15,5,5,66,201802,"R12838"
1,15.1,0.15,0,5,0,201801,"R12839"
1,15.1,0.15,3,1,66,201803,"R12840"
1,15.1,0.15,0,5,0,201803,"R12842"
1,15.1,0.15,3,4,201708,201803,"R12843"
1,15.1,0.15,5,4,201708,201710,"R12844"
1,14.93,0.16,0,5,0,201802,"R12845"
1,14.68,0.15,4,4,201708,201801,"R12846"
1,14.68,0.15,0,5,0,201712,"R12848"
1,14.68,0.15,5,4,66,201803,"R12849"
1,14.68,0.15,5,5,66,201803,"R12850"
1,14.68,0.15,5,3,201708,201803,"R12852"
1,14.68,0.15,5,4,66,201802,"R12853"
1,14.68,0.15,4,4,66,201803,"R12854"
1,15.4,0.16,0,5,0,201802,"R12855"
1,15.4,0.16,5,5,66,201804,"R12858"
1,15.09,0.17,5,5,201708,201802,"R12859"
1,15.09,0.17,0,5,0,201804,"R12860"
1,15.09,0.17,0,5,0,201804,"R12861"
1,15.09,0.17,4,5,201708,201803,"R12862"
1,15.09,0.17,0,5,0,201803,"R12864"
1,14.42,0.14,0,4,0,201804,"R12865"
1,14.42,0.14,0,5,0,201804,"R12866"
1,14.42,0.14,5,4,201708,201803,"R12867"
1,14.42,0.14,5,4,201708,201803,"R12868"
1,14.42,0.14,3,2,201708,201804,"R12869"
1,14.42,0.14,0,5,0,201802,"R12870"
1,14.42,0.14,0,5,0,201803,"R12871"
1,14.42,0.14,0,5,0,201801,"R12872"
1,15.09,0.13,5,5,201708,201802,"R12873"
1,15.09,0.13,5,3,201708,201803,"R12875"
1,14.92,0.14,5,5,66,201801,"R12878"
1,14.92,0.14,5,5,66,201804,"R12879"
1,14.92,0.14,4,5,66,201801,"R12881"
1,14.92,0.14,5,5,201708,201804,"R12882"
1,14.92,0.14,5,5,66,201803,"R12884"
1,14.92,0.14,5,5,201708,201803,"R12885"
1,14.18,0.15,5,5,201708,201803,"R12887"
1,14.18,0.15,5,5,201708,201802,"R12889"
1,14.57,0.17,5,4,66,201803,"R12891"
1,14.57,0.17,0,5,0,201804,"R12892"
1,14.57,0.17,5,5,66,201803,"R12893"
1,14.57,0.17,0,5,0,201804,"R12894"
1,14.57,0.17,5,5,201708,201802,"R12895"
1,14.57,0.17,5,5,201708,201803,"R12896"
1,14.76,0.14,5,5,66,201804,"R12897"
1,14.76,0.14,5,5,66,201803,"R12899"
1,14.76,0.14,4,4,201708,201804,"R12900"
1,14.76,0.14,0,5,0,201803,"R12901"
1,14.76,0.14,5,5,201708,201804,"R12902"
1,14.62,0.14,5,5,66,201805,"R12903"
1,14.62,0.14,4,5,66,201803,"R12904"
1,14.62,0.14,5,5,66,201804,"R12905"
1,14.62,0.14,0,5,0,201804,"R12906"
1,14.62,0.14,0,5,0,201805,"R12908"
1,3.74,1e-09,0,5,0,201612,"R16459"
1,15.18,0.14,0,5,0,201804,"R12909"
1,15.18,0.14,5,5,66,201804,"R12910"
1,15.18,0.14,5,0,66,0,"R12911"
1,15.18,0.14,5,0,201708,0,"R12913"
1,15.18,0.14,5,5,66,201805,"R12916"
1,14.92,0.14,4,5,201711,201805,"R12918"
1,14.92,0.14,5,5,201708,201804,"R12919"
1,14.92,0.14,5,1,66,201803,"R12920"
1,14.92,0.14,5,5,66,201804,"R12921"
1,14.92,0.14,0,5,0,201804,"R12922"
1,14.92,0.14,4,3,66,201805,"R12924"
1,14.92,0.14,4,5,66,201805,"R12925"
1,15.57,0.16,5,5,66,201804,"R12927"
1,15.57,0.16,5,5,66,201803,"R12930"
1,15.57,0.16,0,5,0,201805,"R12933"
1,10.65,0.00800000137997961,5,5,201711,201805,"R12936"
1,10.65,0.00800000137997961,5,4,66,201804,"R12937"
1,10.65,0.00800000137997961,5,4,66,201806,"R12938"
1,10.65,0.00800000137997961,5,5,66,201806,"R12940"
1,10.65,0.00800000137997961,5,5,201711,201804,"R12943"
1,14.63,0.15,5,5,201711,201804,"R12945"
1,14.63,0.15,5,5,66,201805,"R12946"
1,14.63,0.15,5,5,201712,201804,"R12947"
1,14.63,0.15,5,5,201712,201801,"R12949"
1,14.63,0.15,5,5,201712,201806,"R12950"
1,14.63,0.15,5,4,66,201805,"R12951"
1,14.63,0.15,5,5,66,201806,"R12952"
1,14.87,0.13,0,4,0,201803,"R12954"
1,14.87,0.13,0,3,0,201805,"R12956"
1,14.87,0.13,0,5,0,201805,"R12957"
1,14.87,0.13,5,5,66,201805,"R12958"
1,14.87,0.13,5,5,66,201806,"R12959"
1,14.37,0.12,4,5,201712,201806,"R12960"
1,14.37,0.12,5,5,201712,201804,"R12962"
1,14.37,0.12,0,5,0,201805,"R12963"
1,14.37,0.12,5,5,201711,201805,"R12964"
1,14.79,0.14,5,5,201711,201806,"R12967"
1,14.79,0.14,0,5,0,201806,"R12969"
1,14.79,0.14,0,4,0,201804,"R12970"
1,14.79,0.14,5,5,201711,201805,"R12973"
1,14.81,0.12,5,5,66,201806,"R12974"
1,14.81,0.12,5,5,201712,201804,"R12975"
1,14.81,0.12,5,5,201711,201806,"R12977"
1,14.81,0.12,4,4,201712,201806,"R12978"
1,14.81,0.12,5,5,201711,201805,"R12979"
1,14.81,0.12,0,5,0,201805,"R12981"
1,14.81,0.12,5,5,201712,201802,"R12982"
1,14.81,0.12,5,5,201711,201805,"R12983"
1,14.47,0.13,2,1,201712,201806,"R12984"
1,14.47,0.13,3,4,201711,201805,"R12985"
1,14.47,0.13,5,4,201711,201806,"R12986"
1,14.47,0.13,3,3,201712,201807,"R12987"
1,14.47,0.13,3,1,66,201803,"R12988"
1,14.47,0.13,4,1,201711,201806,"R12990"
1,14.47,0.13,5,5,201712,201805,"R12991"
1,15.39,0.15,5,4,201711,201805,"R12992"
1,15.39,0.15,0,5,0,201807,"R12993"
1,15.39,0.15,5,5,201712,201807,"R12995"
1,15.39,0.15,0,5,0,201805,"R12996"
1,15.39,0.15,5,4,201711,201806,"R12997"
1,15.39,0.15,5,5,201801,201807,"R12998"
1,14.34,0.14,5,5,201712,201805,"R12999"
1,14.34,0.14,5,5,201711,201805,"R13000"
1,14.34,0.14,5,5,201711,201806,"R13001"
1,14.34,0.14,5,5,201801,201805,"R13002"
1,14.34,0.14,4,5,201712,201804,"R13003"
1,14.34,0.14,0,5,0,201807,"R13004"
1,14.34,0.14,5,5,201711,201805,"R13005"
1,14.34,0.14,5,5,201712,201807,"R13006"
1,14.72,0.15,5,5,201711,201806,"R13007"
1,14.72,0.15,0,5,0,201803,"R13009"
1,14.72,0.15,0,5,0,201807,"R13013"
1,9.62,0.00100000104749745,5,5,201711,201807,"R13014"
1,9.62,0.00100000104749745,5,5,201711,201806,"R13016"
1,9.62,0.00100000104749745,5,5,201801,201807,"R13017"
1,9.62,0.00100000104749745,5,5,201711,201807,"R13018"
1,9.62,0.00100000104749745,5,5,201711,201805,"R13021"
1,10.42,0.00600000105215406,0,4,0,201806,"R13022"
1,10.42,0.00600000105215406,3,4,201712,201807,"R13023"
1,10.42,0.00600000105215406,5,4,201801,201807,"R13024"
1,10.42,0.00600000105215406,5,5,201801,201807,"R13025"
1,14.68,0.14,4,5,201712,201807,"R13026"
1,14.68,0.14,5,5,201712,201809,"R13027"
1,14.68,0.14,5,5,201712,201806,"R13029"
1,14.68,0.14,5,5,201801,201808,"R13030"
1,14.68,0.14,4,5,201712,201807,"R13031"
1,14.68,0.14,5,5,201711,201809,"R13032"
1,9.92,0.00100000104749745,5,5,201712,201808,"R13035"
1,9.92,0.00100000104749745,5,5,201712,201807,"R13036"
1,9.92,0.00100000104749745,3,5,201712,201808,"R13037"
1,9.92,0.00100000104749745,0,5,0,201805,"R13038"
1,9.92,0.00100000104749745,5,5,66,201807,"R13039"
1,9.92,0.00100000104749745,5,5,201712,201807,"R13041"
1,14.72,0.15,5,0,201712,0,"R13042"
1,14.72,0.15,4,5,201801,201808,"R13043"
1,14.72,0.15,2,0,201712,0,"R13044"
1,14.72,0.15,5,4,201801,201807,"R13045"
1,14.41,0.13,5,5,201801,201806,"R13046"
1,14.41,0.13,5,5,201801,201808,"R13047"
1,14.41,0.13,5,5,201801,201808,"R13048"
1,14.41,0.13,4,0,201801,0,"R13050"
1,14.35,0.14,5,5,201711,201808,"R13052"
1,14.35,0.14,5,5,201712,201805,"R13054"
1,14.35,0.14,5,5,201801,201807,"R13055"
1,14.35,0.14,4,5,201801,201807,"R13056"
1,14.35,0.14,5,4,66,201808,"R13057"
1,14.35,0.14,0,5,0,201808,"R13058"
1,15.55,0.18,5,5,201801,201808,"R13059"
1,14.71,0.16,3,0,201801,0,"R13061"
1,14.71,0.16,3,4,201801,201807,"R13062"
1,14.71,0.16,5,3,66,201808,"R13064"
1,14.31,0.12,5,5,66,201809,"R13065"
1,14.31,0.12,5,5,201801,201809,"R13067"
1,14.31,0.12,5,5,66,201808,"R13069"
1,14.31,0.12,5,5,66,201808,"R13070"
1,14.31,0.12,4,5,66,201808,"R13071"
1,14.96,0.12,5,5,201801,201808,"R13072"
1,14.96,0.12,5,5,66,201808,"R13073"
1,14.96,0.12,5,5,66,201805,"R13075"
1,14.96,0.12,5,5,201801,201809,"R13076"
1,14.96,0.12,5,5,201801,201808,"R13077"
1,13.1,0.09,0,5,0,201808,"R13078"
1,13.1,0.09,4,3,201801,201809,"R13079"
1,13.1,0.09,5,5,66,201807,"R13081"
1,13.05,0.09,4,5,201801,201809,"R13084"
1,14.95,0.13,0,5,0,201808,"R13085"
1,14.95,0.13,0,5,0,201808,"R13086"
1,14.95,0.13,5,5,66,201807,"R13089"
1,14.95,0.13,4,4,66,201808,"R13090"
1,14.95,0.13,5,5,66,201809,"R13092"
1,14.6,0.14,5,5,66,201807,"R13094"
1,14.6,0.14,4,5,66,201810,"R13095"
1,14.6,0.14,4,5,66,201809,"R13096"
1,14.6,0.14,5,5,66,201809,"R13097"
1,14.6,0.14,4,5,66,201808,"R13098"
1,14.6,0.14,5,4,201804,201808,"R13099"
1,14.6,0.14,5,5,201804,201809,"R13100"
1,15.1,0.13,5,5,66,201809,"R13107"
1,14.81,0.16,5,5,201804,201810,"R13101"
1,14.81,0.16,3,5,201801,201809,"R13102"
1,14.81,0.16,5,5,201804,201807,"R13105"
1,16.02,0.16,5,5,201804,201812,"R13109"
1,16.02,0.16,4,5,66,201808,"R13110"
1,16.02,0.16,5,5,66,201808,"R13111"
1,16.02,0.16,5,5,66,201809,"R13113"
1,14.88,0.16,5,5,66,201810,"R13117"
1,14.88,0.16,5,2,66,201810,"R13119"
1,14.88,0.16,0,5,0,201809,"R13120"
1,14.59,0.13,3,2,66,201810,"R13125"
1,14.59,0.13,5,5,66,201808,"R13126"
1,14.59,0.13,5,5,66,201810,"R13127"
1,14.59,0.13,5,5,66,201808,"R13128"
1,14.59,0.13,5,5,66,201808,"R13129"
1,15.1,0.16,5,5,201804,201810,"R13131"
1,15.1,0.16,4,5,201805,201812,"R13134"
1,15.1,0.16,5,5,66,201810,"R13135"
1,15.48,0.16,5,5,201804,201810,"R13144"
1,15.48,0.16,5,5,201804,201810,"R13145"
1,15.48,0.16,5,5,66,201810,"R13146"
1,12.44,0.06,5,5,201804,201809,"R13136"
1,12.44,0.06,5,5,201804,201810,"R13139"
1,12.44,0.06,5,0,66,0,"R13140"
1,12.44,0.06,0,5,0,201806,"R13143"
1,13.02,0.1,5,5,66,201809,"R13151"
1,13.02,0.1,3,4,66,201810,"R13154"
1,13.02,0.1,5,5,66,201809,"R13156"
1,14.89,0.15,4,5,201804,201809,"R13157"
1,14.89,0.15,4,5,66,201810,"R13160"
1,14.89,0.15,4,5,66,201808,"R13163"
1,14.89,0.15,4,5,201804,201809,"R13164"
1,15.82,0.16,5,5,66,201808,"R13165"
1,15.82,0.16,4,5,201804,201810,"R13167"
1,12.54,0.06,4,0,201804,0,"R13169"
1,12.54,0.06,4,5,201804,201809,"R13170"
1,12.54,0.06,5,5,201805,201810,"R13171"
1,12.54,0.06,0,5,0,201809,"R13172"
1,12.54,0.06,5,5,201804,201812,"R13173"
1,12.54,0.06,5,5,201804,201809,"R13177"
1,15.33,0.16,5,5,201804,201810,"R13178"
1,15.33,0.16,3,4,201804,201901,"R13179"
1,15.33,0.16,5,5,201804,201810,"R13181"
1,15.33,0.16,5,5,201804,201810,"R13186"
1,15.49,0.16,5,5,66,201812,"R13191"
1,15.49,0.16,5,5,201804,201812,"R13192"
1,15.49,0.16,5,5,201805,201901,"R13193"
1,15.49,0.16,4,5,201805,201810,"R13194"
1,15.49,0.16,5,5,201804,201812,"R13195"
1,15.49,0.16,0,5,0,201805,"R13196"
1,15.49,0.16,4,4,201805,201812,"R13197"
1,15.02,0.14,5,5,201804,201812,"R13200"
1,15.02,0.14,5,5,201805,201809,"R13201"
1,15.02,0.14,5,5,201804,201809,"R13204"
1,15.02,0.14,5,5,201804,201810,"R13205"
1,13.87,0.11,5,0,201804,0,"R13207"
1,13.87,0.11,5,5,201804,201810,"R13209"
1,15.56,0.17,0,5,0,201901,"R13210"
1,15.56,0.17,5,5,201805,201810,"R13211"
1,15.56,0.17,4,5,201805,201901,"R13213"
1,15.56,0.17,5,5,201804,201812,"R13215"
1,15.56,0.17,4,5,201805,201812,"R13216"
1,10.81,0.01,5,5,201804,201810,"R13218"
