"Mean","GenCoeff","InbrdCoeff","HS_10Mo","HS_IFT","HS10Mo_YMrc","HSIFT_YMrc","altDogID"
1,13.67,0.14,0,4,0,201511,"R11591"
1,13.67,0.14,0,5,0,201507,"R11592"
1,13.67,0.14,0,5,0,201508,"R11593"
1,13.67,0.14,0,5,0,201508,"R11597"
1,13.67,0.14,5,5,66,201507,"R11599"
1,13.67,0.14,0,4,0,201507,"R11600"
1,14.2,0.13,5,5,201503,201507,"R11601"
1,14.2,0.13,5,5,66,201503,"R11602"
1,14.2,0.13,5,5,201502,201508,"R11603"
1,14.2,0.13,0,5,0,201508,"R11604"
1,14.2,0.13,0,5,0,201507,"R11605"
1,14.2,0.13,0,4,0,201508,"R11606"
1,14.2,0.13,5,5,201502,201506,"R11607"
1,14.2,0.13,0,5,0,201507,"R11608"
1,14.2,0.13,5,5,201504,201509,"R11609"
1,13.67,0.12,3,4,201503,201508,"R11621"
1,13.67,0.12,5,5,66,201510,"R11623"
1,14.39,0.14,5,5,201502,201509,"R11624"
1,14.39,0.14,5,5,66,201508,"R11625"
1,14.39,0.14,5,5,201502,201508,"R11627"
1,14.39,0.14,0,4,0,201510,"R11630"
1,14.39,0.14,5,5,66,201507,"R11631"
1,14.39,0.14,0,5,0,201507,"R11632"
1,13.59,0.12,0,5,0,201506,"R11633"
1,13.59,0.12,0,4,0,201507,"R11635"
1,13.59,0.12,0,5,0,201507,"R11636"
1,13.59,0.12,0,5,0,201509,"R11637"
1,13.59,0.12,0,4,0,201507,"R11638"
1,13.8,0.13,5,5,66,201508,"R11639"
1,13.8,0.13,5,5,201502,201507,"R11640"
1,13.8,0.13,0,5,0,201510,"R11641"
1,13.8,0.13,5,5,66,201508,"R11642"
1,13.8,0.13,5,5,201504,201507,"R11643"
1,13.8,0.13,5,5,201502,201508,"R11645"
1,13.63,0.09,5,5,66,201509,"R11647"
1,13.63,0.09,5,5,201503,201509,"R11648"
1,13.63,0.09,5,5,201503,201509,"R11650"
1,13.63,0.09,5,5,201502,201509,"R11651"
1,13.63,0.09,5,5,201502,201508,"R11652"
1,13.63,0.09,0,5,0,201508,"R11653"
1,13.63,0.09,5,5,201502,201508,"R11654"
1,13.63,0.09,5,5,66,201507,"R11655"
1,13.88,0.12,0,5,0,201508,"R11657"
1,13.88,0.12,3,5,201502,201509,"R11659"
1,13.88,0.12,5,5,66,201507,"R11660"
1,13.88,0.12,5,5,201503,201508,"R11661"
1,13.61,0.11,5,5,201503,201509,"R11662"
1,13.61,0.11,0,4,0,201509,"R11663"
1,13.61,0.11,0,5,0,201510,"R11664"
1,13.61,0.11,0,4,0,201510,"R11665"
1,13.61,0.11,0,5,0,201603,"R11666"
1,13.61,0.11,5,5,201502,201510,"R11667"
1,13.61,0.11,0,5,0,201603,"R11668"
1,13.61,0.11,5,5,201504,201509,"R11669"
1,13.55,0.12,5,5,201502,201509,"R11671"
1,13.55,0.12,5,4,201504,201509,"R11672"
1,13.55,0.12,5,4,66,201509,"R11674"
1,13.55,0.12,5,5,66,201509,"R11676"
1,13.57,0.12,5,5,201502,201509,"R11678"
1,13.57,0.12,5,5,201505,201510,"R11679"
1,13.43,0.11,5,5,201503,201510,"R11680"
1,13.43,0.11,5,5,201504,201510,"R11682"
1,13.43,0.11,5,5,201502,201509,"R11684"
1,13.43,0.11,5,5,201502,201510,"R11686"
1,13.43,0.11,0,5,0,201508,"R11687"
1,13.43,0.11,5,5,201505,201510,"R11688"
1,14.41,0.14,4,4,201505,201509,"R11689"
1,14.41,0.14,0,5,0,201509,"R11693"
1,13.86,0.14,5,5,201502,201510,"R11695"
1,13.86,0.14,4,5,201502,201509,"R11696"
1,13.86,0.14,5,5,201503,201510,"R11697"
1,13.86,0.14,5,5,201503,201509,"R11698"
1,13.86,0.14,5,5,201502,201510,"R11699"
1,13.86,0.14,5,5,201502,201510,"R11700"
1,13.86,0.14,5,5,201504,201510,"R11701"
1,13.7,0.14,5,5,201502,201511,"R11711"
1,13.7,0.14,5,5,201503,201509,"R11712"
1,13.7,0.14,5,5,201503,201510,"R11713"
1,13.7,0.14,5,4,201503,201510,"R11716"
1,13.7,0.14,5,5,201503,201509,"R11717"
1,13.7,0.14,5,4,201503,201510,"R11719"
1,13.7,0.14,5,5,201503,201509,"R11720"
1,13.84,0.12,5,5,201503,201508,"R11721"
1,13.84,0.12,0,5,0,201510,"R11722"
1,13.84,0.12,5,5,201503,201510,"R11723"
1,13.84,0.12,5,5,201505,201509,"R11724"
1,13.84,0.12,5,5,201503,201511,"R11725"
1,13.84,0.12,5,5,201504,201510,"R11726"
1,13.84,0.12,5,5,201505,201510,"R11727"
1,13.71,0.12,5,5,201504,201511,"R11729"
1,13.71,0.12,0,5,0,201601,"R11730"
1,13.71,0.12,0,3,0,201511,"R11731"
1,13.71,0.12,5,5,201503,201512,"R11732"
1,13.71,0.12,5,5,201503,201511,"R11733"
1,13.71,0.12,5,4,201503,201511,"R11734"
1,13.71,0.12,0,1,0,201512,"R11735"
1,13.71,0.12,4,5,201505,201510,"R11736"
1,13.71,0.12,0,5,0,201512,"R11737"
1,13.71,0.12,0,5,0,201511,"R11738"
1,13.87,0.14,5,5,201503,201511,"R11739"
1,13.87,0.14,2,2,201503,201511,"R11740"
1,13.87,0.14,5,5,201503,201511,"R11741"
1,13.87,0.14,5,5,201503,201511,"R11743"
1,14.1,0.14,5,5,201503,201511,"R11744"
1,14.1,0.14,5,5,201505,201511,"R11745"
1,14.1,0.14,5,3,201503,201512,"R11746"
1,14.1,0.14,5,5,201503,201511,"R11748"
1,14.1,0.14,5,5,201503,201511,"R11750"
1,14.3,0.15,5,5,201505,201511,"R11751"
1,14.3,0.15,5,5,201504,201510,"R11752"
1,14.3,0.15,4,3,201503,201512,"R11754"
1,14.3,0.15,5,3,201504,201511,"R11755"
1,14.3,0.15,5,5,201503,201512,"R11756"
1,13.97,0.16,5,4,66,201512,"R11760"
1,13.97,0.16,5,3,201505,201510,"R11761"
1,13.97,0.16,5,5,201504,201511,"R11763"
1,13.97,0.16,5,3,201503,201511,"R11764"
1,13.97,0.16,3,3,201503,201511,"R11765"
1,13.97,0.16,0,2,0,201511,"R11766"
1,14.27,0.17,0,5,0,201511,"R11767"
1,14.27,0.17,5,5,201504,201511,"R11769"
1,14.5,0.15,0,5,0,201511,"R11770"
1,14.5,0.15,0,4,0,201512,"R11771"
1,14.5,0.15,4,5,201504,201512,"R11773"
1,14.5,0.15,0,5,0,201601,"R11774"
1,14.5,0.15,5,5,201505,201512,"R11775"
1,14.5,0.15,0,4,0,201512,"R11776"
1,14.5,0.15,4,4,201504,201601,"R11777"
1,13.28,0.14,4,5,201504,201511,"R11778"
1,13.28,0.14,0,3,0,201512,"R11781"
1,13.28,0.14,5,5,201504,201512,"R11782"
1,13.28,0.14,0,5,0,201512,"R11783"
1,13.28,0.14,0,3,0,201512,"R11784"
1,13.28,0.14,4,5,66,201601,"R11785"
1,14.52,0.17,5,0,201505,0,"R11786"
1,14.52,0.17,5,5,201505,201601,"R11787"
1,14.52,0.17,0,5,0,201601,"R11792"
1,13.78,0.14,5,5,201505,201512,"R11794"
1,13.78,0.14,5,4,201505,201512,"R11796"
1,13.78,0.14,0,5,0,201601,"R11797"
1,14.24,0.16,5,5,201504,201601,"R11798"
1,14.24,0.16,5,5,201505,201510,"R11799"
1,14.24,0.16,5,5,66,201601,"R11800"
1,14.24,0.16,5,5,201504,201511,"R11802"
1,14.24,0.16,5,5,66,201601,"R11803"
1,14.24,0.16,5,5,201505,201511,"R11804"
1,13.71,0.15,0,5,0,201512,"R11805"
1,13.71,0.15,5,5,201505,201510,"R11807"
1,13.71,0.15,5,4,201504,201512,"R11808"
1,13.79,0.12,5,5,66,201512,"R11810"
1,13.79,0.12,0,5,0,201508,"R11811"
1,13.79,0.12,5,2,66,201601,"R11812"
1,13.79,0.12,5,5,66,201601,"R11814"
1,13.79,0.12,5,4,201504,201601,"R11815"
1,13.89,0.14,5,5,66,201601,"R11817"
1,13.89,0.14,5,5,66,201601,"R11818"
1,13.89,0.14,0,5,0,201601,"R11819"
1,13.89,0.14,5,5,201505,201601,"R11820"
1,13.89,0.14,5,3,201505,201512,"R11821"
1,13.89,0.14,5,5,201505,201512,"R11823"
1,13.89,0.14,5,5,201505,201602,"R11824"
1,13.89,0.14,5,5,201505,201512,"R11825"
1,13.22,0.11,5,5,66,201601,"R11826"
1,13.22,0.11,0,4,0,201601,"R11827"
1,13.22,0.11,5,5,201505,201602,"R11829"
1,13.22,0.11,5,4,201505,201601,"R11830"
1,13.22,0.11,5,5,201505,201604,"R11831"
1,13.22,0.11,0,3,0,201601,"R11832"
1,13.22,0.11,5,5,201504,201601,"R11833"
1,13.87,0.12,0,5,0,201601,"R11835"
1,13.87,0.12,5,5,66,201601,"R11837"
1,13.87,0.12,0,5,0,201512,"R11838"
1,13.87,0.12,5,5,66,201602,"R11839"
1,13.87,0.12,5,5,66,201602,"R11841"
1,13.87,0.12,0,5,0,201603,"R11842"
1,13.87,0.12,5,5,66,201603,"R11843"
1,13.31,0.12,5,5,66,201512,"R11846"
1,13.31,0.12,0,4,0,201602,"R11847"
1,13.31,0.12,5,5,66,201602,"R11849"
1,13.31,0.12,5,5,201504,201601,"R11850"
1,14.06,0.14,0,5,0,201601,"R11851"
1,14.06,0.14,0,5,0,201603,"R11852"
1,14.06,0.14,0,4,0,201601,"R11853"
1,14.06,0.14,4,5,66,201602,"R11855"
1,14.06,0.14,5,5,66,201603,"R11856"
1,14.06,0.14,0,5,0,201602,"R11857"
1,14.06,0.14,0,5,0,201602,"R11858"
1,14.45,0.15,0,1,0,201602,"R11860"
1,14.45,0.15,5,3,66,201603,"R11862"
1,14.45,0.15,0,5,0,201602,"R11863"
1,13.76,0.13,4,5,66,201602,"R11869"
1,13.76,0.13,5,5,66,201509,"R11870"
1,13.76,0.13,5,5,66,201601,"R11871"
1,14.47,0.15,0,5,0,201602,"R11872"
1,14.47,0.15,0,5,0,201602,"R11873"
1,14.47,0.15,5,3,66,201602,"R11874"
1,14.44,0.16,0,5,0,201603,"R11876"
1,14.44,0.16,5,5,66,201603,"R11878"
1,14.44,0.16,5,5,66,201602,"R11880"
1,14.08,0.13,5,5,66,201602,"R11881"
1,14.08,0.13,4,5,66,201603,"R11882"
1,14.08,0.13,0,5,0,201603,"R11884"
1,14.14,0.13,0,1,0,201604,"R11886"
1,14.14,0.13,5,4,66,201603,"R11887"
1,14.14,0.13,5,5,66,201601,"R11888"
1,14.14,0.13,5,5,66,201604,"R11889"
1,14.14,0.13,5,5,66,201603,"R11890"
1,14.14,0.13,0,4,0,201603,"R11892"
1,14.14,0.13,0,4,0,201604,"R11893"
1,14.14,0.13,5,5,66,201602,"R11894"
1,14.08,0.13,0,5,0,201603,"R11906"
1,14.08,0.13,5,5,66,201603,"R11908"
1,14.08,0.13,5,4,66,201602,"R11909"
1,14.08,0.13,5,5,66,201602,"R11910"
1,14.08,0.13,0,5,0,201604,"R11912"
1,14.27,0.14,5,5,66,201603,"R11917"
1,14.27,0.14,5,5,66,201604,"R11918"
1,14.37,0.16,0,2,0,201602,"R11921"
1,14.37,0.16,5,3,66,201604,"R11922"
1,14.37,0.16,5,5,66,201604,"R11923"
1,14.37,0.16,5,5,66,201603,"R11924"
1,14.37,0.16,0,5,0,201604,"R11926"
1,14.37,0.16,5,5,66,201604,"R11927"
1,13.74,0.11,5,5,66,201604,"R11929"
1,13.74,0.11,0,5,0,201604,"R11930"
1,13.74,0.11,5,5,66,201604,"R11931"
1,13.74,0.11,5,5,66,201603,"R11933"
1,13.74,0.11,5,5,66,201602,"R11934"
1,13.04,0.08,5,5,66,201604,"R11935"
1,13.04,0.08,5,5,66,201602,"R11938"
1,13.04,0.08,5,5,66,201603,"R11940"
1,13.04,0.08,5,5,66,201604,"R11941"
1,13.04,0.08,5,5,66,201604,"R11942"
1,13.04,0.08,5,5,66,201604,"R11943"
1,13.54,0.1,5,5,66,201604,"R11954"
1,13.54,0.1,5,5,66,201605,"R11955"
1,13.54,0.1,0,5,0,201605,"R11957"
1,13.54,0.1,0,5,0,201602,"R11959"
1,13.54,0.1,5,5,66,201604,"R11960"
1,13.54,0.1,5,5,66,201605,"R11961"
1,13.54,0.1,0,5,0,201603,"R11962"
1,14.15,0.12,3,2,66,201605,"R11971"
1,14.15,0.12,0,5,0,201603,"R11972"
1,14.15,0.12,5,1,66,201605,"R11974"
1,14.15,0.12,5,0,66,0,"R11975"
1,14.15,0.12,4,5,66,201604,"R11976"
1,14.15,0.12,0,4,0,201605,"R11979"
1,12.21,0.05,5,5,66,201605,"R11980"
1,12.21,0.05,5,5,66,201605,"R11982"
1,12.21,0.05,0,4,0,201605,"R11983"
1,12.21,0.05,5,5,66,201605,"R11985"
1,12.21,0.05,5,5,66,201605,"R11986"
1,12.21,0.05,5,0,66,0,"R11987"
1,13.53,0.11,0,5,0,201603,"R11988"
1,13.53,0.11,5,5,66,201604,"R11989"
1,13.53,0.11,4,5,66,201603,"R11991"
1,13.53,0.11,5,5,66,201606,"R11993"
1,13.53,0.11,0,5,0,201604,"R11995"
1,14.3,0.13,0,5,0,201606,"R11996"
1,14.3,0.13,5,5,66,201606,"R11997"
1,14.3,0.13,5,5,66,201605,"R11998"
1,14.3,0.13,0,5,0,201605,"R12000"
1,14.3,0.13,5,5,66,201605,"R12004"
1,12.9,0.09,0,5,0,201605,"R12005"
1,12.9,0.09,5,5,66,201605,"R12006"
1,12.9,0.09,0,5,0,201509,"R12007"
1,12.9,0.09,5,5,66,201604,"R12008"
1,12.9,0.09,0,4,0,201605,"R12010"
1,12.9,0.09,0,5,0,201511,"R12011"
1,12.9,0.09,0,4,0,201606,"R12012"
1,13.51,0.12,4,5,66,201606,"R12013"
1,13.51,0.12,5,1,66,201604,"R12015"
1,13.51,0.12,5,5,66,201605,"R12016"
1,13.51,0.12,0,5,0,201606,"R12017"
1,13.51,0.12,5,5,66,201606,"R12018"
1,13.51,0.12,0,5,0,201607,"R12019"
1,13.51,0.12,0,5,0,201606,"R12020"
1,13.84,0.11,0,3,0,201608,"R12022"
1,13.84,0.11,0,5,0,201607,"R12023"
1,13.84,0.11,0,5,0,201605,"R12024"
1,13.84,0.11,5,5,66,201606,"R12025"
1,13.84,0.11,0,5,0,201606,"R12027"
1,13.84,0.11,0,5,0,201606,"R12028"
1,13.84,0.11,5,4,66,201606,"R12029"
1,13.84,0.11,5,5,66,201607,"R12030"
1,14.96,0.15,0,5,0,201606,"R12033"
1,14.96,0.15,0,5,0,201606,"R12034"
1,14.96,0.15,4,5,66,201604,"R12035"
1,14.96,0.15,0,5,0,201606,"R12036"
1,14.96,0.15,5,5,66,201607,"R12037"
1,14.96,0.15,5,5,66,201607,"R12038"
1,14.94,0.16,5,0,66,0,"R12041"
1,14.94,0.16,0,4,0,201607,"R12043"
1,14.94,0.16,0,5,0,201606,"R12044"
1,14.94,0.16,5,5,66,201607,"R12045"
1,14.94,0.16,0,5,0,201604,"R12047"
1,14.94,0.16,0,5,0,201606,"R12048"
1,14.05,0.12,5,5,66,201605,"R12050"
1,14.05,0.12,0,5,0,201607,"R12051"
1,14.05,0.12,0,5,0,201512,"R12052"
1,14.98,0.15,5,5,66,201606,"R12053"
1,14.98,0.15,5,5,66,201605,"R12054"
1,14.98,0.15,5,5,66,201605,"R12055"
1,14.98,0.15,0,5,0,201606,"R12056"
1,14.98,0.15,0,5,0,201606,"R12057"
1,14.42,0.17,0,5,0,201607,"R12058"
1,14.42,0.17,5,5,66,201606,"R12060"
1,14.42,0.17,5,5,66,201605,"R12063"
1,14.42,0.17,0,5,0,201607,"R12064"
1,14.42,0.17,5,5,66,201607,"R12065"
1,13.88,0.12,0,5,0,201607,"R12067"
1,13.88,0.12,0,5,0,201606,"R12068"
1,13.88,0.12,5,5,66,201606,"R12069"
1,13.88,0.12,5,5,66,201606,"R12071"
1,14.28,0.15,4,5,66,201607,"R12072"
1,14.28,0.15,0,5,0,201607,"R12075"
1,14.28,0.15,0,4,0,201607,"R12076"
1,13.87,0.13,0,5,0,201606,"R12077"
1,13.87,0.13,0,5,0,201608,"R12078"
1,13.87,0.13,5,5,66,201608,"R12079"
1,14.67,0.15,5,5,66,201607,"R12080"
1,14.67,0.15,5,5,66,201608,"R12082"
1,14.67,0.15,0,5,0,201607,"R12083"
1,14.67,0.15,0,5,0,201607,"R12084"
1,13.75,0.15,0,5,0,201604,"R12086"
1,13.75,0.15,0,5,0,201609,"R12087"
1,14.64,0.13,0,5,0,201607,"R12088"
1,14.64,0.13,0,5,0,201607,"R12089"
1,14.64,0.13,5,5,66,201607,"R12090"
1,14.64,0.13,0,4,0,201607,"R12093"
1,12.89,0.1,4,5,66,201607,"R12094"
1,12.89,0.1,0,4,0,201608,"R12095"
1,12.89,0.1,5,5,66,201608,"R12096"
1,12.89,0.1,0,5,0,201607,"R12097"
1,12.89,0.1,5,4,66,201608,"R12098"
1,12.89,0.1,5,5,66,201608,"R12099"
1,11.83,0.05,0,5,0,201608,"R12102"
1,11.83,0.05,5,5,66,201607,"R12103"
1,11.83,0.05,0,5,0,201607,"R12104"
1,11.83,0.05,0,5,0,201608,"R12105"
1,11.83,0.05,0,5,0,201608,"R12106"
1,11.83,0.05,5,5,66,201609,"R12109"
1,11.83,0.05,5,5,66,201608,"R12110"
1,7.62,1e-09,0,5,0,201508,"R11423"
1,13.89,0.15,0,2,0,201608,"R12111"
1,13.89,0.15,5,4,66,201608,"R12112"
1,13.89,0.15,5,5,66,201608,"R12113"
1,13.89,0.15,0,4,0,201609,"R12114"
1,13.89,0.15,5,5,66,201607,"R12115"
1,13.89,0.15,4,4,66,201609,"R12116"
1,13.89,0.15,5,4,66,201608,"R12117"
1,13.89,0.15,5,5,66,201606,"R12118"
1,13.89,0.15,5,4,66,201608,"R12119"
1,14.49,0.13,0,5,0,201609,"R12121"
1,14.49,0.13,0,5,0,201608,"R12123"
1,14.49,0.13,0,5,0,201607,"R12124"
1,14.49,0.13,0,5,0,201610,"R12125"
1,14.18,0.14,5,5,201603,201609,"R12126"
1,14.18,0.14,4,5,201603,201609,"R12127"
1,14.18,0.14,5,4,66,201610,"R12129"
1,14.18,0.14,0,5,0,201609,"R12130"
1,14.18,0.14,0,5,0,201610,"R12131"
1,14.18,0.14,4,5,66,201608,"R12132"
1,14.18,0.14,5,5,66,201609,"R12133"
1,14.18,0.14,0,5,0,201609,"R12134"
1,14.18,0.14,4,5,201603,201607,"R12135"
1,14.47,0.15,0,5,0,201608,"R12136"
1,13.37,0.11,5,5,66,201609,"R12138"
1,13.37,0.11,5,5,66,201609,"R12139"
1,13.37,0.11,5,0,66,0,"R12140"
1,13.37,0.11,0,5,0,201608,"R12141"
1,13.37,0.11,5,0,66,0,"R12142"
1,14.38,0.17,5,5,201603,201609,"R12144"
1,14.38,0.17,0,5,0,201610,"R12146"
1,14.38,0.17,5,5,66,201609,"R12147"
1,14.38,0.17,0,5,0,201610,"R12148"
1,14.38,0.17,0,5,0,201609,"R12149"
1,14.38,0.17,0,5,0,201610,"R12150"
1,14.38,0.17,0,5,0,201609,"R12151"
1,14.38,0.17,4,5,66,201609,"R12152"
1,14.49,0.16,5,5,201603,201609,"R12163"
1,14.49,0.16,0,5,0,201609,"R12164"
1,14.49,0.16,0,5,0,201606,"R12165"
1,14.49,0.16,0,5,0,201606,"R12166"
1,14.49,0.16,0,5,0,201609,"R12167"
1,14.49,0.16,0,5,0,201608,"R12168"
1,14.28,0.16,5,5,201603,201609,"R12154"
1,14.28,0.16,5,5,201603,201608,"R12155"
1,14.28,0.16,0,5,0,201610,"R12156"
1,14.28,0.16,5,5,66,201610,"R12157"
1,14.28,0.16,5,5,66,201610,"R12159"
1,14.28,0.16,5,5,66,201610,"R12160"
1,14.28,0.16,5,5,66,201611,"R12161"
1,13.73,0.12,5,5,66,201608,"R12169"
1,13.73,0.12,0,5,0,201610,"R12170"
1,13.73,0.12,0,5,0,201609,"R12171"
1,13.97,0.13,0,5,0,201610,"R12173"
1,13.97,0.13,3,3,66,201610,"R12174"
1,13.97,0.13,5,4,66,201610,"R12176"
1,13.97,0.13,4,4,201603,201609,"R12177"
1,13.97,0.13,5,5,66,201609,"R12178"
1,13.56,0.11,0,5,0,201610,"R12179"
1,14.27,0.15,5,5,201603,201609,"R12180"
1,14.27,0.15,4,5,66,201609,"R12181"
1,14.27,0.15,0,5,0,201610,"R12182"
1,14.27,0.15,4,5,201603,201611,"R12183"
1,14.27,0.15,0,4,0,201610,"R12185"
1,13.92,0.12,5,5,66,201608,"R12186"
1,13.92,0.12,0,5,0,201610,"R12188"
1,13.92,0.12,0,5,0,201612,"R12189"
1,13.92,0.12,0,5,0,201608,"R12190"
1,14.15,0.16,5,5,66,201609,"R12193"
1,14.34,0.13,0,3,0,201611,"R12198"
1,14.34,0.13,0,2,0,201610,"R12200"
1,14.34,0.13,0,4,0,201611,"R12201"
1,14.34,0.13,0,5,0,201603,"R12202"
1,14.34,0.13,0,1,0,201604,"R12203"
1,13.74,0.11,5,5,201603,201610,"R12204"
1,13.74,0.11,0,5,0,201611,"R12205"
1,13.74,0.11,0,2,0,201611,"R12208"
1,14.69,0.17,3,1,201603,201612,"R12209"
1,14.69,0.17,0,5,0,201610,"R12210"
1,14.69,0.17,5,5,66,201611,"R12211"
1,14.69,0.17,5,4,201603,201611,"R12212"
1,14.69,0.17,5,5,201603,201610,"R12213"
1,14.69,0.17,5,2,201603,201610,"R12214"
1,14.69,0.17,0,5,0,201609,"R12215"
1,14.69,0.17,0,5,0,201610,"R12219"
1,14.74,0.16,5,5,201603,201612,"R12220"
1,14.74,0.16,5,5,66,201610,"R12221"
1,14.74,0.16,5,5,201603,201612,"R12222"
1,14.74,0.16,5,0,66,0,"R12223"
1,14.74,0.16,0,5,0,201612,"R12225"
1,14.74,0.16,5,5,66,201611,"R12226"
1,14.74,0.16,5,5,66,201611,"R12228"
1,14.74,0.16,0,5,0,201610,"R12229"
1,11.73,0.03,5,5,201603,201611,"R12231"
1,11.73,0.03,5,5,66,201611,"R12232"
1,11.73,0.03,5,4,201603,201610,"R12233"
1,11.73,0.03,5,5,201603,201612,"R12235"
1,11.39,0.03,0,5,0,201611,"R12237"
1,11.39,0.03,4,5,66,201612,"R12238"
1,11.39,0.03,0,5,0,201612,"R12240"
1,11.39,0.03,0,5,0,201611,"R12241"
1,11.39,0.03,0,5,0,201611,"R12242"
1,11.39,0.03,0,5,0,201611,"R12243"
1,11.39,0.03,5,5,66,201611,"R12245"
1,11.39,0.03,0,5,0,201611,"R12246"
1,11.39,0.03,0,5,0,201612,"R12247"
1,14.64,0.13,5,5,66,201611,"R12249"
1,14.64,0.13,5,5,66,201612,"R12250"
1,14.64,0.13,5,5,201603,201701,"R12251"
1,14.64,0.13,5,5,66,201612,"R12253"
1,14.64,0.13,0,5,0,201611,"R12254"
1,14.64,0.13,5,5,66,201612,"R12255"
1,14.64,0.13,5,5,66,201611,"R12256"
1,13.91,0.12,0,5,0,201701,"R12257"
1,13.91,0.12,0,5,0,201701,"R12258"
1,13.91,0.12,0,5,0,201701,"R12259"
1,13.91,0.12,0,5,0,201611,"R12260"
1,13.91,0.12,5,5,66,201612,"R12264"
1,13.91,0.12,4,5,66,201611,"R12265"
1,13.91,0.12,0,5,0,201612,"R12267"
1,13.91,0.12,5,5,66,201612,"R12268"
1,14.52,0.15,5,5,66,201612,"R12270"
1,14.52,0.15,0,5,0,201612,"R12271"
1,14.52,0.15,0,5,0,201701,"R12273"
1,14.52,0.15,0,5,0,201701,"R12274"
1,14.83,0.14,5,4,66,201702,"R12276"
1,14.83,0.14,0,5,0,201702,"R12278"
1,14.83,0.14,5,5,201603,201612,"R12279"
1,14.83,0.14,0,3,0,201701,"R12280"
1,14.83,0.14,0,5,0,201612,"R12281"
1,14.83,0.14,0,5,0,201612,"R12282"
1,14.83,0.14,0,5,0,201701,"R12284"
1,14.83,0.14,0,5,0,201610,"R12286"
1,13.32,0.14,0,5,0,201611,"R12287"
1,13.32,0.14,0,5,0,201701,"R12288"
1,13.32,0.14,0,5,0,201701,"R12290"
1,13.98,0.13,0,5,0,201612,"R12292"
1,13.98,0.13,5,5,66,201610,"R12293"
1,13.98,0.13,0,5,0,201612,"R12294"
1,13.98,0.13,0,5,0,201701,"R12295"
1,13.98,0.13,4,5,66,201701,"R12296"
1,13.98,0.13,5,5,201603,201701,"R12298"
1,11.42,0.03,5,5,66,201701,"R12310"
1,11.42,0.03,5,5,66,201702,"R12313"
1,11.42,0.03,0,5,0,201701,"R12316"
1,11.42,0.03,0,5,0,201701,"R12318"
1,14.97,0.15,5,5,66,201702,"R12319"
1,14.97,0.15,0,4,0,201701,"R12321"
1,14.97,0.15,0,5,0,201701,"R12322"
1,14.4,0.15,5,5,66,201702,"R12324"
1,14.4,0.15,5,5,66,201701,"R12325"
1,14.4,0.15,4,4,66,201702,"R12327"
1,14.4,0.15,0,5,0,201702,"R12328"
1,14.4,0.15,0,4,0,201701,"R12329"
1,14.64,0.15,5,5,66,201702,"R12330"
1,14.64,0.15,5,5,66,201702,"R12331"
1,14.64,0.15,0,5,0,201701,"R12332"
1,14.68,0.13,5,3,66,201702,"R12335"
1,14.68,0.13,0,2,0,201702,"R12336"
1,14.68,0.13,5,5,66,201701,"R12337"
1,14.68,0.13,0,4,0,201702,"R12338"
1,14.68,0.13,0,5,0,201701,"R12339"
1,14.68,0.13,4,2,66,201701,"R12340"
1,14.68,0.13,0,4,0,201702,"R12341"
1,14.68,0.13,3,2,66,201702,"R12342"
1,13.62,0.11,5,5,66,201702,"R12343"
1,13.62,0.11,5,5,66,201701,"R12344"
1,13.62,0.11,5,5,66,201701,"R12345"
1,11.26,0.04,5,5,66,66,"R12346"
1,11.26,0.04,5,5,66,201702,"R12347"
1,11.26,0.04,4,5,66,201702,"R12350"
1,11.26,0.04,0,5,0,201703,"R12351"
1,11.26,0.04,5,5,66,201702,"R12352"
1,11.26,0.04,0,5,0,201702,"R12353"
1,11.26,0.04,0,4,0,201701,"R12354"
1,11.26,0.04,5,5,66,201702,"R12356"
1,14.9,0.17,5,5,66,201702,"R12364"
1,14.9,0.17,0,5,0,201702,"R12365"
1,14.9,0.17,0,5,0,201701,"R12366"
1,14.9,0.17,0,5,0,201702,"R12368"
1,11.61,0.03,5,5,66,201701,"R12370"
1,11.61,0.03,0,5,0,201703,"R12372"
1,14.9,0.16,0,3,0,201703,"R12375"
1,14.9,0.16,5,5,66,201701,"R12376"
1,14.9,0.16,5,5,66,201702,"R12377"
1,14.76,0.14,5,3,66,201701,"R12378"
1,14.76,0.14,5,5,66,201702,"R12381"
1,14.76,0.14,0,5,0,201608,"R12382"
1,14.76,0.14,0,5,0,201703,"R12383"
1,14.76,0.14,0,5,0,201703,"R12384"
1,14.76,0.14,0,2,0,201703,"R12385"
1,14.76,0.14,5,4,66,201703,"R12386"
1,14.5,0.17,5,5,66,201703,"R12387"
1,14.5,0.17,0,4,0,66,"R12389"
1,14.5,0.17,5,5,66,201703,"R12390"
1,14.5,0.17,0,5,0,66,"R12392"
1,14.5,0.17,0,5,0,201703,"R12393"
1,14.5,0.17,5,5,66,201703,"R12395"
1,13.54,0.1,0,5,0,201703,"R12398"
1,13.54,0.1,5,5,66,201702,"R12400"
1,13.54,0.1,0,4,0,201703,"R12401"
1,14.64,0.13,0,5,0,201702,"R12404"
1,14.64,0.13,0,5,0,66,"R12405"
1,14.64,0.13,0,5,0,201702,"R12406"
1,14.64,0.13,0,5,0,201703,"R12407"
1,14.64,0.13,0,5,0,201703,"R12408"
1,14.64,0.13,0,5,0,201703,"R12409"
1,12.43,0.07,5,5,66,201703,"R12410"
1,12.43,0.07,0,5,0,66,"R12411"
