"measure","score","desc","status","year","gtype","order","value","tot_yr"
"allergy_atopy",3,"Mild","un",2000,"Health","Mild-Severe",171,511
"allergy_atopy",3,"Mild","un",2001,"Health","Mild-Severe",183,494
"allergy_atopy",3,"Mild","un",2002,"Health","Mild-Severe",192,509
"allergy_atopy",3,"Mild","un",2003,"Health","Mild-Severe",239,524
"allergy_atopy",3,"Mild","un",2004,"Health","Mild-Severe",279,566
"allergy_atopy",3,"Mild","un",2005,"Health","Mild-Severe",228,463
"allergy_atopy",3,"Mild","un",2006,"Health","Mild-Severe",273,501
"allergy_atopy",3,"Mild","un",2007,"Health","Mild-Severe",214,368
"allergy_atopy",3,"Mild","un",2008,"Health","Mild-Severe",189,347
"allergy_atopy",3,"Mild","un",2009,"Health","Mild-Severe",198,356
"allergy_atopy",3,"Mild","un",2010,"Health","Mild-Severe",193,350
"allergy_atopy",3,"Mild","un",2011,"Health","Mild-Severe",203,354
"allergy_atopy",3,"Mild","un",2012,"Health","Mild-Severe",217,376
"allergy_atopy",3,"Mild","un",2013,"Health","Mild-Severe",223,395
"allergy_atopy",3,"Mild","un",2014,"Health","Mild-Severe",215,405
"allergy_atopy",3,"Mild","un",2015,"Health","Mild-Severe",224,428
"allergy_atopy",3,"Mild","un",2016,"Health","Mild-Severe",217,425
"allergy_atopy",3,"Mild","un",2017,"Health","Mild-Severe",246,434
"allergy_atopy",3,"Mild","un",2018,"Health","Mild-Severe",197,337
"allergy_atopy",4,"V Mild","un",1991,"Health","Mild-Severe",25,408
"allergy_atopy",4,"V Mild","un",1992,"Health","Mild-Severe",35,413
"allergy_atopy",4,"V Mild","un",1993,"Health","Mild-Severe",26,456
"allergy_atopy",4,"V Mild","un",1994,"Health","Mild-Severe",18,421
"allergy_atopy",4,"V Mild","un",1995,"Health","Mild-Severe",24,603
"allergy_atopy",4,"V Mild","un",1996,"Health","Mild-Severe",29,529
"allergy_atopy",4,"V Mild","un",1997,"Health","Mild-Severe",19,463
"allergy_atopy",4,"V Mild","un",1998,"Health","Mild-Severe",33,542
"allergy_atopy",4,"V Mild","un",1999,"Health","Mild-Severe",25,586
"allergy_atopy",4,"V Mild","un",2000,"Health","Mild-Severe",24,511
"allergy_atopy",4,"V Mild","un",2001,"Health","Mild-Severe",19,494
"allergy_atopy",4,"V Mild","un",2002,"Health","Mild-Severe",25,509
"allergy_atopy",4,"V Mild","un",2003,"Health","Mild-Severe",33,524
"allergy_atopy",4,"V Mild","un",2004,"Health","Mild-Severe",33,566
"allergy_atopy",4,"V Mild","un",2005,"Health","Mild-Severe",25,463
"allergy_atopy",4,"V Mild","un",2006,"Health","Mild-Severe",20,501
"allergy_atopy",4,"V Mild","un",2007,"Health","Mild-Severe",16,368
"allergy_atopy",4,"V Mild","un",2008,"Health","Mild-Severe",23,347
"allergy_atopy",4,"V Mild","un",2009,"Health","Mild-Severe",18,356
"allergy_atopy",4,"V Mild","un",2010,"Health","Mild-Severe",24,350
"allergy_atopy",4,"V Mild","un",2011,"Health","Mild-Severe",27,354
"allergy_atopy",4,"V Mild","un",2012,"Health","Mild-Severe",33,376
"allergy_atopy",4,"V Mild","un",2013,"Health","Mild-Severe",26,395
"allergy_atopy",4,"V Mild","un",2014,"Health","Mild-Severe",23,405
"allergy_atopy",4,"V Mild","un",2015,"Health","Mild-Severe",27,428
"allergy_atopy",4,"V Mild","un",2016,"Health","Mild-Severe",39,425
"allergy_atopy",4,"V Mild","un",2017,"Health","Mild-Severe",37,434
"allergy_atopy",4,"V Mild","un",2018,"Health","Mild-Severe",32,337
"allergy_atopy",5,"Absent","un",1991,"Health","Mild-Severe",275,408
"allergy_atopy",5,"Absent","un",1992,"Health","Mild-Severe",252,413
"allergy_atopy",5,"Absent","un",1993,"Health","Mild-Severe",232,456
"allergy_atopy",5,"Absent","un",1994,"Health","Mild-Severe",187,421
"allergy_atopy",5,"Absent","un",1995,"Health","Mild-Severe",264,603
"allergy_atopy",5,"Absent","un",1996,"Health","Mild-Severe",189,529
"allergy_atopy",5,"Absent","un",1997,"Health","Mild-Severe",147,463
"allergy_atopy",5,"Absent","un",1998,"Health","Mild-Severe",158,542
"allergy_atopy",5,"Absent","un",1999,"Health","Mild-Severe",197,586
"allergy_atopy",5,"Absent","un",2000,"Health","Mild-Severe",203,511
"allergy_atopy",5,"Absent","un",2001,"Health","Mild-Severe",168,494
"allergy_atopy",5,"Absent","un",2002,"Health","Mild-Severe",107,509
"allergy_atopy",5,"Absent","un",2003,"Health","Mild-Severe",92,524
"allergy_atopy",5,"Absent","un",2004,"Health","Mild-Severe",98,566
"allergy_atopy",5,"Absent","un",2005,"Health","Mild-Severe",65,463
"allergy_atopy",5,"Absent","un",2006,"Health","Mild-Severe",60,501
"allergy_atopy",5,"Absent","un",2007,"Health","Mild-Severe",54,368
"allergy_atopy",5,"Absent","un",2008,"Health","Mild-Severe",51,347
"allergy_atopy",5,"Absent","un",2009,"Health","Mild-Severe",72,356
"allergy_atopy",5,"Absent","un",2010,"Health","Mild-Severe",74,350
"allergy_atopy",5,"Absent","un",2011,"Health","Mild-Severe",60,354
"allergy_atopy",5,"Absent","un",2012,"Health","Mild-Severe",67,376
"allergy_atopy",5,"Absent","un",2013,"Health","Mild-Severe",94,395
"allergy_atopy",5,"Absent","un",2014,"Health","Mild-Severe",116,405
"allergy_atopy",5,"Absent","un",2015,"Health","Mild-Severe",117,428
"allergy_atopy",5,"Absent","un",2016,"Health","Mild-Severe",94,425
"allergy_atopy",5,"Absent","un",2017,"Health","Mild-Severe",91,434
"allergy_atopy",5,"Absent","un",2018,"Health","Mild-Severe",64,337
"BodyAwareness",1,"Severe","aff",2011,"Behavior","Mild-Severe",12,310
"BodyAwareness",1,"Severe","aff",2012,"Behavior","Mild-Severe",9,320
"BodyAwareness",1,"Severe","aff",2013,"Behavior","Mild-Severe",3,330
"BodyAwareness",1,"Severe","aff",2014,"Behavior","Mild-Severe",13,333
"BodyAwareness",1,"Severe","aff",2015,"Behavior","Mild-Severe",10,336
"BodyAwareness",1,"Severe","aff",2016,"Behavior","Mild-Severe",6,323
"BodyAwareness",1,"Severe","aff",2017,"Behavior","Mild-Severe",6,338
"BodyAwareness",1,"Severe","aff",2018,"Behavior","Mild-Severe",2,279
"BodyAwareness",2,"Moderate","aff",2011,"Behavior","Mild-Severe",22,310
"BodyAwareness",2,"Moderate","aff",2012,"Behavior","Mild-Severe",26,320
"BodyAwareness",2,"Moderate","aff",2013,"Behavior","Mild-Severe",32,330
"BodyAwareness",2,"Moderate","aff",2014,"Behavior","Mild-Severe",13,333
"BodyAwareness",2,"Moderate","aff",2015,"Behavior","Mild-Severe",23,336
"BodyAwareness",2,"Moderate","aff",2016,"Behavior","Mild-Severe",22,323
"BodyAwareness",2,"Moderate","aff",2017,"Behavior","Mild-Severe",19,338
"BodyAwareness",2,"Moderate","aff",2018,"Behavior","Mild-Severe",14,279
"BodyAwareness",3,"Mild","un",2011,"Behavior","Mild-Severe",59,310
"BodyAwareness",3,"Mild","un",2012,"Behavior","Mild-Severe",53,320
"BodyAwareness",3,"Mild","un",2013,"Behavior","Mild-Severe",36,330
"BodyAwareness",3,"Mild","un",2014,"Behavior","Mild-Severe",51,333
"BodyAwareness",3,"Mild","un",2015,"Behavior","Mild-Severe",60,336
"BodyAwareness",3,"Mild","un",2016,"Behavior","Mild-Severe",55,323
"BodyAwareness",3,"Mild","un",2017,"Behavior","Mild-Severe",68,338
"BodyAwareness",3,"Mild","un",2018,"Behavior","Mild-Severe",33,279
"BodyAwareness",4,"V Mild","un",2011,"Behavior","Mild-Severe",108,310
"BodyAwareness",4,"V Mild","un",2012,"Behavior","Mild-Severe",85,320
"BodyAwareness",4,"V Mild","un",2013,"Behavior","Mild-Severe",100,330
"BodyAwareness",4,"V Mild","un",2014,"Behavior","Mild-Severe",98,333
"BodyAwareness",4,"V Mild","un",2015,"Behavior","Mild-Severe",110,336
"BodyAwareness",4,"V Mild","un",2016,"Behavior","Mild-Severe",116,323
"BodyAwareness",4,"V Mild","un",2017,"Behavior","Mild-Severe",103,338
"BodyAwareness",4,"V Mild","un",2018,"Behavior","Mild-Severe",86,279
"BodyAwareness",5,"Absent","un",2011,"Behavior","Mild-Severe",109,310
"BodyAwareness",5,"Absent","un",2012,"Behavior","Mild-Severe",147,320
"BodyAwareness",5,"Absent","un",2013,"Behavior","Mild-Severe",159,330
"BodyAwareness",5,"Absent","un",2014,"Behavior","Mild-Severe",158,333
"BodyAwareness",5,"Absent","un",2015,"Behavior","Mild-Severe",133,336
"BodyAwareness",5,"Absent","un",2016,"Behavior","Mild-Severe",124,323
"BodyAwareness",5,"Absent","un",2017,"Behavior","Mild-Severe",142,338
"BodyAwareness",5,"Absent","un",2018,"Behavior","Mild-Severe",144,279
"Elbow dysplasia",1,"grade 3","aff",1991,"Health","Elbow",8,322
"Elbow dysplasia",1,"grade 3","aff",1992,"Health","Elbow",14,379
"Elbow dysplasia",1,"grade 3","aff",1993,"Health","Elbow",5,430
"Elbow dysplasia",1,"grade 3","aff",1994,"Health","Elbow",4,403
"Elbow dysplasia",1,"grade 3","aff",1995,"Health","Elbow",18,536
"Elbow dysplasia",1,"grade 3","aff",1996,"Health","Elbow",11,461
"Elbow dysplasia",1,"grade 3","aff",1997,"Health","Elbow",2,409
"Elbow dysplasia",1,"grade 3","aff",1998,"Health","Elbow",10,485
"Elbow dysplasia",1,"grade 3","aff",1999,"Health","Elbow",2,495
"Elbow dysplasia",1,"grade 3","aff",2000,"Health","Elbow",3,242
"Elbow dysplasia",1,"grade 3","aff",2001,"Health","Elbow",3,350
"Elbow dysplasia",1,"grade 3","aff",2002,"Health","Elbow",0,380
"Elbow dysplasia",1,"grade 3","aff",2003,"Health","Elbow",1,428
"Elbow dysplasia",1,"grade 3","aff",2004,"Health","Elbow",0,511
"Elbow dysplasia",1,"grade 3","aff",2005,"Health","Elbow",3,437
"Elbow dysplasia",1,"grade 3","aff",2006,"Health","Elbow",2,464
"Elbow dysplasia",1,"grade 3","aff",2007,"Health","Elbow",0,364
"Elbow dysplasia",1,"grade 3","aff",2008,"Health","Elbow",0,369
"Elbow dysplasia",1,"grade 3","aff",2009,"Health","Elbow",2,354
"Elbow dysplasia",1,"grade 3","aff",2010,"Health","Elbow",0,345
"Elbow dysplasia",1,"grade 3","aff",2011,"Health","Elbow",0,395
"Elbow dysplasia",1,"grade 3","aff",2012,"Health","Elbow",0,401
"Elbow dysplasia",1,"grade 3","aff",2013,"Health","Elbow",0,392
"Elbow dysplasia",1,"grade 3","aff",2014,"Health","Elbow",2,479
"Elbow dysplasia",1,"grade 3","aff",2015,"Health","Elbow",0,453
"Elbow dysplasia",1,"grade 3","aff",2016,"Health","Elbow",3,394
"Elbow dysplasia",1,"grade 3","aff",2017,"Health","Elbow",1,417
"Elbow dysplasia",1,"grade 3","aff",2018,"Health","Elbow",0,308
"Elbow dysplasia",2,"grade 2","aff",1991,"Health","Elbow",5,322
"Elbow dysplasia",2,"grade 2","aff",1992,"Health","Elbow",5,379
"Elbow dysplasia",2,"grade 2","aff",1993,"Health","Elbow",7,430
"Elbow dysplasia",2,"grade 2","aff",1994,"Health","Elbow",0,403
"Elbow dysplasia",2,"grade 2","aff",1995,"Health","Elbow",7,536
"Elbow dysplasia",2,"grade 2","aff",1996,"Health","Elbow",8,461
"Elbow dysplasia",2,"grade 2","aff",1997,"Health","Elbow",7,409
"Elbow dysplasia",2,"grade 2","aff",1998,"Health","Elbow",6,485
"Elbow dysplasia",2,"grade 2","aff",1999,"Health","Elbow",7,495
"Elbow dysplasia",2,"grade 2","aff",2000,"Health","Elbow",5,242
"Elbow dysplasia",2,"grade 2","aff",2001,"Health","Elbow",9,350
"Elbow dysplasia",2,"grade 2","aff",2002,"Health","Elbow",2,380
"Elbow dysplasia",2,"grade 2","aff",2003,"Health","Elbow",4,428
"Elbow dysplasia",2,"grade 2","aff",2004,"Health","Elbow",4,511
"Elbow dysplasia",2,"grade 2","aff",2005,"Health","Elbow",8,437
"Elbow dysplasia",2,"grade 2","aff",2006,"Health","Elbow",0,464
"Elbow dysplasia",2,"grade 2","aff",2007,"Health","Elbow",1,364
"Elbow dysplasia",2,"grade 2","aff",2008,"Health","Elbow",2,369
"Elbow dysplasia",2,"grade 2","aff",2009,"Health","Elbow",2,354
"Elbow dysplasia",2,"grade 2","aff",2010,"Health","Elbow",2,345
"Elbow dysplasia",2,"grade 2","aff",2011,"Health","Elbow",1,395
"Elbow dysplasia",2,"grade 2","aff",2012,"Health","Elbow",2,401
"Elbow dysplasia",2,"grade 2","aff",2013,"Health","Elbow",0,392
"Elbow dysplasia",2,"grade 2","aff",2014,"Health","Elbow",3,479
"Elbow dysplasia",2,"grade 2","aff",2015,"Health","Elbow",0,453
"Elbow dysplasia",2,"grade 2","aff",2016,"Health","Elbow",1,394
"Elbow dysplasia",2,"grade 2","aff",2017,"Health","Elbow",1,417
"Elbow dysplasia",2,"grade 2","aff",2018,"Health","Elbow",0,308
"Elbow dysplasia",3,"borderline/grade 1","aff",1991,"Health","Elbow",19,322
"Elbow dysplasia",3,"borderline/grade 1","aff",1992,"Health","Elbow",8,379
"Elbow dysplasia",3,"borderline/grade 1","aff",1993,"Health","Elbow",10,430
"Elbow dysplasia",3,"borderline/grade 1","aff",1994,"Health","Elbow",6,403
"Elbow dysplasia",3,"borderline/grade 1","aff",1995,"Health","Elbow",16,536
"Elbow dysplasia",3,"borderline/grade 1","aff",1996,"Health","Elbow",19,461
"Elbow dysplasia",3,"borderline/grade 1","aff",1997,"Health","Elbow",23,409
"Elbow dysplasia",3,"borderline/grade 1","aff",1998,"Health","Elbow",13,485
"Elbow dysplasia",3,"borderline/grade 1","aff",1999,"Health","Elbow",18,495
"Elbow dysplasia",3,"borderline/grade 1","aff",2000,"Health","Elbow",12,242
"Elbow dysplasia",3,"borderline/grade 1","aff",2001,"Health","Elbow",18,350
"Elbow dysplasia",3,"borderline/grade 1","aff",2002,"Health","Elbow",12,380
"Elbow dysplasia",3,"borderline/grade 1","aff",2003,"Health","Elbow",14,428
"Elbow dysplasia",3,"borderline/grade 1","aff",2004,"Health","Elbow",22,511
"Elbow dysplasia",3,"borderline/grade 1","aff",2005,"Health","Elbow",22,437
"Elbow dysplasia",3,"borderline/grade 1","aff",2006,"Health","Elbow",9,464
"Elbow dysplasia",3,"borderline/grade 1","aff",2007,"Health","Elbow",9,364
"Elbow dysplasia",3,"borderline/grade 1","aff",2008,"Health","Elbow",6,369
"Elbow dysplasia",3,"borderline/grade 1","aff",2009,"Health","Elbow",3,354
"Elbow dysplasia",3,"borderline/grade 1","aff",2010,"Health","Elbow",3,345
"Elbow dysplasia",3,"borderline/grade 1","aff",2011,"Health","Elbow",4,395
"Elbow dysplasia",3,"borderline/grade 1","aff",2012,"Health","Elbow",2,401
"Elbow dysplasia",3,"borderline/grade 1","aff",2013,"Health","Elbow",1,392
"Elbow dysplasia",3,"borderline/grade 1","aff",2014,"Health","Elbow",8,479
"Elbow dysplasia",3,"borderline/grade 1","aff",2015,"Health","Elbow",2,453
"Elbow dysplasia",3,"borderline/grade 1","aff",2016,"Health","Elbow",0,394
"Elbow dysplasia",3,"borderline/grade 1","aff",2017,"Health","Elbow",0,417
"Elbow dysplasia",3,"borderline/grade 1","aff",2018,"Health","Elbow",0,308
"Elbow dysplasia",5,"normal","un",1991,"Health","Elbow",290,322
"Elbow dysplasia",5,"normal","un",1992,"Health","Elbow",352,379
"Elbow dysplasia",5,"normal","un",1993,"Health","Elbow",408,430
"Elbow dysplasia",5,"normal","un",1994,"Health","Elbow",393,403
"Elbow dysplasia",5,"normal","un",1995,"Health","Elbow",495,536
"Elbow dysplasia",5,"normal","un",1996,"Health","Elbow",423,461
"Elbow dysplasia",5,"normal","un",1997,"Health","Elbow",377,409
"Elbow dysplasia",5,"normal","un",1998,"Health","Elbow",456,485
"Elbow dysplasia",5,"normal","un",1999,"Health","Elbow",468,495
"Elbow dysplasia",5,"normal","un",2000,"Health","Elbow",222,242
"Elbow dysplasia",5,"normal","un",2001,"Health","Elbow",320,350
"Elbow dysplasia",5,"normal","un",2002,"Health","Elbow",366,380
"Elbow dysplasia",5,"normal","un",2003,"Health","Elbow",409,428
"Elbow dysplasia",5,"normal","un",2004,"Health","Elbow",485,511
"Elbow dysplasia",5,"normal","un",2005,"Health","Elbow",404,437
"Elbow dysplasia",5,"normal","un",2006,"Health","Elbow",453,464
"Elbow dysplasia",5,"normal","un",2007,"Health","Elbow",354,364
"Elbow dysplasia",5,"normal","un",2008,"Health","Elbow",361,369
"Elbow dysplasia",5,"normal","un",2009,"Health","Elbow",347,354
"Elbow dysplasia",5,"normal","un",2010,"Health","Elbow",340,345
"Elbow dysplasia",5,"normal","un",2011,"Health","Elbow",390,395
"Elbow dysplasia",5,"normal","un",2012,"Health","Elbow",397,401
"Elbow dysplasia",5,"normal","un",2013,"Health","Elbow",391,392
"Elbow dysplasia",5,"normal","un",2014,"Health","Elbow",466,479
"Elbow dysplasia",5,"normal","un",2015,"Health","Elbow",451,453
"Elbow dysplasia",5,"normal","un",2016,"Health","Elbow",390,394
"Elbow dysplasia",5,"normal","un",2017,"Health","Elbow",415,417
"Elbow dysplasia",5,"normal","un",2018,"Health","Elbow",308,308
"Epilepsy",1,"Affected","aff",1991,"Health","Normal-Affected",15,404
"Epilepsy",1,"Affected","aff",1992,"Health","Normal-Affected",8,409
"Epilepsy",1,"Affected","aff",1993,"Health","Normal-Affected",5,457
"Epilepsy",1,"Affected","aff",1994,"Health","Normal-Affected",9,416
"Epilepsy",1,"Affected","aff",1995,"Health","Normal-Affected",14,599
"Epilepsy",1,"Affected","aff",1996,"Health","Normal-Affected",11,519
"Epilepsy",1,"Affected","aff",1997,"Health","Normal-Affected",11,460
"Epilepsy",1,"Affected","aff",1998,"Health","Normal-Affected",23,538
"Epilepsy",1,"Affected","aff",1999,"Health","Normal-Affected",30,579
"Epilepsy",1,"Affected","aff",2000,"Health","Normal-Affected",7,509
"Epilepsy",1,"Affected","aff",2001,"Health","Normal-Affected",11,494
"Epilepsy",1,"Affected","aff",2002,"Health","Normal-Affected",5,500
"Epilepsy",1,"Affected","aff",2003,"Health","Normal-Affected",8,502
"Epilepsy",1,"Affected","aff",2004,"Health","Normal-Affected",4,545
"Epilepsy",1,"Affected","aff",2005,"Health","Normal-Affected",6,435
"Epilepsy",1,"Affected","aff",2006,"Health","Normal-Affected",4,468
"Epilepsy",1,"Affected","aff",2007,"Health","Normal-Affected",2,341
"Epilepsy",1,"Affected","aff",2008,"Health","Normal-Affected",3,323
"Epilepsy",1,"Affected","aff",2009,"Health","Normal-Affected",5,345
"Epilepsy",1,"Affected","aff",2010,"Health","Normal-Affected",5,334
"Epilepsy",1,"Affected","aff",2011,"Health","Normal-Affected",2,344
"Epilepsy",1,"Affected","aff",2012,"Health","Normal-Affected",2,363
"Epilepsy",1,"Affected","aff",2013,"Health","Normal-Affected",7,388
"Epilepsy",1,"Affected","aff",2014,"Health","Normal-Affected",1,402
"Epilepsy",1,"Affected","aff",2015,"Health","Normal-Affected",4,418
"Epilepsy",1,"Affected","aff",2016,"Health","Normal-Affected",4,411
"Epilepsy",1,"Affected","aff",2017,"Health","Normal-Affected",1,410
"Epilepsy",1,"Affected","aff",2018,"Health","Normal-Affected",2,311
"Epilepsy",2,"Suspected","aff",1991,"Health","Normal-Affected",1,404
"Epilepsy",2,"Suspected","aff",1992,"Health","Normal-Affected",3,409
"Epilepsy",2,"Suspected","aff",1993,"Health","Normal-Affected",3,457
"Epilepsy",2,"Suspected","aff",1994,"Health","Normal-Affected",0,416
"Epilepsy",2,"Suspected","aff",1995,"Health","Normal-Affected",0,599
"Epilepsy",2,"Suspected","aff",1996,"Health","Normal-Affected",3,519
"Epilepsy",2,"Suspected","aff",1997,"Health","Normal-Affected",6,460
"Epilepsy",2,"Suspected","aff",1998,"Health","Normal-Affected",9,538
"Epilepsy",2,"Suspected","aff",1999,"Health","Normal-Affected",13,579
"Epilepsy",2,"Suspected","aff",2000,"Health","Normal-Affected",11,509
"Epilepsy",2,"Suspected","aff",2001,"Health","Normal-Affected",9,494
"Epilepsy",2,"Suspected","aff",2002,"Health","Normal-Affected",6,500
"Epilepsy",2,"Suspected","aff",2003,"Health","Normal-Affected",8,502
"Epilepsy",2,"Suspected","aff",2004,"Health","Normal-Affected",12,545
"Epilepsy",2,"Suspected","aff",2005,"Health","Normal-Affected",8,435
"Epilepsy",2,"Suspected","aff",2006,"Health","Normal-Affected",17,468
"Epilepsy",2,"Suspected","aff",2007,"Health","Normal-Affected",8,341
"Epilepsy",2,"Suspected","aff",2008,"Health","Normal-Affected",6,323
"Epilepsy",2,"Suspected","aff",2009,"Health","Normal-Affected",10,345
"Epilepsy",2,"Suspected","aff",2010,"Health","Normal-Affected",4,334
"Epilepsy",2,"Suspected","aff",2011,"Health","Normal-Affected",4,344
"Epilepsy",2,"Suspected","aff",2012,"Health","Normal-Affected",7,363
"Epilepsy",2,"Suspected","aff",2013,"Health","Normal-Affected",2,388
"Epilepsy",2,"Suspected","aff",2014,"Health","Normal-Affected",8,402
"Epilepsy",2,"Suspected","aff",2015,"Health","Normal-Affected",6,418
"Epilepsy",2,"Suspected","aff",2016,"Health","Normal-Affected",1,411
"Epilepsy",2,"Suspected","aff",2017,"Health","Normal-Affected",3,410
"Epilepsy",2,"Suspected","aff",2018,"Health","Normal-Affected",3,311
"Epilepsy",3,"Normal","un",1991,"Health","Normal-Affected",388,404
"Epilepsy",3,"Normal","un",1992,"Health","Normal-Affected",398,409
"Epilepsy",3,"Normal","un",1993,"Health","Normal-Affected",449,457
"Epilepsy",3,"Normal","un",1994,"Health","Normal-Affected",407,416
"Epilepsy",3,"Normal","un",1995,"Health","Normal-Affected",585,599
"Epilepsy",3,"Normal","un",1996,"Health","Normal-Affected",505,519
"Epilepsy",3,"Normal","un",1997,"Health","Normal-Affected",443,460
"Epilepsy",3,"Normal","un",1998,"Health","Normal-Affected",506,538
"Epilepsy",3,"Normal","un",1999,"Health","Normal-Affected",536,579
"Epilepsy",3,"Normal","un",2000,"Health","Normal-Affected",491,509
"Epilepsy",3,"Normal","un",2001,"Health","Normal-Affected",474,494
"Epilepsy",3,"Normal","un",2002,"Health","Normal-Affected",489,500
"Epilepsy",3,"Normal","un",2003,"Health","Normal-Affected",486,502
"Epilepsy",3,"Normal","un",2004,"Health","Normal-Affected",529,545
"Epilepsy",3,"Normal","un",2005,"Health","Normal-Affected",421,435
"Epilepsy",3,"Normal","un",2006,"Health","Normal-Affected",447,468
"Epilepsy",3,"Normal","un",2007,"Health","Normal-Affected",331,341
"Epilepsy",3,"Normal","un",2008,"Health","Normal-Affected",314,323
