"measure","score","desc","status","year","gtype","order","value","tot_yr"
"Epilepsy",3,"Normal","un",2009,"Health","Normal-Affected",330,345
"Epilepsy",3,"Normal","un",2010,"Health","Normal-Affected",325,334
"Epilepsy",3,"Normal","un",2011,"Health","Normal-Affected",338,344
"Epilepsy",3,"Normal","un",2012,"Health","Normal-Affected",354,363
"Epilepsy",3,"Normal","un",2013,"Health","Normal-Affected",379,388
"Epilepsy",3,"Normal","un",2014,"Health","Normal-Affected",393,402
"Epilepsy",3,"Normal","un",2015,"Health","Normal-Affected",408,418
"Epilepsy",3,"Normal","un",2016,"Health","Normal-Affected",406,411
"Epilepsy",3,"Normal","un",2017,"Health","Normal-Affected",406,410
"Epilepsy",3,"Normal","un",2018,"Health","Normal-Affected",306,311
"HarnessSensitivity",1,"Severe","aff",2003,"Behavior","Mild-Severe",6,163
"HarnessSensitivity",1,"Severe","aff",2004,"Behavior","Mild-Severe",5,245
"HarnessSensitivity",1,"Severe","aff",2005,"Behavior","Mild-Severe",6,238
"HarnessSensitivity",1,"Severe","aff",2006,"Behavior","Mild-Severe",9,273
"HarnessSensitivity",1,"Severe","aff",2007,"Behavior","Mild-Severe",1,202
"HarnessSensitivity",1,"Severe","aff",2008,"Behavior","Mild-Severe",7,200
"HarnessSensitivity",1,"Severe","aff",2009,"Behavior","Mild-Severe",10,239
"HarnessSensitivity",1,"Severe","aff",2010,"Behavior","Mild-Severe",17,276
"HarnessSensitivity",1,"Severe","aff",2011,"Behavior","Mild-Severe",18,310
"HarnessSensitivity",1,"Severe","aff",2012,"Behavior","Mild-Severe",5,320
"HarnessSensitivity",1,"Severe","aff",2013,"Behavior","Mild-Severe",3,330
"HarnessSensitivity",1,"Severe","aff",2014,"Behavior","Mild-Severe",15,333
"HarnessSensitivity",1,"Severe","aff",2015,"Behavior","Mild-Severe",12,336
"HarnessSensitivity",1,"Severe","aff",2016,"Behavior","Mild-Severe",9,323
"HarnessSensitivity",1,"Severe","aff",2017,"Behavior","Mild-Severe",8,338
"HarnessSensitivity",1,"Severe","aff",2018,"Behavior","Mild-Severe",3,279
"HarnessSensitivity",2,"Moderate","aff",2003,"Behavior","Mild-Severe",9,163
"HarnessSensitivity",2,"Moderate","aff",2004,"Behavior","Mild-Severe",12,245
"HarnessSensitivity",2,"Moderate","aff",2005,"Behavior","Mild-Severe",15,238
"HarnessSensitivity",2,"Moderate","aff",2006,"Behavior","Mild-Severe",10,273
"HarnessSensitivity",2,"Moderate","aff",2007,"Behavior","Mild-Severe",13,202
"HarnessSensitivity",2,"Moderate","aff",2008,"Behavior","Mild-Severe",8,200
"HarnessSensitivity",2,"Moderate","aff",2009,"Behavior","Mild-Severe",14,239
"HarnessSensitivity",2,"Moderate","aff",2010,"Behavior","Mild-Severe",17,276
"HarnessSensitivity",2,"Moderate","aff",2011,"Behavior","Mild-Severe",30,310
"HarnessSensitivity",2,"Moderate","aff",2012,"Behavior","Mild-Severe",16,320
"HarnessSensitivity",2,"Moderate","aff",2013,"Behavior","Mild-Severe",18,330
"HarnessSensitivity",2,"Moderate","aff",2014,"Behavior","Mild-Severe",13,333
"HarnessSensitivity",2,"Moderate","aff",2015,"Behavior","Mild-Severe",19,336
"HarnessSensitivity",2,"Moderate","aff",2016,"Behavior","Mild-Severe",15,323
"HarnessSensitivity",2,"Moderate","aff",2017,"Behavior","Mild-Severe",17,338
"HarnessSensitivity",2,"Moderate","aff",2018,"Behavior","Mild-Severe",11,279
"HarnessSensitivity",3,"Mild","un",2003,"Behavior","Mild-Severe",7,163
"HarnessSensitivity",3,"Mild","un",2004,"Behavior","Mild-Severe",19,245
"HarnessSensitivity",3,"Mild","un",2005,"Behavior","Mild-Severe",15,238
"HarnessSensitivity",3,"Mild","un",2006,"Behavior","Mild-Severe",18,273
"HarnessSensitivity",3,"Mild","un",2007,"Behavior","Mild-Severe",13,202
"HarnessSensitivity",3,"Mild","un",2008,"Behavior","Mild-Severe",8,200
"HarnessSensitivity",3,"Mild","un",2009,"Behavior","Mild-Severe",16,239
"HarnessSensitivity",3,"Mild","un",2010,"Behavior","Mild-Severe",25,276
"HarnessSensitivity",3,"Mild","un",2011,"Behavior","Mild-Severe",34,310
"HarnessSensitivity",3,"Mild","un",2012,"Behavior","Mild-Severe",17,320
"HarnessSensitivity",3,"Mild","un",2013,"Behavior","Mild-Severe",23,330
"HarnessSensitivity",3,"Mild","un",2014,"Behavior","Mild-Severe",25,333
"HarnessSensitivity",3,"Mild","un",2015,"Behavior","Mild-Severe",24,336
"HarnessSensitivity",3,"Mild","un",2016,"Behavior","Mild-Severe",35,323
"HarnessSensitivity",3,"Mild","un",2017,"Behavior","Mild-Severe",20,338
"HarnessSensitivity",3,"Mild","un",2018,"Behavior","Mild-Severe",17,279
"HarnessSensitivity",4,"V Mild","un",2003,"Behavior","Mild-Severe",10,163
"HarnessSensitivity",4,"V Mild","un",2004,"Behavior","Mild-Severe",20,245
"HarnessSensitivity",4,"V Mild","un",2005,"Behavior","Mild-Severe",25,238
"HarnessSensitivity",4,"V Mild","un",2006,"Behavior","Mild-Severe",40,273
"HarnessSensitivity",4,"V Mild","un",2007,"Behavior","Mild-Severe",24,202
"HarnessSensitivity",4,"V Mild","un",2008,"Behavior","Mild-Severe",23,200
"HarnessSensitivity",4,"V Mild","un",2009,"Behavior","Mild-Severe",51,239
"HarnessSensitivity",4,"V Mild","un",2010,"Behavior","Mild-Severe",65,276
"HarnessSensitivity",4,"V Mild","un",2011,"Behavior","Mild-Severe",58,310
"HarnessSensitivity",4,"V Mild","un",2012,"Behavior","Mild-Severe",63,320
"HarnessSensitivity",4,"V Mild","un",2013,"Behavior","Mild-Severe",37,330
"HarnessSensitivity",4,"V Mild","un",2014,"Behavior","Mild-Severe",59,333
"HarnessSensitivity",4,"V Mild","un",2015,"Behavior","Mild-Severe",67,336
"HarnessSensitivity",4,"V Mild","un",2016,"Behavior","Mild-Severe",68,323
"HarnessSensitivity",4,"V Mild","un",2017,"Behavior","Mild-Severe",53,338
"HarnessSensitivity",4,"V Mild","un",2018,"Behavior","Mild-Severe",45,279
"HarnessSensitivity",5,"Absent","un",2003,"Behavior","Mild-Severe",131,163
"HarnessSensitivity",5,"Absent","un",2004,"Behavior","Mild-Severe",189,245
"HarnessSensitivity",5,"Absent","un",2005,"Behavior","Mild-Severe",177,238
"HarnessSensitivity",5,"Absent","un",2006,"Behavior","Mild-Severe",196,273
"HarnessSensitivity",5,"Absent","un",2007,"Behavior","Mild-Severe",151,202
"HarnessSensitivity",5,"Absent","un",2008,"Behavior","Mild-Severe",154,200
"HarnessSensitivity",5,"Absent","un",2009,"Behavior","Mild-Severe",148,239
"HarnessSensitivity",5,"Absent","un",2010,"Behavior","Mild-Severe",152,276
"HarnessSensitivity",5,"Absent","un",2011,"Behavior","Mild-Severe",170,310
"HarnessSensitivity",5,"Absent","un",2012,"Behavior","Mild-Severe",219,320
"HarnessSensitivity",5,"Absent","un",2013,"Behavior","Mild-Severe",249,330
"HarnessSensitivity",5,"Absent","un",2014,"Behavior","Mild-Severe",221,333
"HarnessSensitivity",5,"Absent","un",2015,"Behavior","Mild-Severe",214,336
"HarnessSensitivity",5,"Absent","un",2016,"Behavior","Mild-Severe",196,323
"HarnessSensitivity",5,"Absent","un",2017,"Behavior","Mild-Severe",240,338
"HarnessSensitivity",5,"Absent","un",2018,"Behavior","Mild-Severe",203,279
"NoiseIFTModSevereScore",1,"Severe","aff",2009,"Behavior","Mild-Severe",3,264
"NoiseIFTModSevereScore",1,"Severe","aff",2010,"Behavior","Mild-Severe",0,282
"NoiseIFTModSevereScore",1,"Severe","aff",2011,"Behavior","Mild-Severe",0,308
"NoiseIFTModSevereScore",1,"Severe","aff",2012,"Behavior","Mild-Severe",0,318
"NoiseIFTModSevereScore",1,"Severe","aff",2013,"Behavior","Mild-Severe",0,328
"NoiseIFTModSevereScore",1,"Severe","aff",2014,"Behavior","Mild-Severe",1,333
"NoiseIFTModSevereScore",1,"Severe","aff",2015,"Behavior","Mild-Severe",1,335
"NoiseIFTModSevereScore",1,"Severe","aff",2016,"Behavior","Mild-Severe",0,325
"NoiseIFTModSevereScore",1,"Severe","aff",2017,"Behavior","Mild-Severe",0,338
"NoiseIFTModSevereScore",1,"Severe","aff",2018,"Behavior","Mild-Severe",0,280
"NoiseIFTModSevereScore",2,"Moderate","aff",2009,"Behavior","Mild-Severe",11,264
"NoiseIFTModSevereScore",2,"Moderate","aff",2010,"Behavior","Mild-Severe",5,282
"NoiseIFTModSevereScore",2,"Moderate","aff",2011,"Behavior","Mild-Severe",8,308
"NoiseIFTModSevereScore",2,"Moderate","aff",2012,"Behavior","Mild-Severe",0,318
"NoiseIFTModSevereScore",2,"Moderate","aff",2013,"Behavior","Mild-Severe",0,328
"NoiseIFTModSevereScore",2,"Moderate","aff",2014,"Behavior","Mild-Severe",17,333
"NoiseIFTModSevereScore",2,"Moderate","aff",2015,"Behavior","Mild-Severe",9,335
"NoiseIFTModSevereScore",2,"Moderate","aff",2016,"Behavior","Mild-Severe",5,325
"NoiseIFTModSevereScore",2,"Moderate","aff",2017,"Behavior","Mild-Severe",16,338
"NoiseIFTModSevereScore",2,"Moderate","aff",2018,"Behavior","Mild-Severe",7,280
"NoiseIFTModSevereScore",3,"Mild","un",2009,"Behavior","Mild-Severe",41,264
"NoiseIFTModSevereScore",3,"Mild","un",2010,"Behavior","Mild-Severe",34,282
"NoiseIFTModSevereScore",3,"Mild","un",2011,"Behavior","Mild-Severe",16,308
"NoiseIFTModSevereScore",3,"Mild","un",2012,"Behavior","Mild-Severe",33,318
"NoiseIFTModSevereScore",3,"Mild","un",2013,"Behavior","Mild-Severe",21,328
"NoiseIFTModSevereScore",3,"Mild","un",2014,"Behavior","Mild-Severe",53,333
"NoiseIFTModSevereScore",3,"Mild","un",2015,"Behavior","Mild-Severe",40,335
"NoiseIFTModSevereScore",3,"Mild","un",2016,"Behavior","Mild-Severe",29,325
"NoiseIFTModSevereScore",3,"Mild","un",2017,"Behavior","Mild-Severe",62,338
"NoiseIFTModSevereScore",3,"Mild","un",2018,"Behavior","Mild-Severe",54,280
"NoiseIFTModSevereScore",4,"V Mild","un",2009,"Behavior","Mild-Severe",130,264
"NoiseIFTModSevereScore",4,"V Mild","un",2010,"Behavior","Mild-Severe",148,282
"NoiseIFTModSevereScore",4,"V Mild","un",2011,"Behavior","Mild-Severe",163,308
"NoiseIFTModSevereScore",4,"V Mild","un",2012,"Behavior","Mild-Severe",155,318
"NoiseIFTModSevereScore",4,"V Mild","un",2013,"Behavior","Mild-Severe",103,328
"NoiseIFTModSevereScore",4,"V Mild","un",2014,"Behavior","Mild-Severe",151,333
"NoiseIFTModSevereScore",4,"V Mild","un",2015,"Behavior","Mild-Severe",119,335
"NoiseIFTModSevereScore",4,"V Mild","un",2016,"Behavior","Mild-Severe",148,325
"NoiseIFTModSevereScore",4,"V Mild","un",2017,"Behavior","Mild-Severe",141,338
"NoiseIFTModSevereScore",4,"V Mild","un",2018,"Behavior","Mild-Severe",136,280
"NoiseIFTModSevereScore",5,"Absent","un",2009,"Behavior","Mild-Severe",79,264
"NoiseIFTModSevereScore",5,"Absent","un",2010,"Behavior","Mild-Severe",95,282
"NoiseIFTModSevereScore",5,"Absent","un",2011,"Behavior","Mild-Severe",121,308
"NoiseIFTModSevereScore",5,"Absent","un",2012,"Behavior","Mild-Severe",130,318
"NoiseIFTModSevereScore",5,"Absent","un",2013,"Behavior","Mild-Severe",204,328
"NoiseIFTModSevereScore",5,"Absent","un",2014,"Behavior","Mild-Severe",111,333
"NoiseIFTModSevereScore",5,"Absent","un",2015,"Behavior","Mild-Severe",166,335
"NoiseIFTModSevereScore",5,"Absent","un",2016,"Behavior","Mild-Severe",143,325
"NoiseIFTModSevereScore",5,"Absent","un",2017,"Behavior","Mild-Severe",119,338
"NoiseIFTModSevereScore",5,"Absent","un",2018,"Behavior","Mild-Severe",83,280
"NoiseMostRecentBCLScore",1,"Severe","aff",2002,"Behavior","Mild-Severe",12,276
"NoiseMostRecentBCLScore",1,"Severe","aff",2003,"Behavior","Mild-Severe",15,318
"NoiseMostRecentBCLScore",1,"Severe","aff",2004,"Behavior","Mild-Severe",12,350
"NoiseMostRecentBCLScore",1,"Severe","aff",2005,"Behavior","Mild-Severe",5,248
"NoiseMostRecentBCLScore",1,"Severe","aff",2006,"Behavior","Mild-Severe",3,284
"NoiseMostRecentBCLScore",1,"Severe","aff",2007,"Behavior","Mild-Severe",5,214
"NoiseMostRecentBCLScore",1,"Severe","aff",2008,"Behavior","Mild-Severe",2,209
"NoiseMostRecentBCLScore",1,"Severe","aff",2009,"Behavior","Mild-Severe",6,277
"NoiseMostRecentBCLScore",1,"Severe","aff",2010,"Behavior","Mild-Severe",8,362
"NoiseMostRecentBCLScore",1,"Severe","aff",2011,"Behavior","Mild-Severe",7,404
"NoiseMostRecentBCLScore",1,"Severe","aff",2012,"Behavior","Mild-Severe",7,440
"NoiseMostRecentBCLScore",1,"Severe","aff",2013,"Behavior","Mild-Severe",9,481
"NoiseMostRecentBCLScore",1,"Severe","aff",2014,"Behavior","Mild-Severe",9,480
"NoiseMostRecentBCLScore",1,"Severe","aff",2015,"Behavior","Mild-Severe",4,474
"NoiseMostRecentBCLScore",1,"Severe","aff",2016,"Behavior","Mild-Severe",4,474
"NoiseMostRecentBCLScore",1,"Severe","aff",2017,"Behavior","Mild-Severe",20,512
"NoiseMostRecentBCLScore",1,"Severe","aff",2018,"Behavior","Mild-Severe",8,396
"NoiseMostRecentBCLScore",2,"Moderate","aff",2002,"Behavior","Mild-Severe",31,276
"NoiseMostRecentBCLScore",2,"Moderate","aff",2003,"Behavior","Mild-Severe",29,318
"NoiseMostRecentBCLScore",2,"Moderate","aff",2004,"Behavior","Mild-Severe",20,350
"NoiseMostRecentBCLScore",2,"Moderate","aff",2005,"Behavior","Mild-Severe",7,248
"NoiseMostRecentBCLScore",2,"Moderate","aff",2006,"Behavior","Mild-Severe",14,284
"NoiseMostRecentBCLScore",2,"Moderate","aff",2007,"Behavior","Mild-Severe",8,214
"NoiseMostRecentBCLScore",2,"Moderate","aff",2008,"Behavior","Mild-Severe",5,209
"NoiseMostRecentBCLScore",2,"Moderate","aff",2009,"Behavior","Mild-Severe",12,277
"NoiseMostRecentBCLScore",2,"Moderate","aff",2010,"Behavior","Mild-Severe",23,362
"NoiseMostRecentBCLScore",2,"Moderate","aff",2011,"Behavior","Mild-Severe",25,404
"NoiseMostRecentBCLScore",2,"Moderate","aff",2012,"Behavior","Mild-Severe",28,440
"NoiseMostRecentBCLScore",2,"Moderate","aff",2013,"Behavior","Mild-Severe",38,481
"NoiseMostRecentBCLScore",2,"Moderate","aff",2014,"Behavior","Mild-Severe",34,480
"NoiseMostRecentBCLScore",2,"Moderate","aff",2015,"Behavior","Mild-Severe",30,474
"NoiseMostRecentBCLScore",2,"Moderate","aff",2016,"Behavior","Mild-Severe",27,474
"NoiseMostRecentBCLScore",2,"Moderate","aff",2017,"Behavior","Mild-Severe",64,512
"NoiseMostRecentBCLScore",2,"Moderate","aff",2018,"Behavior","Mild-Severe",41,396
"NoiseMostRecentBCLScore",3,"Mild","un",2002,"Behavior","Mild-Severe",71,276
"NoiseMostRecentBCLScore",3,"Mild","un",2003,"Behavior","Mild-Severe",53,318
"NoiseMostRecentBCLScore",3,"Mild","un",2004,"Behavior","Mild-Severe",39,350
"NoiseMostRecentBCLScore",3,"Mild","un",2005,"Behavior","Mild-Severe",12,248
"NoiseMostRecentBCLScore",3,"Mild","un",2006,"Behavior","Mild-Severe",19,284
"NoiseMostRecentBCLScore",3,"Mild","un",2007,"Behavior","Mild-Severe",15,214
"NoiseMostRecentBCLScore",3,"Mild","un",2008,"Behavior","Mild-Severe",25,209
"NoiseMostRecentBCLScore",3,"Mild","un",2009,"Behavior","Mild-Severe",37,277
"NoiseMostRecentBCLScore",3,"Mild","un",2010,"Behavior","Mild-Severe",50,362
"NoiseMostRecentBCLScore",3,"Mild","un",2011,"Behavior","Mild-Severe",53,404
"NoiseMostRecentBCLScore",3,"Mild","un",2012,"Behavior","Mild-Severe",64,440
"NoiseMostRecentBCLScore",3,"Mild","un",2013,"Behavior","Mild-Severe",66,481
"NoiseMostRecentBCLScore",3,"Mild","un",2014,"Behavior","Mild-Severe",78,480
"NoiseMostRecentBCLScore",3,"Mild","un",2015,"Behavior","Mild-Severe",59,474
"NoiseMostRecentBCLScore",3,"Mild","un",2016,"Behavior","Mild-Severe",62,474
"NoiseMostRecentBCLScore",3,"Mild","un",2017,"Behavior","Mild-Severe",68,512
"NoiseMostRecentBCLScore",3,"Mild","un",2018,"Behavior","Mild-Severe",52,396
"NoiseMostRecentBCLScore",4,"V Mild","un",2002,"Behavior","Mild-Severe",76,276
"NoiseMostRecentBCLScore",4,"V Mild","un",2003,"Behavior","Mild-Severe",65,318
"NoiseMostRecentBCLScore",4,"V Mild","un",2004,"Behavior","Mild-Severe",66,350
"NoiseMostRecentBCLScore",4,"V Mild","un",2005,"Behavior","Mild-Severe",16,248
"NoiseMostRecentBCLScore",4,"V Mild","un",2006,"Behavior","Mild-Severe",42,284
"NoiseMostRecentBCLScore",4,"V Mild","un",2007,"Behavior","Mild-Severe",28,214
"NoiseMostRecentBCLScore",4,"V Mild","un",2008,"Behavior","Mild-Severe",47,209
"NoiseMostRecentBCLScore",4,"V Mild","un",2009,"Behavior","Mild-Severe",113,277
"NoiseMostRecentBCLScore",4,"V Mild","un",2010,"Behavior","Mild-Severe",139,362
"NoiseMostRecentBCLScore",4,"V Mild","un",2011,"Behavior","Mild-Severe",146,404
"NoiseMostRecentBCLScore",4,"V Mild","un",2012,"Behavior","Mild-Severe",149,440
"NoiseMostRecentBCLScore",4,"V Mild","un",2013,"Behavior","Mild-Severe",140,481
"NoiseMostRecentBCLScore",4,"V Mild","un",2014,"Behavior","Mild-Severe",148,480
"NoiseMostRecentBCLScore",4,"V Mild","un",2015,"Behavior","Mild-Severe",159,474
"NoiseMostRecentBCLScore",4,"V Mild","un",2016,"Behavior","Mild-Severe",147,474
"NoiseMostRecentBCLScore",4,"V Mild","un",2017,"Behavior","Mild-Severe",119,512
"NoiseMostRecentBCLScore",4,"V Mild","un",2018,"Behavior","Mild-Severe",111,396
"NoiseMostRecentBCLScore",5,"Absent","un",2002,"Behavior","Mild-Severe",86,276
"NoiseMostRecentBCLScore",5,"Absent","un",2003,"Behavior","Mild-Severe",156,318
"NoiseMostRecentBCLScore",5,"Absent","un",2004,"Behavior","Mild-Severe",213,350
"NoiseMostRecentBCLScore",5,"Absent","un",2005,"Behavior","Mild-Severe",208,248
"NoiseMostRecentBCLScore",5,"Absent","un",2006,"Behavior","Mild-Severe",206,284
"NoiseMostRecentBCLScore",5,"Absent","un",2007,"Behavior","Mild-Severe",158,214
"NoiseMostRecentBCLScore",5,"Absent","un",2008,"Behavior","Mild-Severe",130,209
"NoiseMostRecentBCLScore",5,"Absent","un",2009,"Behavior","Mild-Severe",109,277
"NoiseMostRecentBCLScore",5,"Absent","un",2010,"Behavior","Mild-Severe",142,362
"NoiseMostRecentBCLScore",5,"Absent","un",2011,"Behavior","Mild-Severe",173,404
"NoiseMostRecentBCLScore",5,"Absent","un",2012,"Behavior","Mild-Severe",192,440
"NoiseMostRecentBCLScore",5,"Absent","un",2013,"Behavior","Mild-Severe",228,481
"NoiseMostRecentBCLScore",5,"Absent","un",2014,"Behavior","Mild-Severe",211,480
"NoiseMostRecentBCLScore",5,"Absent","un",2015,"Behavior","Mild-Severe",222,474
"NoiseMostRecentBCLScore",5,"Absent","un",2016,"Behavior","Mild-Severe",234,474
"NoiseMostRecentBCLScore",5,"Absent","un",2017,"Behavior","Mild-Severe",241,512
"NoiseMostRecentBCLScore",5,"Absent","un",2018,"Behavior","Mild-Severe",184,396
"NoisePupTestScore",1,"Severe","aff",2010,"Behavior","Mild-Severe",3,288
"NoisePupTestScore",1,"Severe","aff",2011,"Behavior","Mild-Severe",2,398
"NoisePupTestScore",1,"Severe","aff",2012,"Behavior","Mild-Severe",4,432
"NoisePupTestScore",1,"Severe","aff",2013,"Behavior","Mild-Severe",2,476
"NoisePupTestScore",1,"Severe","aff",2014,"Behavior","Mild-Severe",1,471
"NoisePupTestScore",1,"Severe","aff",2015,"Behavior","Mild-Severe",0,463
"NoisePupTestScore",1,"Severe","aff",2016,"Behavior","Mild-Severe",2,471
"NoisePupTestScore",1,"Severe","aff",2017,"Behavior","Mild-Severe",18,495
"NoisePupTestScore",1,"Severe","aff",2018,"Behavior","Mild-Severe",5,393
"NoisePupTestScore",2,"Moderate","aff",2010,"Behavior","Mild-Severe",29,288
"NoisePupTestScore",2,"Moderate","aff",2011,"Behavior","Mild-Severe",26,398
"NoisePupTestScore",2,"Moderate","aff",2012,"Behavior","Mild-Severe",31,432
"NoisePupTestScore",2,"Moderate","aff",2013,"Behavior","Mild-Severe",61,476
"NoisePupTestScore",2,"Moderate","aff",2014,"Behavior","Mild-Severe",55,471
"NoisePupTestScore",2,"Moderate","aff",2015,"Behavior","Mild-Severe",38,463
"NoisePupTestScore",2,"Moderate","aff",2016,"Behavior","Mild-Severe",47,471
"NoisePupTestScore",2,"Moderate","aff",2017,"Behavior","Mild-Severe",139,495
"NoisePupTestScore",2,"Moderate","aff",2018,"Behavior","Mild-Severe",107,393
"NoisePupTestScore",3,"Mild","un",2010,"Behavior","Mild-Severe",96,288
"NoisePupTestScore",3,"Mild","un",2011,"Behavior","Mild-Severe",80,398
"NoisePupTestScore",3,"Mild","un",2012,"Behavior","Mild-Severe",109,432
"NoisePupTestScore",3,"Mild","un",2013,"Behavior","Mild-Severe",166,476
"NoisePupTestScore",3,"Mild","un",2014,"Behavior","Mild-Severe",215,471
"NoisePupTestScore",3,"Mild","un",2015,"Behavior","Mild-Severe",186,463
"NoisePupTestScore",3,"Mild","un",2016,"Behavior","Mild-Severe",186,471
"NoisePupTestScore",3,"Mild","un",2017,"Behavior","Mild-Severe",244,495
"NoisePupTestScore",3,"Mild","un",2018,"Behavior","Mild-Severe",223,393
"NoisePupTestScore",4,"V Mild","un",2010,"Behavior","Mild-Severe",70,288
"NoisePupTestScore",4,"V Mild","un",2011,"Behavior","Mild-Severe",168,398
"NoisePupTestScore",4,"V Mild","un",2012,"Behavior","Mild-Severe",178,432
"NoisePupTestScore",4,"V Mild","un",2013,"Behavior","Mild-Severe",169,476
"NoisePupTestScore",4,"V Mild","un",2014,"Behavior","Mild-Severe",162,471
"NoisePupTestScore",4,"V Mild","un",2015,"Behavior","Mild-Severe",195,463
"NoisePupTestScore",4,"V Mild","un",2016,"Behavior","Mild-Severe",190,471
"NoisePupTestScore",4,"V Mild","un",2017,"Behavior","Mild-Severe",84,495
"NoisePupTestScore",4,"V Mild","un",2018,"Behavior","Mild-Severe",56,393
"NoisePupTestScore",5,"Absent","un",2010,"Behavior","Mild-Severe",90,288
"NoisePupTestScore",5,"Absent","un",2011,"Behavior","Mild-Severe",122,398
"NoisePupTestScore",5,"Absent","un",2012,"Behavior","Mild-Severe",110,432
"NoisePupTestScore",5,"Absent","un",2013,"Behavior","Mild-Severe",78,476
"NoisePupTestScore",5,"Absent","un",2014,"Behavior","Mild-Severe",38,471
"NoisePupTestScore",5,"Absent","un",2015,"Behavior","Mild-Severe",44,463
"NoisePupTestScore",5,"Absent","un",2016,"Behavior","Mild-Severe",46,471
"NoisePupTestScore",5,"Absent","un",2017,"Behavior","Mild-Severe",10,495
"NoisePupTestScore",5,"Absent","un",2018,"Behavior","Mild-Severe",2,393
"SoftTrachea",1,"Affected","aff",2001,"Health","Normal-Affected",6,511
"SoftTrachea",1,"Affected","aff",2002,"Health","Normal-Affected",6,522
"SoftTrachea",1,"Affected","aff",2003,"Health","Normal-Affected",9,552
"SoftTrachea",1,"Affected","aff",2004,"Health","Normal-Affected",5,586
"SoftTrachea",1,"Affected","aff",2005,"Health","Normal-Affected",7,459
"SoftTrachea",1,"Affected","aff",2006,"Health","Normal-Affected",4,494
"SoftTrachea",1,"Affected","aff",2007,"Health","Normal-Affected",5,372
"SoftTrachea",1,"Affected","aff",2008,"Health","Normal-Affected",3,360
"SoftTrachea",1,"Affected","aff",2009,"Health","Normal-Affected",2,371
"SoftTrachea",1,"Affected","aff",2010,"Health","Normal-Affected",2,362
"SoftTrachea",1,"Affected","aff",2011,"Health","Normal-Affected",2,367
"SoftTrachea",1,"Affected","aff",2012,"Health","Normal-Affected",4,377
"SoftTrachea",1,"Affected","aff",2013,"Health","Normal-Affected",4,391
"SoftTrachea",1,"Affected","aff",2014,"Health","Normal-Affected",0,405
"SoftTrachea",1,"Affected","aff",2015,"Health","Normal-Affected",2,418
"SoftTrachea",1,"Affected","aff",2016,"Health","Normal-Affected",3,410
"SoftTrachea",1,"Affected","aff",2017,"Health","Normal-Affected",2,412
"SoftTrachea",1,"Affected","aff",2018,"Health","Normal-Affected",2,310
"SoftTrachea",2,"Suspected","aff",2001,"Health","Normal-Affected",15,511
"SoftTrachea",2,"Suspected","aff",2002,"Health","Normal-Affected",13,522
"SoftTrachea",2,"Suspected","aff",2003,"Health","Normal-Affected",33,552
"SoftTrachea",2,"Suspected","aff",2004,"Health","Normal-Affected",42,586
"SoftTrachea",2,"Suspected","aff",2005,"Health","Normal-Affected",14,459
"SoftTrachea",2,"Suspected","aff",2006,"Health","Normal-Affected",13,494
"SoftTrachea",2,"Suspected","aff",2007,"Health","Normal-Affected",7,372
"SoftTrachea",2,"Suspected","aff",2008,"Health","Normal-Affected",4,360
"SoftTrachea",2,"Suspected","aff",2009,"Health","Normal-Affected",5,371
"SoftTrachea",2,"Suspected","aff",2010,"Health","Normal-Affected",2,362
"SoftTrachea",2,"Suspected","aff",2011,"Health","Normal-Affected",2,367
"SoftTrachea",2,"Suspected","aff",2012,"Health","Normal-Affected",2,377
"SoftTrachea",2,"Suspected","aff",2013,"Health","Normal-Affected",5,391
"SoftTrachea",2,"Suspected","aff",2014,"Health","Normal-Affected",0,405
"SoftTrachea",2,"Suspected","aff",2015,"Health","Normal-Affected",2,418
"SoftTrachea",2,"Suspected","aff",2016,"Health","Normal-Affected",2,410
"SoftTrachea",2,"Suspected","aff",2017,"Health","Normal-Affected",3,412
"SoftTrachea",2,"Suspected","aff",2018,"Health","Normal-Affected",1,310
"SoftTrachea",3,"Normal","un",2001,"Health","Normal-Affected",490,511
"SoftTrachea",3,"Normal","un",2002,"Health","Normal-Affected",503,522
"SoftTrachea",3,"Normal","un",2003,"Health","Normal-Affected",510,552
"SoftTrachea",3,"Normal","un",2004,"Health","Normal-Affected",539,586
"SoftTrachea",3,"Normal","un",2005,"Health","Normal-Affected",438,459
"SoftTrachea",3,"Normal","un",2006,"Health","Normal-Affected",477,494
"SoftTrachea",3,"Normal","un",2007,"Health","Normal-Affected",360,372
"SoftTrachea",3,"Normal","un",2008,"Health","Normal-Affected",353,360
"SoftTrachea",3,"Normal","un",2009,"Health","Normal-Affected",364,371
"SoftTrachea",3,"Normal","un",2010,"Health","Normal-Affected",358,362
"SoftTrachea",3,"Normal","un",2011,"Health","Normal-Affected",363,367
"SoftTrachea",3,"Normal","un",2012,"Health","Normal-Affected",371,377
"SoftTrachea",3,"Normal","un",2013,"Health","Normal-Affected",382,391
"SoftTrachea",3,"Normal","un",2014,"Health","Normal-Affected",405,405
"SoftTrachea",3,"Normal","un",2015,"Health","Normal-Affected",414,418
"SoftTrachea",3,"Normal","un",2016,"Health","Normal-Affected",405,410
"SoftTrachea",3,"Normal","un",2017,"Health","Normal-Affected",407,412
"SoftTrachea",3,"Normal","un",2018,"Health","Normal-Affected",307,310
"success of live birth",1,"Released","un",1991,"Success","Success",51,505
"success of live birth",1,"Released","un",1992,"Success","Success",59,520
