"dog_GenerationCoefficient","dog_InbreedingCoefficient","altDogID"
9.374523163,0.06,"R4588"
8.644546509,0.031,"R4452"
9.374523163,0.06,"R4589"
7.105926514,0.003,"R1471"
6.501831055,0,"R672"
9.152133942,0.049,"R5388"
5.172607422,0,"R1642"
8.024353027,0.102,"R893"
9.152133942,0.049,"R5389"
5.798187256,0,"R755"
8.313278198,0.053,"R4891"
8.079437256,0,"R1786"
3.389770508,0,"R1030"
7.399429321,0.051,"R3643"
7.521911621,0.064,"R2658"
7.105926514,0.003,"R1472"
5.798187256,0,"R756"
7.105926514,0.003,"R1473"
10.2903862,0.094,"R3769"
5.798187256,0,"R757"
8.454147339,0.042,"R5025"
8.079437256,0,"R1787"
7.105926514,0.003,"R1474"
5.798187256,0,"R758"
7.802986145,0.081,"R3069"
7.29788208,0.039,"R2783"
8.024353027,0.102,"R14826"
8.631267548,0.008,"R5166"
8.230041504,0.031,"R3314"
8.644546509,0.031,"R4453"
8.079437256,0,"R1788"
3.380859375,0,"R495"
6.031494141,0.001,"R2219"
8.868942261,0.093,"R2915"
8.313278198,0.053,"R4892"
7.521911621,0.064,"R2659"
9.000114441,0.049,"R3901"
5.172607422,0,"R1643"
6.501831055,0,"R673"
10.2903862,0.094,"R3770"
8.079437256,0,"R1789"
8.868942261,0.093,"R2916"
3.380859375,0,"R496"
3.389770508,0,"R1031"
5.798187256,0,"R759"
4.931793213,0,"R1928"
8.631267548,0.008,"R5167"
8.840072632,0.121,"R5253"
8.176269531,0.106,"R14827"
7.105926514,0.003,"R1475"
8.631267548,0.008,"R5168"
9.085105896,0.023,"R2481"
8.024353027,0.102,"R894"
8.840072632,0.121,"R5254"
8.850158691,0.039,"R4160"
8.024353027,0.102,"R895"
7.399429321,0.051,"R3644"
9.374523163,0.06,"R4590"
4.931793213,0,"R1929"
8.840072632,0.121,"R5255"
7.105926514,0.003,"R1476"
9.374523163,0.06,"R4591"
4.972381592,0,"R14828"
6.501831055,0,"R674"
7.521911621,0.064,"R2660"
7.105926514,0.003,"R1477"
4.972381592,0,"R345"
8.454147339,0.042,"R5026"
7.875007629,0.032,"R3646"
4.931793213,0,"R1930"
8.230041504,0.031,"R3315"
5.172607422,0,"R1644"
8.868942261,0.093,"R2917"
9.085105896,0.023,"R2482"
6.244842529,0,"R4306"
9.374523163,0.06,"R4592"
5.798187256,0,"R760"
8.644546509,0.031,"R4454"
6.031494141,0.001,"R2220"
9.152133942,0.049,"R5390"
8.868942261,0.093,"R2918"
8.850158691,0.039,"R4161"
7.802986145,0.081,"R3070"
3.389770508,0,"R1032"
0,0,"R14829"
9.053833008,0.03,"R3184"
7.399429321,0.051,"R14830"
3.389770508,0,"R1033"
8.631267548,0.008,"R5169"
9.374523163,0.06,"R4593"
4.931793213,0,"R1931"
6.244842529,0,"R4307"
7.399429321,0.051,"R2061"
6.244842529,0,"R4308"
7.802986145,0.081,"R3071"
8.868942261,0.093,"R2919"
5.872833252,0,"R3129"
6.244842529,0,"R4309"
8.024353027,0.102,"R896"
5.780395508,0.025,"R2221"
6.714416504,0,"R2345"
7.521911621,0.064,"R2661"
7.29788208,0.039,"R2784"
8.454147339,0.042,"R5027"
5.172607422,0,"R1645"
8.230041504,0.031,"R3316"
4.931793213,0,"R1932"
5.798187256,0,"R761"
7.399429321,0.051,"R2062"
7.29788208,0.039,"R2785"
8.454147339,0.042,"R5028"
3.9375,0,"R675"
3.9375,0,"R676"
6.003173828,0.002,"R1790"
1,0,"R347"
9.165786743,0.069,"R3520"
6.003173828,0.002,"R1791"
8.520423889,0.055,"R5391"
2.515625,0,"R1323"
2.515625,0,"R1324"
2.515625,0,"R1325"
7.399429321,0.051,"R3645"
2.515625,0,"R1326"
7.238006592,0.006,"R1933"
7.85660553,0.108,"R5029"
8.895954132,0.053,"R4164"
7.875007629,0.032,"R3647"
6.003173828,0.002,"R1792"
8.157546997,0.019,"R2663"
7.405212402,0.044,"R1034"
9.439834595,0.028,"R3903"
8.895954132,0.053,"R4165"
9.064338684,0.074,"R5170"
7.699707031,0.207,"R80"
7.875007629,0.032,"R3648"
9.687614441,0.043,"R5256"
1,0,"R348"
1,0,"R349"
9.064338684,0.074,"R5171"
8.440353394,0.024,"R4754"
8.27645874,0.024,"R2786"
7.602218628,0.058,"R2063"
7.405212402,0.044,"R1035"
8.960746765,0.039,"R3452"
7.602218628,0.058,"R2064"
7.602218628,0.058,"R2065"
8.147399902,0.06,"R1171"
8.147399902,0.06,"R1172"
8.157546997,0.019,"R2664"
10.07207108,0.117,"R4893"
7.980484009,0.061,"R3074"
9.171173096,0.089,"R1646"
9.171173096,0.089,"R1647"
9.651416779,0.052,"R4691"
7.602218628,0.058,"R2066"
9.889915466,0.147,"R4596"
8.095062256,0.016,"R4044"
6.795150757,0.004,"R3185"
7.85660553,0.108,"R5030"
7.875007629,0.032,"R3649"
8.440353394,0.024,"R4755"
7.85660553,0.108,"R5031"
8.095062256,0.016,"R4045"
9.889915466,0.147,"R4597"
8.147399902,0.06,"R1173"
6.70223999,0.015,"R2922"
7.602218628,0.058,"R2067"
7.602218628,0.058,"R2068"
6.352783203,0,"R499"
6.70223999,0.015,"R2923"
8.095062256,0.016,"R4046"
7.972560883,0.013,"R4310"
9.687614441,0.043,"R5257"
7.602218628,0.058,"R2069"
7.972560883,0.013,"R4311"
10.12487411,0.066,"R4681"
7.405212402,0.044,"R1036"
8.095062256,0.016,"R4047"
8.27645874,0.024,"R2787"
9.439834595,0.028,"R3904"
9.171173096,0.089,"R1648"
8.960746765,0.039,"R3453"
7.875007629,0.032,"R3650"
7.85660553,0.108,"R5032"
9.171173096,0.089,"R1649"
7.972560883,0.013,"R4312"
9.672622681,0.091,"R4135"
9.064338684,0.074,"R5172"
9.171173096,0.089,"R1650"
7.972560883,0.013,"R4313"
1,0,"R14831"
7.980484009,0.061,"R3075"
8.520423889,0.055,"R5392"
9.687614441,0.043,"R5258"
8.566833496,0.035,"R4455"
2.66015625,0,"R14832"
4.393188477,0,"R762"
8.342132568,0.107,"R1478"
7.972560883,0.013,"R4314"
4.03125,0,"R14833"
9.171173096,0.089,"R1651"
1,0,"R719"
8.342132568,0.107,"R1479"
4.03125,0,"R14834"
7.875007629,0.032,"R3651"
7.972560883,0.013,"R4315"
9.439834595,0.028,"R3905"
7.875007629,0.032,"R3652"
9.889915466,0.147,"R4598"
8.520423889,0.055,"R5393"
9.495666504,0.107,"R2483"
8.095062256,0.016,"R4048"
10.07207108,0.117,"R4894"
8.095062256,0.016,"R4049"
8.520423889,0.055,"R5394"
7.238006592,0.006,"R1934"
9.064338684,0.074,"R5173"
7.972560883,0.013,"R4316"
0,0,"R14835"
8.342132568,0.107,"R1480"
8.342132568,0.107,"R1481"
8.566833496,0.035,"R4456"
9.064338684,0.074,"R5174"
8.520423889,0.055,"R5395"
8.882225037,0.068,"R3777"
8.520423889,0.055,"R5396"
6.332183838,0.009,"R14836"
3.9375,0,"R677"
9.365997314,0.051,"R4796"
8.27645874,0.024,"R2788"
1,0,"R14837"
1,0,"R350"
8.566833496,0.035,"R4457"
8.342132568,0.107,"R1482"
7.888717651,0.033,"R2222"
9.687614441,0.043,"R5259"
8.095062256,0.016,"R4050"
7.602218628,0.058,"R2070"
9.064338684,0.074,"R5175"
7.875007629,0.032,"R3653"
7.405212402,0.044,"R1037"
4.03125,0,"R14838"
6.795150757,0.004,"R3186"
7.972560883,0.013,"R4317"
8.566833496,0.035,"R4458"
4.993896484,0,"R14839"
7.602218628,0.058,"R2071"
7.972560883,0.013,"R4318"
6.795150757,0.004,"R3187"
8.157546997,0.019,"R2665"
9.439834595,0.028,"R3906"
3.9375,0,"R678"
9.064338684,0.074,"R5176"
1,0,"R351"
9.064338684,0.074,"R5177"
8.095062256,0.016,"R4051"
6.70223999,0.015,"R2924"
9.171173096,0.089,"R1652"
9.687614441,0.043,"R5260"
9.495666504,0.107,"R2484"
10.07207108,0.117,"R4895"
4.393188477,0,"R763"
8.147399902,0.06,"R1174"
9.889915466,0.147,"R4599"
7.972560883,0.013,"R4319"
9.171173096,0.089,"R1653"
6.352783203,0,"R500"
6.70223999,0.015,"R2925"
7.405212402,0.044,"R1038"
6.352783203,0,"R501"
9.439834595,0.028,"R3907"
7.972560883,0.013,"R4320"
3.9375,0,"R679"
7.602218628,0.058,"R2072"
7.980484009,0.061,"R3076"
9.064338684,0.074,"R5178"
9.439834595,0.028,"R3908"
6.70223999,0.015,"R2926"
6.795150757,0.004,"R3188"
9.033336639,0.039,"R4550"
7.85660553,0.108,"R5033"
8.27645874,0.024,"R2789"
1,0,"R14840"
6.70223999,0.015,"R2927"
6.70223999,0.015,"R2928"
8.27645874,0.024,"R2790"
8.157546997,0.019,"R2666"
8.095062256,0.016,"R4052"
6.352783203,0,"R502"
9.495666504,0.107,"R2485"
9.064338684,0.074,"R5179"
1,0,"R352"
10.07207108,0.117,"R4896"
8.27645874,0.024,"R2791"
9.687614441,0.043,"R5261"
3.9375,0,"R680"
9.889915466,0.147,"R4600"
6.352783203,0,"R503"
7.875007629,0.032,"R3654"
6.352783203,0,"R504"
7.972560883,0.013,"R4321"
6.70223999,0.015,"R2929"
8.895954132,0.053,"R4166"
7.405212402,0.044,"R1039"
9.889915466,0.147,"R4601"
6.352783203,0,"R505"
9.889915466,0.147,"R4602"
8.147399902,0.06,"R1175"
9.439834595,0.028,"R3909"
8.106445313,0.21,"R46"
8.520423889,0.055,"R5397"
3.9375,0,"R681"
4.03125,0,"R14841"
7.602218628,0.058,"R2073"
6.352783203,0,"R506"
9.419631958,0.034,"R5163"
8.157546997,0.019,"R2667"
6.611328125,0.135,"R32"
9.781173706,0.051,"R3771"
7.85660553,0.108,"R5034"
6.003173828,0.002,"R1793"
3.9375,0,"R682"
1,0,"R353"
8.147399902,0.06,"R1176"
10.07207108,0.117,"R4897"
4.03125,0,"R14842"
1,0,"R354"
8.157546997,0.019,"R2668"
7.405212402,0.044,"R1040"
1,0,"R14843"
1,0,"R14844"
8.147399902,0.06,"R1177"
8.440353394,0.024,"R4756"
7.85660553,0.108,"R5035"
9.495666504,0.107,"R2486"
8.905502319,0.123,"R3280"
8.095062256,0.016,"R4053"
7.405212402,0.044,"R1041"
9.064338684,0.074,"R5180"
7.405212402,0.044,"R1042"
6.003173828,0.002,"R1794"
10.07207108,0.117,"R4898"
10.07207108,0.117,"R4899"
9.173816681,0.025,"R4996"
9.311500549,0.084,"R4721"
7.85660553,0.108,"R5036"
8.440353394,0.024,"R4757"
6.70223999,0.015,"R2930"
5.798187256,0,"R507"
4.688598633,0,"R897"
4.688598633,0,"R898"
4.688598633,0,"R899"
6.630554199,0.001,"R1180"
9.582992554,0.081,"R4758"
8.956001282,0.078,"R3191"
3.6015625,0,"R764"
4.71875,0.011,"R1795"
7.023239136,0.066,"R2673"
8.767333984,0.056,"R1936"
9.823574066,0.103,"R4726"
5.722961426,0.006,"R1300"
8.92149353,0.027,"R4167"
8.036483765,0.023,"R2792"
8.927745819,0.033,"R4604"
8.632637024,0.042,"R5265"
7.829528809,0,"R2076"
8.682723999,0.057,"R3317"
9.008152008,0.042,"R4459"
8.600784302,0.035,"R3656"
9.625175476,0.08,"R5399"
7.577728271,0.013,"R1328"
7.655273438,0.172,"R49"
8.036483765,0.023,"R2793"
7.577728271,0.013,"R1329"
5.441162109,0,"R355"
8.927745819,0.033,"R4605"
8.600784302,0.035,"R3657"
9.639431,0.092,"R3910"
7.829528809,0,"R2077"
9.639431,0.092,"R3911"
8.861091614,0.08,"R5037"
8.767333984,0.056,"R1937"
5.798187256,0,"R508"
9.576961517,0.097,"R4900"
4.71875,0.011,"R1796"
8.861091614,0.08,"R5038"
9.639431,0.092,"R3912"
7.4246521,0,"R2490"
8.600784302,0.035,"R3658"
8.767333984,0.056,"R1938"
7.577728271,0.013,"R1330"
7.387664795,0.01,"R2934"
9.582992554,0.081,"R4759"
9.576961517,0.097,"R4901"
10.13243103,0.088,"R4054"
8.036483765,0.023,"R2794"
4.688598633,0,"R900"
5.441162109,0,"R728"
7.4246521,0,"R2491"
9.576961517,0.097,"R4902"
9.008152008,0.042,"R4460"
8.600784302,0.035,"R3659"
3.720581055,0,"R1045"
7.387664795,0.01,"R2935"
8.767333984,0.056,"R1939"
9.582992554,0.081,"R4760"
8.036483765,0.023,"R2795"
4.71875,0.011,"R1797"
9.641418457,0.133,"R3776"
8.600784302,0.035,"R3660"
9.008152008,0.042,"R4461"
8.956001282,0.078,"R3192"
8.526657104,0.052,"R1654"
9.576961517,0.097,"R4903"
8.600784302,0.035,"R3661"
7.4246521,0,"R2492"
8.927745819,0.033,"R4606"
8.767333984,0.056,"R1940"
8.682723999,0.057,"R3318"
9.008152008,0.042,"R4462"
4.688598633,0,"R901"
4.688598633,0,"R902"
9.639431,0.092,"R3913"
8.927745819,0.033,"R4607"
9.625175476,0.08,"R5400"
3.6015625,0,"R765"
8.682723999,0.057,"R3319"
8.526657104,0.052,"R1655"
9.639431,0.092,"R3914"
7.387664795,0.01,"R2936"
2,0,"R14845"
8.927745819,0.033,"R4608"
8.600784302,0.035,"R3662"
8.861091614,0.08,"R5039"
7.577728271,0.013,"R1331"
3.6015625,0,"R766"
10.13243103,0.088,"R4055"
7.023239136,0.066,"R2674"
9.625175476,0.08,"R5401"
8.600784302,0.035,"R3663"
3.6015625,0,"R767"
9.582992554,0.081,"R4761"
9.582992554,0.081,"R4762"
9.639431,0.092,"R3915"
7.577728271,0.013,"R1332"
7.387664795,0.01,"R2937"
5.798187256,0,"R509"
8.632637024,0.042,"R5266"
5.441162109,0,"R356"
7.577728271,0.013,"R1333"
10.13243103,0.088,"R4056"
8.036483765,0.023,"R2796"
7.4246521,0,"R2493"
9.576961517,0.097,"R4904"
9.582992554,0.081,"R4763"
8.036483765,0.023,"R2797"
5.798187256,0,"R510"
9.625175476,0.08,"R5402"
8.92149353,0.027,"R4168"
7.4246521,0,"R2494"
4.71875,0.011,"R1798"
8.600784302,0.035,"R3664"
8.861091614,0.08,"R5040"
8.391601563,0.036,"R4711"
5.441162109,0,"R357"
7.991729736,0.033,"R14846"
3.6015625,0,"R768"
8.632637024,0.042,"R5267"
9.576961517,0.097,"R4905"
2,0,"R14847"
10.13243103,0.088,"R4057"
9.639431,0.092,"R3916"
8.861091614,0.08,"R5041"
7.387664795,0.01,"R2938"
8.632637024,0.042,"R5268"
8.682723999,0.057,"R3320"
3.6015625,0,"R769"
8.92149353,0.027,"R4169"
9.639431,0.092,"R3917"
6.630554199,0.001,"R1181"
7.4246521,0,"R2495"
8.927745819,0.033,"R4609"
8.861091614,0.08,"R5042"
8.956001282,0.078,"R3193"
8.632637024,0.042,"R5269"
8.92149353,0.027,"R4170"
2,0,"R14848"
8.526657104,0.052,"R1656"
7.4246521,0,"R2496"
9.625175476,0.08,"R5403"
9.582992554,0.081,"R4764"
8.526657104,0.052,"R1657"
8.632637024,0.042,"R5270"
6.630554199,0.001,"R1182"
9.582992554,0.081,"R4765"
9.008152008,0.042,"R4463"
7.023239136,0.066,"R2675"
9.582992554,0.081,"R4766"
8.92149353,0.027,"R4171"
8.682723999,0.057,"R3321"
10.13243103,0.088,"R4058"
6.69921875,0.15,"R14"
3.6015625,0,"R770"
8.927745819,0.033,"R4610"
3.720581055,0,"R1046"
8.767333984,0.056,"R1941"
7.387664795,0.01,"R2939"
8.526657104,0.052,"R1658"
3.6015625,0,"R771"
9.625175476,0.08,"R5404"
6.50390625,0.16,"R23"
9.582992554,0.081,"R4767"
6.630554199,0.001,"R1183"
9.639431,0.092,"R3918"
8.682723999,0.057,"R3322"
8.767333984,0.056,"R1942"
3.6015625,0,"R772"
9.625175476,0.08,"R5405"
7.577728271,0.013,"R1334"
8.036483765,0.023,"R2798"
6.50390625,0.16,"R12"
8.600784302,0.035,"R3665"
3.6015625,0,"R773"
8.956001282,0.078,"R3194"
7.4246521,0,"R2497"
4.71875,0.011,"R1799"
8.632637024,0.042,"R5271"
5.441162109,0,"R358"
9.639431,0.092,"R3919"
8.600784302,0.035,"R3666"
7.829528809,0,"R2078"
8.956001282,0.078,"R3195"
8.92149353,0.027,"R4172"
8.682723999,0.057,"R3323"
6.630554199,0.001,"R1184"
8.927745819,0.033,"R4611"
8.632637024,0.042,"R5272"
4.956237793,0,"R1047"
6.350585938,0,"R905"
7.511291504,0.002,"R1661"
4.972381592,0,"R774"
8.80398941,0.023,"R4613"
9.286865234,0.214,"R235"
6.350585938,0,"R906"
4.972381592,0,"R775"
6.350585938,0,"R907"
4.972381592,0,"R776"
4.835540771,0,"R1335"
5.472381592,0,"R1483"
8.882225037,0.068,"R3778"
8.164840698,0.035,"R4324"
7.714416504,0.001,"R2223"
4.835540771,0,"R1336"
6.704833984,0.033,"R3080"
7.907546997,0.013,"R2498"
8.164840698,0.035,"R4325"
4.972381592,0,"R777"
9.904356003,0.099,"R5406"
10.08959198,0.116,"R4062"
4.752929688,0.001,"R511"
4.835540771,0,"R1337"
4.972381592,0,"R778"
7.85848999,0.031,"R4175"
8.911483765,0.05,"R5043"
5.441162109,0,"R1800"
5.697021484,0.002,"R3196"
10.08959198,0.116,"R4063"
5.472381592,0,"R1484"
8.157592773,0.02,"R2801"
5.441162109,0,"R1801"
4.752929688,0.001,"R512"
8.882225037,0.068,"R3779"
7.714416504,0.001,"R2224"
7.907546997,0.013,"R2499"
9.904356003,0.099,"R5407"
5.472381592,0,"R1485"
5.297576904,0,"R2676"
4.752929688,0.001,"R513"
4.956237793,0,"R359"
10.08959198,0.116,"R4064"
5.472381592,0,"R1486"
5.697021484,0.002,"R3197"
9.904356003,0.099,"R5408"
4.835540771,0,"R1338"
6.350585938,0,"R908"
6.206542969,0,"R1946"
5.697021484,0.002,"R3198"
10.09220123,0.11,"R3324"
10.08959198,0.116,"R4065"
7.778442383,0.012,"R2081"
5.798187256,0,"R1185"
7.705917358,0.041,"R2347"
8.80398941,0.023,"R4614"
4.835540771,0,"R1339"
5.697021484,0.002,"R3199"
8.157592773,0.02,"R2802"
6.350585938,0,"R909"
4.752929688,0.001,"R514"
7.907546997,0.013,"R2500"
8.882225037,0.068,"R3780"
8.164840698,0.035,"R4326"
8.157592773,0.02,"R2803"
6.199714661,0,"R3454"
8.80398941,0.023,"R4615"
4.835540771,0,"R1340"
7.714416504,0.001,"R2225"
4.956237793,0,"R360"
7.907546997,0.013,"R2501"
8.675079346,0.091,"R4906"
4.956237793,0,"R1048"
4.956237793,0,"R361"
9.904356003,0.099,"R5409"
8.050834656,0.097,"R3669"
10.08959198,0.116,"R4066"
7.778442383,0.012,"R2082"
4.752929688,0.001,"R515"
6.206542969,0,"R1947"
8.992084503,0.063,"R4466"
7.778442383,0.012,"R2083"
5.697021484,0.002,"R3200"
6.199714661,0,"R3455"
4.956237793,0,"R729"
5.441162109,0,"R1802"
9.179756165,0.043,"R2942"
8.608177185,0.033,"R5274"
10.08959198,0.116,"R4067"
7.778442383,0.012,"R2084"
4.956237793,0,"R362"
5.441162109,0,"R1803"
4.956237793,0,"R1049"
8.882225037,0.068,"R3781"
8.050834656,0.097,"R3670"
8.164840698,0.035,"R4327"
8.157592773,0.02,"R2804"
4.752929688,0.001,"R516"
5.798187256,0,"R1186"
7.85848999,0.031,"R4176"
9.179756165,0.043,"R2943"
8.164840698,0.035,"R4328"
7.85848999,0.031,"R4177"
7.714416504,0.001,"R2226"
5.798187256,0,"R1187"
6.206542969,0,"R1948"
8.882225037,0.068,"R3782"
8.157592773,0.02,"R2805"
7.778442383,0.012,"R2085"
6.350585938,0,"R910"
9.904356003,0.099,"R5410"
4.835540771,0,"R1341"
8.911483765,0.05,"R5044"
8.050834656,0.097,"R3671"
5.441162109,0,"R1804"
8.157592773,0.02,"R2806"
5.798187256,0,"R1188"
7.778442383,0.012,"R2086"
4.752929688,0.001,"R517"
5.441162109,0,"R1805"
5.297576904,0,"R2677"
7.420898438,0.101,"R109"
4.956237793,0,"R363"
5.297576904,0,"R2678"
4.956237793,0,"R1050"
5.297576904,0,"R2679"
6.350585938,0,"R911"
5.441162109,0,"R1806"
8.882225037,0.068,"R3783"
8.911483765,0.05,"R5045"
8.675079346,0.091,"R4907"
5.697021484,0.002,"R3201"
4.956237793,0,"R364"
8.157592773,0.02,"R2807"
5.441162109,0,"R1807"
7.511291504,0.002,"R1662"
8.992084503,0.063,"R4467"
6.350585938,0,"R912"
8.80398941,0.023,"R4616"
4.956237793,0,"R365"
9.904356003,0.099,"R5411"
5.697021484,0.002,"R3202"
8.911483765,0.05,"R5046"
4.956237793,0,"R366"
8.050834656,0.097,"R3672"
4.956237793,0,"R367"
6.350585938,0,"R913"
5.297576904,0,"R2680"
4.956237793,0,"R1051"
8.675079346,0.091,"R4908"
4.956237793,0,"R1052"
8.882225037,0.068,"R3784"
4.972381592,0,"R779"
5.297576904,0,"R2681"
8.992084503,0.063,"R4468"
7.907546997,0.013,"R2502"
8.882225037,0.068,"R3785"
4.956237793,0,"R1053"
10.08959198,0.116,"R4068"
4.972381592,0,"R780"
6.206542969,0,"R1949"
4.956237793,0,"R1054"
5.798187256,0,"R1189"
8.80398941,0.023,"R4617"
8.050834656,0.097,"R3673"
5.697021484,0.002,"R3203"
8.608177185,0.033,"R5275"
5.798187256,0,"R1190"
8.80398941,0.023,"R4618"
7.714416504,0.001,"R2227"
8.608177185,0.033,"R5276"
9.904356003,0.099,"R5412"
8.911483765,0.05,"R5047"
6.206542969,0,"R1950"
4.956237793,0,"R1055"
8.911483765,0.05,"R5048"
7.511291504,0.002,"R1663"
8.050834656,0.097,"R3674"
7.85848999,0.031,"R4178"
8.157592773,0.02,"R2808"
4.835540771,0,"R1342"
5.297576904,0,"R2682"
8.80398941,0.023,"R4619"
7.705917358,0.041,"R2348"
4.752929688,0.001,"R518"
0,0,"R14849"
6.206542969,0,"R1951"
8.992084503,0.063,"R4469"
4.956237793,0,"R1056"
4.752929688,0.001,"R519"
6.199714661,0,"R3456"
9.904356003,0.099,"R5413"
7.907546997,0.013,"R2503"
4.956237793,0,"R368"
7.705917358,0.041,"R2349"
8.992084503,0.063,"R4470"
7.705917358,0.041,"R2350"
8.050834656,0.097,"R3675"
7.511291504,0.002,"R1664"
4.972381592,0,"R781"
8.911483765,0.05,"R5049"
8.608177185,0.033,"R5277"
7.85848999,0.031,"R4179"
4.956237793,0,"R1057"
7.511291504,0.002,"R1665"
7.907546997,0.013,"R2504"
4.972381592,0,"R782"
8.106445313,0.21,"R51"
8.608177185,0.033,"R5278"
7.511291504,0.002,"R1666"
8.882225037,0.068,"R3786"
7.705917358,0.041,"R2351"
8.496307373,0.015,"R2841"
8.608177185,0.033,"R5279"
4.752929688,0.001,"R520"
9.179756165,0.043,"R2944"
5.798187256,0,"R1191"
7.778442383,0.012,"R2087"
7.85848999,0.031,"R4180"
8.80398941,0.023,"R4620"
6.199714661,0,"R3457"
6.206542969,0,"R1952"
4.956237793,0,"R369"
5.227844238,0.128,"R1192"
8.322753906,0.036,"R1809"
5.783081055,0,"R783"
8.186828613,0.06,"R2228"
8.457828522,0.047,"R4862"
9.687614441,0.043,"R5262"
8.654724121,0.048,"R5223"
8.457828522,0.047,"R4863"
9.361911774,0.033,"R5137"
9.441270828,0.052,"R5063"
8.246307373,0.015,"R3440"
9.055915833,0.049,"R4006"
9.427810669,0.113,"R4572"
10.48290634,0.171,"R5429"
8.584739685,0.034,"R3468"
8.989624023,0.086,"R4249"
8.778511047,0.072,"R4918"
8.654724121,0.048,"R5224"
8.857192993,0.078,"R4594"
9.324394226,0.093,"R5248"
3.765625,0,"R4496"
9.687614441,0.043,"R5263"
9.055915833,0.049,"R4007"
9.361911774,0.033,"R4964"
9.008152008,0.042,"R4464"
7.732246399,0.174,"R4886"
8.796592712,0.059,"R3509"
9.365997314,0.051,"R4797"
10.01978683,0.09,"R5185"
7.822631836,0.059,"R3570"
8.759773254,0.056,"R4015"
9.064380646,0.064,"R5145"
10.08203888,0.085,"R4769"
9.904356003,0.099,"R5414"
9.361911774,0.033,"R4965"
9.332542419,0.067,"R4475"
9.625175476,0.08,"R5415"
9.055915833,0.049,"R4008"
9.374523163,0.06,"R4595"
8.449260712,0.032,"R4420"
9.687614441,0.043,"R5264"
8.520423889,0.055,"R5398"
9.652439117,0.087,"R4508"
8.412788391,0.023,"R4500"
8.403366089,0.069,"R4578"
9.008152008,0.042,"R4465"
8.765468597,0.037,"R14850"
8.186828613,0.06,"R2229"
6.928314209,0.015,"R3920"
7.154846191,0.033,"R3087"
9.520423889,0.062,"R5050"
7.52444458,0.005,"R521"
6.482971191,0.009,"R3327"
8.549179077,0.114,"R4069"
10.08203888,0.085,"R4770"
7.52444458,0.005,"R522"
7.168426514,0.003,"R2809"
8.322753906,0.036,"R1810"
8.186828613,0.06,"R2230"
6.633468628,0.005,"R1487"
5.783081055,0,"R784"
7.85660553,0.108,"R3205"
8.322753906,0.036,"R1811"
8.525672913,0.05,"R3787"
7.829437256,0,"R1344"
7.168426514,0.003,"R2810"
0,0,"R14851"
8.525672913,0.05,"R3788"
8.921234131,0.055,"R5280"
7.85660553,0.108,"R3206"
8.921234131,0.055,"R5281"
5.6484375,0.002,"R3676"
5.227844238,0.128,"R1193"
6.482971191,0.009,"R3328"
9.658660889,0.092,"R4621"
6.873474121,0.009,"R2506"
5.441162109,0,"R914"
8.322753906,0.036,"R1812"
5.9559021,0.021,"R14852"
8.186828613,0.06,"R2231"
7.154846191,0.033,"R3088"
7.52444458,0.005,"R523"
6.115463257,0.025,"R14853"
7.520629883,0.006,"R1668"
6.928314209,0.015,"R3921"
6.873474121,0.009,"R2507"
6.817626953,0,"R371"
6.633468628,0.005,"R1488"
10.08203888,0.085,"R4771"
7.85660553,0.108,"R3207"
6.633468628,0.005,"R1489"
5.50749588,0,"R4329"
7.85660553,0.108,"R3208"
9.757369995,0.133,"R3458"
6.633468628,0.005,"R1490"
8.488578796,0.03,"R4909"
6.633468628,0.005,"R1491"
9.757369995,0.133,"R3459"
6.873474121,0.009,"R2508"
8.655334473,0.126,"R4181"
8.549179077,0.114,"R4070"
8.433120728,0.03,"R1953"
6.633468628,0.005,"R1492"
7.807815552,0.025,"R4471"
8.433120728,0.03,"R1954"
8.921234131,0.055,"R5282"
5.783081055,0,"R785"
8.778511047,0.072,"R4919"
5.964111328,0,"R1058"
7.925704956,0.068,"R2945"
8.525672913,0.05,"R3789"
7.168426514,0.003,"R2811"
6.817626953,0,"R372"
7.85660553,0.108,"R3209"
7.168426514,0.003,"R2812"
5.6484375,0.002,"R3677"
8.488578796,0.03,"R4910"
8.322753906,0.036,"R1813"
6.928314209,0.015,"R3922"
8.186828613,0.06,"R2232"
7.52444458,0.005,"R524"
9.658660889,0.092,"R4622"
6.928314209,0.015,"R3923"
6.633468628,0.005,"R1493"
7.807815552,0.025,"R4472"
8.186828613,0.06,"R2233"
7.52444458,0.005,"R525"
6.928314209,0.015,"R3924"
7.925704956,0.068,"R2946"
5.441162109,0,"R915"
7.168426514,0.003,"R2813"
8.525672913,0.05,"R3790"
10.08203888,0.085,"R4772"
6.873474121,0.009,"R2509"
8.655334473,0.126,"R4182"
5.227844238,0.128,"R1194"
9.658660889,0.092,"R4623"
4.993896484,0,"R14854"
7.807815552,0.025,"R4473"
8.186828613,0.06,"R2234"
6.482971191,0.009,"R3329"
9.658660889,0.092,"R4624"
7.168426514,0.003,"R2814"
8.549179077,0.114,"R4071"
7.168426514,0.003,"R2815"
5.441162109,0,"R916"
7.168426514,0.003,"R2816"
8.285171509,0.033,"R4192"
8.655334473,0.126,"R4183"
8.525672913,0.05,"R3791"
9.520423889,0.062,"R5051"
9.658660889,0.092,"R4625"
7.85660553,0.108,"R3210"
10.08203888,0.085,"R4773"
5.227844238,0.128,"R1195"
5.227844238,0.128,"R1196"
